ore_ont_13139.owl,false,7.360315994616152,0.3996930.0392350.1482270.1329470.4580660.2057550.4437381.00.9982050.4016930.0263340.139530.6603850.2099840.5296610.1938460.6022020.0773250.4787280.0702910.00.00.4496251.01.00.00.00.00.8
ore_ont_4166.owl,false,7.661213306646185,0.8147010.0307380.0461220.2051880.5260910.6510290.4771230.9996950.9995820.00.00.00.8758080.1689630.6122130.343480.8669470.0570160.585310.0349020.00.00.6036240.99871.00.00.00.00.0
ore_ont_11817.owl,true,8.604104563405533,0.6832910.1456730.4519060.3694680.7549420.1945530.682721.01.00.00.00.00.00.2355230.7544510.1054810.6687960.1748220.7595110.1278590.43240.00.7356790.56761.00.00.00.01.0
ore_ont_16124.owl,true,7.323390715744379,0.4914920.0802790.3969740.1869670.5586520.1944680.3738820.9640080.9507540.3681710.0219060.4446510.528580.1990730.5657380.0765950.310270.0934830.5322590.0809870.07680.00.5017510.74851.00.00.00.017611.0
ore_ont_10174.owl,true,6.456246232372566,0.1270780.0287680.2236390.00.00.00.01.01.00.00.00.00.00.1909560.3271140.0432890.1694890.0252590.2349440.0289630.00.00.00.00.00.00.00.00.0
ore_ont_9545.owl,false,8.158038986171324,0.6320890.1425020.3343370.2465930.7066840.5209650.4741491.00.9998780.6146040.1854870.595360.00.236680.7089780.0838450.6666520.1708880.7061220.1697780.03090.00.6920120.96911.00.00.00.00.772727
ore_ont_12342.owl,false,6.862757913051401,0.2417270.3537350.4883150.2515540.548090.1026790.3318520.8886230.7747570.3191330.1097850.2897020.289240.1860080.4078720.2820360.3046470.4815960.4914280.0617870.10710.15180.3153240.49110.92450.07550.13210.00.862385
ore_ont_7256.owl,true,7.988656085718079,0.6803920.0292250.0142550.0042880.3364571.00.01.01.00.00.00.00.00.1908550.7037340.0435460.6113920.0258460.6608310.0289590.00.00.3955791.01.00.00.00.00.0
ore_ont_15933.owl,true,6.8885724595653635,0.307490.1295250.305470.5893160.5112990.00.01.01.00.00.00.00.00.00.00.0552160.353520.157510.4906020.0288740.5240.00.486190.4761.00.00.00.00.0
ore_ont_8470.owl,false,7.937017489515453,0.6202550.1253560.3260880.0273330.6689420.4269830.4696661.00.9998550.5707060.1111230.3348570.00.2678740.6972020.0883670.6666520.1493730.6704330.1660410.40180.00.4535540.59821.00.00.00.00.94382
ore_ont_11133.owl,true,6.440414767155885,0.1542250.0897970.3948350.2697610.3338020.3562750.3377181.01.00.00.00.00.00.204570.3682270.0684110.1834960.1094120.3128380.0918550.00.00.3194121.01.00.00.00.01.0
ore_ont_10133.owl,true,6.721425700790643,0.27940.0878920.3992680.1975920.4105610.6971610.4145161.01.00.00.00.00.00.2204120.4580650.0719080.3129430.1011070.4028880.0909270.00.00.3914551.01.00.00.00.00.0
ore_ont_9941.owl,false,6.399149411954459,0.1292350.0786370.3981830.6842970.3175290.00.00.367410.040.00.00.00.00.0702290.2527360.0594060.1525650.1550460.2995960.0495370.16490.48450.00.00.46910.53090.00.01.0
ore_ont_2753.owl,true,6.607550681531466,0.1887450.0832030.4162520.1603430.339840.2759560.0928291.01.00.00.00.00.00.2234650.3944030.0712170.1586060.0960730.3272890.0896530.00.00.2999151.01.00.00.00.00.0
ore_ont_15692.owl,false,7.601069112321403,0.4844770.0759810.3882270.1509620.5278430.0270850.2518570.862520.8449510.3650370.0221280.3726020.5293320.1946610.5573550.0835730.309360.0883570.5229340.0680530.00.50250.363060.1720.91390.08610.00.00.769397
ore_ont_8335.owl,false,6.47491897407784,0.1179380.0455630.2539540.220170.2613140.303030.2341331.01.00.2566160.0914220.139530.3784060.1765990.3266130.1165870.3180390.0714050.2646030.0507270.00.00.2714871.01.00.00.00.00.857143
ore_ont_12906.owl,true,6.366470447731438,0.078130.0462880.3545080.00.1762830.00.01.01.00.00.00.00.00.2037080.2997840.0503070.1129930.0476660.2084280.0546570.00.00.00.00.00.00.00.00.0
ore_ont_9027.owl,false,9.420385174700812,0.7813380.1635580.5067520.2399910.8234870.2829960.6989820.9995020.9982420.6025690.0281910.4428490.00.1919080.7898650.12040.7139820.1977480.8300360.0782560.40790.00.7694710.59020.82220.17780.13330.01.0
