"Ont name","Classification time (ms)","Reasoner"
"ore_ont_10892.owl","2140.6666666666665","ELK"
"ore_ont_10134.owl","960.6666666666666","ELK"
"ore_ont_2658.owl","2127.0","ELK"
"ore_ont_934.owl","946.6666666666666","ELK"
"ore_ont_11315.owl","12591.333333333334","ELK"
"ore_ont_2700.owl","1958.0","ELK"
"ore_ont_1820.owl","6674.666666666667","ELK"
"ore_ont_9809.owl","8210.333333333334","ELK"
"ore_ont_1970.owl","1232.6666666666667","ELK"
"ore_ont_11526.owl","734.0","ELK"
"ore_ont_3022.owl","747.6666666666666","ELK"
"ore_ont_869.owl","1111.3333333333333","ELK"
"ore_ont_2662.owl","672.3333333333334","ELK"
"ore_ont_3584.owl","1600.6666666666667","ELK"
"ore_ont_16703.owl","3863.3333333333335","ELK"
"ore_ont_8359.owl","1605.0","ELK"
"ore_ont_11196.owl","9726.333333333334","ELK"
"ore_ont_7969.owl","636.6666666666666","ELK"
"ore_ont_2624.owl","2117.3333333333335","ELK"
"ore_ont_12536.owl","2156.0","ELK"
"ore_ont_13229.owl","11236.333333333334","ELK"
"ore_ont_727.owl","1083.6666666666667","ELK"
"ore_ont_11140.owl","1326.0","ELK"
"ore_ont_1853.owl","843.6666666666666","ELK"
"ore_ont_9558.owl","1610.6666666666667","ELK"
"ore_ont_11636.owl","2119.6666666666665","ELK"
"ore_ont_6889.owl","751.0","ELK"
"ore_ont_1091.owl","2010.3333333333333","ELK"
"ore_ont_4261.owl","910.0","ELK"
"ore_ont_10689.owl","29835.666666666668","ELK"
"ore_ont_10173.owl","1675.3333333333333","ELK"
"ore_ont_16359.owl","742.3333333333334","ELK"
"ore_ont_7025.owl","1808.3333333333333","ELK"
"ore_ont_6354.owl","1564.3333333333333","ELK"
"ore_ont_13674.owl","1625.0","ELK"
"ore_ont_14746.owl","631.6666666666666","ELK"
"ore_ont_3258.owl","859.0","ELK"
"ore_ont_11972.owl","739.6666666666666","ELK"
"ore_ont_10340.owl","722.0","ELK"
"ore_ont_7893.owl","971.0","ELK"
"ore_ont_237.owl","763.0","ELK"
"ore_ont_8792.owl","2665.6666666666665","ELK"
"ore_ont_11005.owl","7632.0","ELK"
"ore_ont_3639.owl","674.3333333333334","ELK"
