ore_ont_9805.owl,1641,0.009955406
ore_ont_2936.owl,1677.666667,0.011185646
ore_ont_11949.owl,1802.666667,0.011367798
ore_ont_8662.owl,1564,0.011396408
ore_ont_15971.owl,1361.333333,0.013119698
ore_ont_8937.owl,1840.333333,0.013222694
ore_ont_580.owl,1656.333333,0.01362133
ore_ont_9509.owl,1487.666667,0.013623238
ore_ont_7839.owl,1901.333333,0.013997078
ore_ont_10309.owl,1674.333333,0.01426506
ore_ont_13503.owl,1861.666667,0.015381813
ore_ont_480.owl,1921.666667,0.015414238
ore_ont_14746.owl,1918.333333,0.015509605
ore_ont_15331.owl,1576.666667,0.01590538
ore_ont_1420.owl,1865.666667,0.015908241
ore_ont_1526.owl,1538.333333,0.016000748
ore_ont_4856.owl,2076.666667,0.016196251
ore_ont_2485.owl,1563.666667,0.016227722
ore_ont_5107.owl,2946.333333,0.016646385
ore_ont_7639.owl,1955.333333,0.017644882
ore_ont_13429.owl,1846.666667,0.017729759
ore_ont_9854.owl,1563.666667,0.018112183
ore_ont_15167.owl,1792,0.018439293
ore_ont_13306.owl,1949.333333,0.019233704
ore_ont_5292.owl,1840,0.019784927
ore_ont_5255.owl,1630.666667,0.019879341
ore_ont_8667.owl,1867,0.019956589
ore_ont_8974.owl,1404.333333,0.020407677
ore_ont_3330.owl,1580,0.021100044
ore_ont_15399.owl,1922.666667,0.02162075
ore_ont_1967.owl,1929.666667,0.02162075
ore_ont_5852.owl,1739.333333,0.021709442
ore_ont_10174.owl,1741,0.021920204
ore_ont_13392.owl,1859.666667,0.022014618
ore_ont_3671.owl,1848,0.02229023
ore_ont_3909.owl,1794,0.022433281
ore_ont_2036.owl,2085,0.022627831
ore_ont_508.owl,2022,0.022838593
ore_ont_9867.owl,1575,0.023194313
ore_ont_16351.owl,1913.333333,0.023312569
ore_ont_12957.owl,1627.666667,0.023442268
ore_ont_15318.owl,1672.666667,0.02349472
ore_ont_6635.owl,1968,0.02355957
ore_ont_16850.owl,1719.666667,0.023664474
ore_ont_4106.owl,1814,0.024169922
ore_ont_2038.owl,1860.333333,0.024378777
ore_ont_3842.owl,1829.333333,0.024546623
ore_ont_9709.owl,1820.666667,0.025021553
ore_ont_13204.owl,1611.333333,0.025242805
ore_ont_10321.owl,1431.333333,0.025396347
ore_ont_12360.owl,1611,0.025612831
ore_ont_5646.owl,1686.333333,0.02586937
ore_ont_13277.owl,1607.666667,0.026074409
ore_ont_9600.owl,-1,0.026443481
ore_ont_3341.owl,1805.333333,0.026949883
ore_ont_8169.owl,1419.333333,0.02702713
ore_ont_14931.owl,2054,0.027182579
ore_ont_6461.owl,1489,0.027201653
ore_ont_10019.owl,3447,0.027533531
ore_ont_14128.owl,1591.333333,0.02781105
ore_ont_8128.owl,1796,0.027915001
ore_ont_15667.owl,1506,0.028646469
ore_ont_4855.owl,1669.333333,0.028727531
ore_ont_7482.owl,1801.666667,0.028828621
ore_ont_16076.owl,1546.333333,0.028907776
ore_ont_7270.owl,1523,0.029190063
ore_ont_14328.owl,1618,0.029305458
ore_ont_16461.owl,1924.666667,0.029649734
ore_ont_15800.owl,1579,0.030033112
ore_ont_9635.owl,2078.333333,0.030241966
ore_ont_13018.owl,1424.333333,0.030282021
ore_ont_16167.owl,1667,0.030316353
ore_ont_11834.owl,1727.666667,0.030785561
ore_ont_9422.owl,1564,0.030792236
ore_ont_1222.owl,1989,0.031075478
ore_ont_13643.owl,1892,0.031438828
ore_ont_15210.owl,2050.333333,0.031506538
ore_ont_11357.owl,1956,0.031642914
ore_ont_13483.owl,1630,0.031671524
ore_ont_8047.owl,1880,0.031824112
ore_ont_9994.owl,1653.333333,0.032748222
ore_ont_1618.owl,1905,0.032772064
ore_ont_7464.owl,1755.333333,0.033042908
ore_ont_6735.owl,1927,0.033122063
ore_ont_10176.owl,1872.666667,0.033153534
ore_ont_15229.owl,1689.333333,0.033294678
ore_ont_12101.owl,1904.333333,0.033556938
ore_ont_14486.owl,1736,0.033615112
ore_ont_8094.owl,1750.333333,0.034194946
ore_ont_714.owl,2070.666667,0.03460598
ore_ont_10264.owl,1828.333333,0.034766197
ore_ont_13737.owl,2067,0.034983635
ore_ont_5696.owl,1655,0.035009384
ore_ont_3806.owl,2336.333333,0.035348892
ore_ont_3504.owl,1958,0.035422325
ore_ont_2652.owl,1711,0.036220551
ore_ont_2654.owl,1858,0.036276817
ore_ont_3250.owl,2180.666667,0.036336899
ore_ont_8335.owl,1596,0.036380768
ore_ont_2775.owl,2050.333333,0.036419868
ore_ont_3082.owl,1548,0.036505699
ore_ont_9031.owl,1567.333333,0.036572456
ore_ont_8665.owl,1658,0.037534714
ore_ont_16827.owl,2136,0.037611961
ore_ont_11380.owl,1884.333333,0.038036346
ore_ont_13759.owl,2001.666667,0.038075447
ore_ont_2012.owl,2349,0.038243294
ore_ont_7517.owl,1981.333333,0.038250923
ore_ont_13530.owl,1524.666667,0.038259506
ore_ont_10413.owl,1640,0.038767815
ore_ont_4724.owl,1956,0.038805962
ore_ont_4223.owl,1810.333333,0.039215088
ore_ont_12906.owl,1794.666667,0.039293289
ore_ont_14588.owl,1757.666667,0.039333344
