Ontology,SIZE (KB),SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP,EXPRESSIVITY,EL,QL,RL,DL,FULL,CAL_TIME
e4d5ac24-4584-4e60-be20-3c4b99276bfb_condition_3.owl_functional.owl,1293.0673828125,2941,2.2981978918735124,3819,2.4330726039245705,0.0,3818,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0,0,0,0,2.297857871472288,1038,6758,2.297857871472288,1038,6758,2.2981978918735124,22,6759,0.0,0,0,2.2981978918735124,22,6759,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,AL,True,True,False,True,True,3190
d65d997d-aa38-4638-8703-b3faecbdc7ed_ithesaurus.owl_functional.owl,35715.3623046875,80553,2.0090325265537365,31313,2.8513082386332025,0.2383910309825013,106688,0,46,0.26370242762662865,2.9701793988356896e-05,0.0,18593,33188,0,0,11,11,0,0,0.969585349456002,0.9579083683129409,9831,0.0876257877051153,852,0,3065,0,0.9563764108779638,2623,101001,1.6710192409665934,2623,176473,2.00924172411181,69,212192,0.0,0,0,1.2964926899477311,31,136920,0,0.0,0,0.0,10920,0.4337,25,0.001,3187,0.1266,11044,0.4387,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116,0.9667,4,0.0333,0,0.0,0,0.0,2,0.0167,0,0.0,0,0.0,0,0.0,0,0.0,17,0,0,0,103,101,0,0.0,1.0,SH(D),False,False,False,True,True,24000
d373a56f-2522-4161-aad8-52a3741fc815_e.obo.PREVIOUS_functional.owl,1879.73828125,9755,1.33305996924654,3250,2.4429178275547403,0.0,3249,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0,0,0,0,1.3329574577139929,38,13003,1.3329574577139929,38,13003,1.33305996924654,5,13004,0.0,0,0,1.33305996924654,5,13004,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,AL,True,True,True,True,True,1050
d62e2709-2a1f-409e-9d73-e6a7743f57cd_limateZone.owl_functional.owl,1291.193359375,4862,1.5027502750275028,834,2.5156978641418184,0.1496617812852311,2760,0,252,0.025922795153564385,0.0,0.0,13,23,0,0,2,2,0,0,0.8739780095855653,0.8363217213114754,382,0.055612170621633435,588,13,15,1251,1.0002818489289742,53,3549,1.6333145434047351,90,5795,1.4774520856820743,9,5242,0.0,0,0,1.2347801578354003,9,4381,0,0.0,0,0.0,0,0.0,2,0.0038,246,0.4633,84,0.1582,185,0.3484,0,0.0,5,0.0094,0,0.0,9,0.0169,504,0.9403,32,0.0597,0,0.0,3,0.0056,7,0.0131,0,0.0,0,0.0,0,0.0,0,0.0,311,49,0,12,77,184,0,0.0,0.8367052023121387,SHOIN(D),False,False,False,True,True,1940
dd68603b-5da7-46aa-a92f-7b3d88f9eab5_netClimate.owl_functional.owl,1280.9951171875,5104,1.4379993053143452,1030,2.412217842641428,0.14410268830225234,2544,0,279,0.0270848182466144,0.0,0.0,42,89,0,0,5,5,0,0,0.8805717054263565,0.8445168295331161,300,0.04438526409232135,159,23,15,1285,1.01937515136837,51,4209,1.5965124727536937,88,6592,1.4855897311697748,9,6134,0.0,0,0,1.2492128844756598,9,5158,0,0.0,0,0.0,0,0.0,2,0.0034,298,0.5008,102,0.1714,188,0.316,0,0.0,0,0.0,0,0.0,5,0.0084,308,0.9112,30,0.0888,0,0.0,3,0.0089,4,0.0118,0,0.0,0,0.0,0,0.0,0,0.0,119,44,0,16,65,174,0,0.0,0.7718550106609808,SHOIN(D),False,False,False,True,True,1460
dbba4bc5-a82f-43f3-be36-411e5805a80d_lex_owl_dl.owl_functional.owl,3017.2001953125,11949,1.0042649272453588,0,1.3705163137169158,0.00078003120124805,51,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.9992199011874836,1.0,0,0.0,0,0,0,0,0.9986999479979201,1808,11523,1.0385682093950426,1809,11983,1.001646732535968,4,11557,0.0,0,0,0.9999133298665279,1,11537,0,0.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,415,0.9905,4,0.0095,397,0.9475,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,8,413,31,0,0.0,0.9905771495877504,ALUIF(D),False,False,False,True,True,1320
e43ad3c5-6c19-4519-89f3-ea1e66b5d520_tance_edit.owl_functional.owl,624.78515625,1717,1.1868023637557452,457,1.7475375013613008,0.11692307692307692,569,0,0,0.15789473684210525,0.0,0.0,534,645,0,0,12,12,0,0,1.0,1.0,207,0.061206386753400364,0,0,207,2070,1.3446153846153843,67,1311,3.5846153846153848,538,3495,1.5846153846153843,6,1545,0.0,0,0,1.4676923076923076,6,1431,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,114,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,ALE+,False,False,False,True,True,260
db70a667-871f-47cc-aab0-6403c912e300_lTectonics.owl_functional.owl,967.9619140625,3264,1.680255795363709,869,2.7444611698650943,0.1716994382022472,2561,0,306,0.019190509420795532,0.0,0.0,9,27,0,0,5,5,0,0,0.845100105374078,0.76629281600485,360,0.07107601184600197,788,211,27,449,1.0063202247191012,41,2866,1.4827949438202248,117,4223,1.5976123595505618,10,4550,0.0,0,0,1.3047752808988764,9,3716,0,0.0,0,0.0,0,0.0,5,0.0102,278,0.5685,48,0.0982,155,0.317,0,0.0,0,0.0,0,0.0,3,0.0061,197,0.8455,36,0.1545,0,0.0,3,0.0129,6,0.0258,0,0.0,0,0.0,0,0.0,0,0.0,87,21,0,11,45,110,0,0.0,0.8157894736842105,SHOIN(D),False,False,False,True,True,890
e0abb008-cef9-46bf-a4b4-64ae7d853edf_mGeolBasin.owl_functional.owl,1218.2685546875,4803,1.4488306828811974,821,2.4302396736506475,0.14793741109530584,2417,0,248,0.025866969869243892,0.0,0.0,13,23,0,0,2,2,0,0,0.8759248719408081,0.8376841561126906,375,0.05820270060530808,343,13,15,1174,1.0008534850640114,53,3518,1.6142247510668564,90,5674,1.4739687055476531,9,5181,0.0,0,0,1.2332859174964441,9,4335,0,0.0,0,0.0,0,0.0,2,0.0038,245,0.4712,84,0.1615,175,0.3365,0,0.0,5,0.0096,0,0.0,9,0.0173,501,0.94,32,0.06,0,0.0,3,0.0056,7,0.0131,0,0.0,0,0.0,0,0.0,0,0.0,311,48,0,12,77,183,0,0.0,0.8388969521044993,SHOIN(D),False,False,False,True,True,1020
e6f5eade-7f0e-4258-b785-752a73da6f8d_ialairport.owl_functional.owl,901.6416015625,3060,1.610457516339869,0,1.49812504358515,0.0,1868,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0,0,0,739,0.625,5,5,93.125,384,745,0.875,1,7,0.0,0,0,0.875,1,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1667,5,0.8333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,6,0,0.0,1.0,AL(D),True,True,False,True,True,580
da24a8b9-ea7c-4b8d-a219-31e1f6d7c918_Processing.owl_functional.owl,1322.4736328125,5008,1.4940017905102954,866,2.4989613996986373,0.14869193806727174,2775,0,284,0.03333333333333333,0.0,0.0,17,31,0,0,5,5,0,0,0.8819759679572764,0.8457420924574209,387,0.055811941159503886,558,18,15,1171,0.993059263214095,53,3720,1.5918312867058195,90,5963,1.4765082754938603,9,5531,0.0,0,0,1.2309129738387614,9,4611,0,0.0,0,0.0,0,0.0,2,0.0036,258,0.4632,115,0.2065,168,0.3016,0,0.0,5,0.009,0,0.0,9,0.0162,512,0.9394,33,0.0606,0,0.0,3,0.0055,7,0.0128,0,0.0,0,0.0,0,0.0,0,0.0,310,47,0,10,74,193,0,0.0,0.8451519536903039,SHOIN(D),False,False,False,True,True,580
