Ontology,SIZE (KB),SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP,EXPRESSIVITY,EL,QL,RL,DL,FULL,CAL_TIME
kb-owl-syntax-unraveled-depth-1-cardinalities-constant-classes-value-classes.ofn_functional.owl,3546.7421875,7151,2.580613683183346,263,3.1467874718549824,0.6186329280315478,29402,0,0,0.4182725634271454,0.0,0.0,4012,3707,4018,0,38,38,49,0,0.968501780334155,0.9498128379315124,0,0.0,0,0,0,0,0.3950596998575967,152,7213,1.9878957169459963,226,36295,2.607185891116223,42,47602,0.0,0,0,1.0143498740278234,19,18520,0,0.0,0,0.0,5798,0.5133,0,0.0,0,0.0,4922,0.4358,5,0.0004,0,0.0,102,0.009,14,0.0012,454,0.0402,186,0.9947,1,0.0053,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,ALEQ(D),False,False,False,True,True,7700
kb-owl-syntax-coreference-IDs-constant-classes-value-nominals.ofn_functional.owl,20179.255859375,28298,2.7712351969060083,178,2.5675329538841134,0.8110422589638135,258517,0,0,0.1095264017419706,0.0,0.0,4127,3867,3978,0,273,271,342,0,0.9949970672463168,0.963781527853384,0,0.0,0,0,0,634,0.19014463551298685,21055,27555,1.977131579673742,21055,286518,2.783805790940959,85,403418,0.0,0,0,1.0012213972232191,3,145093,0,0.0,0,0.0,50142,0.4266,0,0.0,0,0.0,66666,0.5672,725,0.0062,0,0.0,0,0.0,0,0.0,0,0.0,276,0.9892,3,0.0108,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,ALEO(D),False,False,False,True,True,43790
kb-owl-syntax-unraveled-depth-1-constant-classes-relation-axioms-value-classes.ofn_functional.owl,3540.43359375,7267,2.543888294578008,263,3.157748530217725,0.6009620891077769,27667,0,0,0.4180407371483996,0.0,0.0,4008,3695,4012,0,38,38,49,0,0.9990835672146172,0.9990300678952472,905,0.11553683135452572,277,8,0,0,0.4132974458824877,152,7217,1.9850532585041805,249,34663,2.5604169052800367,42,44710,0.0,0,0,1.0150040087046155,19,17724,0,0.0,0,0.0,5556,0.5294,11,0.001,0,0.0,4922,0.469,5,0.0005,0,0.0,0,0.0,0,0.0,0,0.0,292,0.9832,5,0.0168,127,0.4276,0,0.0,17,0.0572,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0,2,231,234,0,0.0,0.9967532467532468,SHIF(D),False,False,False,True,True,3900
kb-owl-syntax-coreference-IDs-cardinalities-disjointness-triggers.ofn_functional.owl,20741.072265625,27520,2.8262772393703437,377,2.5430980520438218,0.8089875025436991,260971,197,0,0.11674536868870325,0.0,0.007155830003632402,4288,4048,4136,0,258,234,272,0,0.9902882645184832,0.7484775008458329,0,0.0,0,0,0,17,0.19316674736332445,21056,27528,2.0226161154734092,21056,288241,2.8322070886751014,85,403615,0.0,0,0,1.0026384298535531,3,142885,0,0.0,0,0.0,47084,0.4084,0,0.0,0,0.0,66820,0.5796,665,0.0058,0,0.0,170,0.0015,20,0.0002,529,0.0046,277,0.9893,3,0.0107,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,ALCOQ(D),False,False,False,True,True,34330
kb-owl-syntax-unraveled-depth-1-cardinalities-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,4623.12890625,7269,3.090659488559892,183,3.434541120295316,0.6408570456864301,38972,0,0,0.4639397201291712,0.0,0.0,4012,3707,4018,0,38,38,49,0,0.966780045351474,0.3888431583612993,905,0.0528528879285172,277,8,0,634,0.36860900124702417,102,6503,2.6117220269810684,249,46076,3.1868835732910097,52,56223,0.0,0,0,1.010316290669992,3,17824,0,0.0,0,0.0,5798,0.5128,11,0.001,0,0.0,4922,0.4353,5,0.0004,0,0.0,102,0.009,14,0.0012,454,0.0402,292,0.9832,5,0.0168,127,0.4276,0,0.0,17,0.0572,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0,2,231,234,0,0.0,0.9967532467532468,SHIQ(D),False,False,False,True,True,2470
kb-owl-syntax-coreference-IDs-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,20419.1669921875,28391,2.7769025121936286,375,2.5687739835354764,0.8123608818634468,261506,197,0,0.11581829316618035,0.0,0.007096797435066105,4314,4066,4181,0,321,291,356,0,0.9900347926141032,0.9565546309305092,1387,0.04768125408229915,405,63,0,634,0.1901184173578341,21058,27759,1.9827613366299337,21058,289501,2.787684320829538,85,407027,0.0,0,0,1.0025614859357983,3,146383,0,0.0,0,0.0,50385,0.4248,11,0.0001,0,0.0,66772,0.5629,725,0.0061,0,0.0,170,0.0014,20,0.0002,529,0.0045,352,0.986,5,0.014,127,0.3557,0,0.0,17,0.0476,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0,2,231,234,0,0.0,0.9967532467532468,SHOIQ(D),False,False,False,True,True,27120
hp.human-phenotype-ontology.442.owl.xml_functional.owl,2010.3828125,10550,1.3111848341232228,3284,2.4101251266803656,0.0,3283,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0,0,0,0,1.3110900473933649,34,13832,1.3110900473933649,34,13832,1.3111848341232228,5,13833,0.0,0,0,1.3111848341232228,5,13833,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,AL,True,True,True,True,True,500
kb-owl-syntax-coreference-IDs-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,20658.7958984375,27685,2.8235302402884592,180,2.546184203942348,0.8071727663660949,259054,0,0,0.1103753566986171,0.0,0.0,4141,3882,3958,0,288,254,289,0,0.9947464305384908,0.7522397369017918,1387,0.038648016049933134,402,63,0,17,0.1930108248187037,21055,27334,2.0225887769296493,21055,286437,2.8277137954652978,85,400458,0.0,0,0,1.0012639546953446,3,141798,0,0.0,0,0.0,46852,0.4099,11,0.0001,0,0.0,66715,0.5836,665,0.0058,0,0.0,0,0.0,68,0.0006,0,0.0,352,0.986,5,0.014,127,0.3557,0,0.0,17,0.0476,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0,2,231,234,0,0.0,0.9967532467532468,SHOIQ(D),False,False,False,True,True,23040
kb-owl-syntax-unraveled-depth-0-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,2473.9013671875,7231,2.44412457471866,836,3.2733754586486428,0.055698604146903384,11092,197,0,0.025282340862423,0.0,0.025282340862423,0,0,5,0,0,0,2,0,0.99756031444836,0.4558014284041682,0,0.0,3,0,0,0,1.0559696435831414,152,7792,2.472421737362786,152,18244,2.4672719880742653,52,18206,0.0,0,0,1.1131589646293536,19,8214,0,0.0,0,0.0,196,0.4769,11,0.0268,0,0.0,197,0.4793,0,0.0,0,0.0,3,0.0073,0,0.0,4,0.0097,256,0.9808,5,0.0192,127,0.4866,0,0.0,17,0.0651,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0,2,231,234,0,0.0,0.9967532467532468,SHIQ(D),False,False,False,True,True,620
kb-owl-syntax-unraveled-depth-1-cardinalities-triggers.ofn_functional.owl,3440.951171875,6290,2.6701488345970232,380,3.173629960220884,0.6536671207992734,30071,197,0,0.4965229485396384,0.0,0.03044351723072168,4172,3865,4202,0,37,37,45,0,0.9672968829841594,0.94313089167053,0,0.0,0,0,0,0,0.3673365122615804,53,6471,2.0446185286103544,226,36018,2.6987965485921888,42,47542,0.0,0,0,1.0215145322434152,3,17995,0,0.0,0,0.0,5970,0.5185,0,0.0,0,0.0,4969,0.4315,4,0.0003,0,0.0,103,0.0089,14,0.0012,455,0.0395,187,0.9947,1,0.0053,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,ALEQ(D),False,False,False,True,True,1460
