Ontology,SIZE (KB),SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP,EXPRESSIVITY,EL,QL,RL,DL,FULL,CAL_TIME
approximated_kb-owl-syntax-unraveled-depth-4-disjointness-triggers-relation-axioms.ofn_functional.owl,3766.3076171875,6406,3.070235273715244,17268,2.7085953166472927,0.6400659133709982,35961,8157,0,0.3753155080213904,0.0,0.0,7443,15263,0,0,23,23,0,0,1.0,1.0,849,0.03628670342351584,146,0,0,0,1.3755885122410547,7937,23374,2.482815442561205,7937,42188,3.1234110169491527,36,53073,0.0,0,0,2.0161840866290017,36,34259,0,0.0,0,0.0,7938,0.7299,0,0.0,0,0.0,2938,0.2701,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,307,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0,0,0,0,0,17,0.05537459283387622,1.0,ALER,True,False,False,True,True,10410
approximated_kb-owl-syntax-unraveled-depth-4-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,4040.2265625,7126,3.0705402863413105,18400,2.6421500829436093,0.6546405798681127,39774,9290,0,0.34588320931737304,0.0,0.0,7407,15181,0,0,27,27,0,0,1.0,1.0,0,0.0,0,0,0,634,1.3475938743255764,9289,24727,2.547441277453812,9289,46743,3.1636601449670283,36,58050,0.0,0,0,2.0027249441386448,36,36748,0,0.0,0,0.0,9290,0.7734,0,0.0,0,0.0,2722,0.2266,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,155,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,ALE,True,False,False,True,True,4980
approximated_kb-owl-syntax-unraveled-depth-4-disjointness-triggers.ofn_functional.owl,3722.5927734375,6264,3.0972755747296263,17049,2.7014664487223343,0.6356316354527018,35636,7938,0,0.3694713199723566,0.0,0.0,7438,15263,0,0,23,23,0,0,1.0,1.0,0,0.0,0,0,0,0,1.3808302516998687,7937,23151,2.489920076344984,7937,41746,3.125909578909698,36,52409,0.0,0,0,2.016819754264583,36,33814,0,0.0,0,0.0,7938,0.7449,0,0.0,0,0.0,2719,0.2551,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,155,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,ALE,True,False,False,True,True,2610
b2381c4d-a337-4bdf-8f0b-688cc7737fd6_NLexOBOUBO.owl_functional.owl,617.2490234375,2210,1.169603056675865,11,0.9096202179815184,0.015333013895543843,823,0,21,0.001948368241597662,0.0004870920603994155,0.0,0,0,0,0,0,0,0,0,0.986097794822627,0.9655660377358491,4,0.0008326394671107411,0,2,0,2576,0.9837086727359846,866,2053,2.291327264015333,1084,4782,1.1068519405845711,18,2310,0.0,0,0,1.0047915668423577,4,2097,9,0.2812,0,0.0,0,0.0,14,0.4375,5,0.1562,3,0.0938,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0312,43,0.9149,4,0.0851,2,0.0426,1,0.0213,18,0.383,1,0.0213,0,0.0,0,0.0,0,0.0,17,0,0,15,24,21,0,0.0,0.8282828282828283,SHOIN(D),False,False,False,True,True,1030
approximated_kb-owl-syntax-unraveled-depth-4-triggers.ofn_functional.owl,2612.662109375,6263,2.2998218659541303,9112,3.160824142622484,0.3080321740115555,11823,0,0,0.5622453003812278,0.0,0.0,7495,10942,0,0,21,21,0,0,1.0,1.0,0,0.0,0,0,0,0,1.7235753936784866,197,15214,2.031607567690042,197,17933,2.3402061855670104,36,20657,0.0,0,0,2.0321740115554547,36,17938,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2719,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,155,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,ALE,True,True,False,True,True,3020
approximated_nifdys.neuroscience-information-framework-nif-dysfunction-ontlogy.13.owl.xml_functional.owl,667.783203125,2920,1.434376007739439,553,2.037503242250374,0.054639175257731966,1347,133,0,0.07489387507580351,0.0,0.0,6,16,0,0,2,2,0,0,1.0,1.0,195,0.056390977443609026,200,0,0,102,1.1333333333333333,924,3298,1.2597938144329897,924,3666,1.2810996563573882,4,3728,0.0,0,0,1.1896907216494843,4,3462,0,0.0,0,0.0,107,0.673,0,0.0,0,0.0,52,0.327,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,89,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,0,0,0,0,0,22,0.24719101123595505,1.0,ALCRO,True,False,False,True,True,530
b3022c93-e826-4bc1-9b24-18e6dcc3c574_nnotations.obo_functional.owl,18502.0966796875,12726,7.128502485053662,83928,4.361827173343611,0.08335134356314386,85082,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0,0,0,0,6.879475542107918,9336,95494,6.9628268856710624,9336,96651,7.129529572797349,129,98965,0.0,0,0,7.046178229234205,129,97808,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1157,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,ALE,True,True,False,True,True,6220
b6abe8b8-5d63-4ff7-b2e4-fe179a7c4651_limateZone.owl_functional.owl,1288.666015625,4847,1.5008282716731087,832,2.511860398808436,0.1484925331079177,2737,0,251,0.0270194202082747,0.0,0.0,17,31,0,0,5,5,0,0,0.8759864712514093,0.8382804503582395,389,0.05688797894121087,580,18,15,1232,1.0011270780501549,53,3553,1.6283460129613976,90,5779,1.4750633981403212,9,5235,0.0,0,0,1.2341504649196955,9,4380,0,0.0,0,0.0,0,0.0,2,0.0038,246,0.4668,87,0.1651,178,0.3378,0,0.0,5,0.0095,0,0.0,9,0.0171,501,0.94,32,0.06,0,0.0,3,0.0056,7,0.0131,0,0.0,0,0.0,0,0.0,0,0.0,308,47,0,10,73,184,0,0.0,0.8424153166421208,SHOIN(D),False,False,False,True,True,1370
b7981c35-332d-4106-92ef-a216be1a6094_propSpace.owl_functional.owl,1263.859375,4803,1.495229186155285,821,2.504308376445397,0.14793741109530584,2665,0,248,0.025866969869243892,0.0,0.0,13,23,0,0,2,2,0,0,0.8759248719408081,0.8376841561126906,375,0.05604543416529667,564,13,15,1174,1.0008534850640114,53,3518,1.613371266002845,90,5671,1.4739687055476531,9,5181,0.0,0,0,1.2332859174964441,9,4335,0,0.0,0,0.0,0,0.0,2,0.0038,245,0.4712,84,0.1615,175,0.3365,0,0.0,5,0.0096,0,0.0,9,0.0173,501,0.94,32,0.06,0,0.0,3,0.0056,7,0.0131,0,0.0,0,0.0,0,0.0,0,0.0,311,48,0,12,74,183,0,0.0,0.8381924198250729,SHOIN(D),False,False,False,True,True,1120
approximated_natpro.natural-products-ontology.1.owl.xml_functional.owl,18032.1025390625,31510,3.191214853143984,59118,1.5690361173342722,0.8559554256485202,209709,56224,0,0.0005249573472155387,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,2,0,0,22012,1.0439501887711606,56190,68575,3.0904122518572645,56190,203003,3.611344537815126,7,237222,0.0,0,0,1.8999665083424675,7,124805,0,0.0,0,0.0,56192,0.9994,0,0.0,0,0.0,34,0.0006,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0,0,0,0,0,3,0.07692307692307693,1.0,ALCRO,True,False,False,True,True,11790
