file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
061ac8ca-5542-4610-ad64-0b21975d6fe4_enotype_xp.obo_functional.owl,3480,234,41624,547,112472,601,118612
066043ed-e67a-4576-86e5-6440bb9a3a7f_hpmerged.obo_functional.owl,2947,200,38360,359,78104,332,74328
06610200-102a-4a37-807b-9e278c430f0a_topOnly623.owl_functional.owl,4531,403,106312,2216,186472,2148,179512
0662c159-e1c3-461f-9a62-cb423f76ee7a_ulusmerged.owl_functional.owl,61448,19419,3724884,21245,4086224,19363,4012976
0680e1ae-718e-40d9-92af-1cabd62c90a4_imeAverage.owl_functional.owl,2011,179,44068,255,70572,238,68144
0683ced9-e79f-4bc7-a75a-b2c425cdae5d_go.obo_functional.owl,17693,1234,168992,2843,461932,3155,447400
06a8f1a3-e203-4d15-8924-cf05f085dda1_uberon.obo_functional.owl,7822,575,79040,5193,517564,5101,514856
06c3d283-9910-439e-846e-ad277fb09409_protein.owl_functional.owl,19160,3960,417340,3749,593772,3739,584576
06c9f57b-624c-4e3a-9610-48d68898db4c_HAO.obo_functional.owl,812,92,25760,109,31372,108,30792
06cc1275-8160-4da6-966f-a2b135d920f9_hp.obo_functional.owl,3094,227,39516,397,81052,374,77072
070a6d0d-2dc0-4b84-b008-4fdd6f6c64f8_OceanFloor.owl_functional.owl,2074,205,45464,276,74120,265,72464
070d822b-4a42-4f69-b5b6-87166032906d_TGMA.owl_functional.owl,1875,190,38968,314,61472,337,60824
0720cdef-dd38-4518-a0a0-9c0d83f4a33b_laptopsfull.owl_functional.owl,5469,228,41848,271,49700,296,44852
073a5273-8b0a-4518-a4da-09212010b348_usculusMOD.obo_functional.owl,41594,5139,554236,5891,795704,5245,764640
074464ff-b331-4a4c-93eb-bd39463e2b3b_map_CLEMAPA.owl_functional.owl,2721,174,37084,281,62712,298,60388
0745dbda-5142-45d6-8411-2142bc784aaa_fyposimple.obo_functional.owl,1083,158,28428,146,37436,143,36380
074906cd-79f6-4a9b-8d0e-bded0ff3ca48__phenotype.obo_functional.owl,2527,198,34960,324,68096,309,64604
074e7838-965c-4a62-9133-e5615249d0e2_s_musculus.obo_functional.owl,3302,232,39772,393,80304,386,76104
0778f4da-24b9-4412-b670-0db67ab2ed93_FYPO.obo_functional.owl,736,65,20972,129,37092,122,36372
077c8aaf-3813-4cec-b2a4-cdf6c82366e2_inalistype.owl_functional.owl,4786,295,48292,493,94432,451,89244
0780c1cc-9351-42a5-b0c6-21204bccf8df_classified.obo_functional.owl,23850,1948,213776,3506,514828,3379,497964
07868fd6-4238-411f-9322-626ee0fa001d_atomy_2010.owl_functional.owl,764,77,22676,125,33952,118,33016
078c7631-2408-417a-97da-4de176307c68_n_xp_chebi.obo_functional.owl,2124,153,32236,319,74668,319,73032
078c8a5e-888d-43f8-974c-07fa5824676d_FBbt.obo_functional.owl,4019,381,62380,462,89172,454,86672
