file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
2071f048-a776-425d-8240-30f02c14ae0f_mergedtbox.owl_functional.owl,9956,1322,169688,2196,525368,2159,518264
20b7cd2f-ccc2-4a9b-91a7-672d5d0b8d2f_EnergyFlux.owl_functional.owl,2009,202,44104,238,71208,238,68684
20f90afa-257c-4079-a4f5-3fa185182058_go_xp_all.obo_functional.owl,19618,3431,332304,4443,740264,3895,738796
213d52f2-05f9-42e3-b828-d948795cd42e_rPollutant.owl_functional.owl,1177,119,32424,149,44480,156,43324
219bcfbb-bfa2-4084-a4f7-0e0ab0c8372b_reGradient.owl_functional.owl,2046,200,45788,258,73668,266,70480
21a23b44-5a07-4486-ae59-7b5ce9b9888c_dogont.owl_functional.owl,1037,117,27168,139,37852,138,37512
21b33d6a-7b2a-422f-b918-cd3226fe9a74_NIFMolecule.owl_functional.owl,4049,313,52384,369,64504,347,62784
21bf1dd2-e131-4a5b-86ee-3084782bd546_merged.owl_functional.owl,9837,1739,195492,5913163,111023844,7792961,86269636
21d84c62-aa89-456f-a7bc-e524e9e63aa1_ebi_import.owl_functional.owl,3694,304,46228,693,115660,656,113404
221e314e-e48e-49fd-959c-17cac0f907c0_lus_gallus.obo_functional.owl,22007,2239,290096,2559,420948,2337,402704
223ff3ec-7856-45a3-af1f-0fae83bd60fe_a_ontology.obo_functional.owl,856,67,21144,109,31676,106,30856
22484eda-8103-4d4b-9980-9e139cfd0f3a_MOmodular1.owl_functional.owl,5539,714,181112,26889,309476,26615,297172
224f7e06-aae1-46c8-b560-fe0eb8ce58e1_phenSystem.owl_functional.owl,2011,186,44076,248,70208,240,68860
2252824f-1541-4b6a-84ca-18e9b781c975_rStandards.owl_functional.owl,2149,202,45600,268,74544,255,71824
22536e03-6935-4cd0-bdd7-57aca41636e0_CHEBI.owl_functional.owl,21550,2392,315288,4615,553160,4036,546260
227b0141-9524-4328-b956-b289a42467a3_usequivmod.owl_functional.owl,5445,454,62992,881,139120,829,134480
229e085a-35af-4e7c-b9ed-e02a45af5099_COSMOr585.owl_functional.owl,3495,328,85868,1836,165060,1808,158440
22a218cc-14b4-4e6e-a343-aaff65b495d4_chebi.owl_functional.owl,23139,1946,212940,3607,521200,3532,504448
22cbecd4-3367-4d63-b457-69e4ed584abc_phenSystem.owl_functional.owl,2013,226,44196,271,70820,261,69372
22d48585-2494-4d0c-bed7-2b5ef5e25a82_eThesaurus.owl_functional.owl,23906,1383,167992,2425,344556,2300,331240
231d1469-68dc-455a-8236-8e24eea1d5d0_IDOMAL_1.0.obo_functional.owl,833,65,20900,111,31520,134,30508
23272be0-db72-4582-8cdb-8ade600ffa2c_e_anatomy.owl2_functional.owl,997,111,22524,144,34000,140,32884
235b03f4-be99-4075-af99-3e7c23f5ddb1_ngroupings.owl_functional.owl,1293,96,24020,369,53016,299,51884
238c3531-2cf2-40fa-bd4f-8e891dad3e8f_Biological.owl_functional.owl,2031,236,44596,301,71948,270,69104
239a5d01-8f2b-436b-af24-199eb493e698__gallusMOD.obo_functional.owl,17875,1414,171396,2454,337096,2399,322072
239c43c2-9d6c-4b55-bf45-e969162768e9_classified.owl_functional.owl,31856,6310,527188,995530,73441820,1324155,71366172
2401b923-6f17-47a2-8602-5011c4bb27ad_yces_pombe.obo_functional.owl,8631,1003,128668,1234,180548,1088,174088
2406cc26-193c-4bdd-ae51-fb4fe94817d0_galen.owl_functional.owl,1652,116,26452,289,68604,293,67540
2444a2fd-a8f4-420c-accc-0a60a15c77e4_mp.obo_functional.owl,2789,243,36904,376,72760,382,69228
249e527a-6a7a-43ff-8509-f978b62fe78a_classified.owl_functional.owl,736,65,20452,94,28224,99,27552
24f71616-1c6b-4f33-933f-2f63eddd74f1_core.obo_functional.owl,5520,741,94444,2889,369520,3003,365684
25707b4d-aa33-4fcd-9a08-2e2d3ed8d074_tension_02.owl_functional.owl,1521,140,31784,294,49864,245,47744
257db575-e089-4834-911e-216feeab51cc_OCC1.owl_functional.owl,7528,1317,237660,1378,245040,1334,237680
258bcc3c-ed5e-46aa-8174-36100df973ca_hpsimple.obo_functional.owl,3088,286,39404,507,80612,457,76828
25dfa937-48f1-413d-95bd-eaf9e8d798e5_emperature.owl_functional.owl,2129,233,45748,298,63068,279,60412
261f18de-581b-4334-9bd1-fa87028404cc__component.owl_functional.owl,1498,158,31884,253,50360,258,49436
2633991b-5035-4200-b859-9d200118d290_NLexOBOUBO.owl_functional.owl,908,127,29668,176,41676,142,40452
26790474-2bd5-45a8-85e5-0377bd4a6dfa_alisentrez.owl_functional.owl,5672,421,65388,807,143232,783,137968
2684a099-e94b-4deb-bad9-f60547ccdd68_masimple.obo_functional.owl,1158,87,23388,138,35744,141,34692
26997104-2a25-4e55-b94c-2851c26f5daf_ossAnatomy.owl_functional.owl,684,74,22584,97,30004,97,29332
26d641a4-8790-4bec-842a-fcc32ea98d4f_sgenechrom.owl_functional.owl,6066,369,58396,629,117716,596,112204
26eb572d-19c4-492c-b40b-46f3ad231d64_e.obo.PREVIOUS_functional.owl,4208,526,72020,690,122464,696,119328
26f334e4-bf88-437c-9e13-f7bffca53222_realmOcean.owl_functional.owl,2096,222,44424,283,62020,292,59244
26fa7c73-aeb4-42b9-b2dd-54fdd4450819_fbbt.obo_functional.owl,5012,560,81104,684,124836,674,122344
272bbe94-ce2d-4441-a87a-c1c3f30e2c70_ontinental.owl_functional.owl,1964,206,42996,269,70304,275,66116
273e2354-96f7-407e-a201-c97bdcce217f_mergedtbox.owl_functional.owl,56892,10496,925924,16771,2860568,15548,2823636
