file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
f21e9602-33e8-4a5c-994a-281586702c06_goryFoafPerson_functional.owl,43,24,15208,26,15620,25,15436
f21ef14b-ada9-4202-9af5-102004ecc3f1_mbPurchase.owl_functional.owl,86,28,16340,28,16520,29,16348
f2283d50-56f4-4660-8e5f-a016753cca10_Production.owl_functional.owl,114,32,16168,51,22032,50,21404
f231fdd3-b7a3-4256-b939-3e53cb77d359_didl.owl_functional.owl,69,24,15396,30,17004,27,16940
f2385330-02bf-41db-8aa6-73b0fcffcba5_Fretsaw.ttl_functional.owl,95,30,16036,31,17084,33,16948
f248f15a-b996-4ac7-ad65-c4c07a3aab3f_tissueinfo.owl_functional.owl,111,26,15324,34,17084,34,16896
f2627923-e5e1-4d5b-9087-6d4fc8dde7c0_posimple.obo_functional.owl,601,76,22544,93,26780,88,26188
f2634272-29a9-4cb0-aecb-d6d69c132aa6_onto.rdf_functional.owl,128,44,21644,45,21828,45,21840
f2669fef-2edd-40b8-8a8d-207448a70329_sfb632.owl_functional.owl,99,35,16824,36,17424,32,17148
f26dafc8-8b11-4364-adb6-ad36b1f39cb0_r_anatomy.owl2_functional.owl,603,62,20080,113,32084,123,31324
f27d24e0-48e4-4706-b58b-f6b9379d303e_pizzas2_2.owl_functional.owl,55,20,15252,26,15568,25,15468
f286f720-f57b-4cda-9f17-494b5ad64ea5_dreasoned.rdfs_functional.owl,204,28,16128,44,18356,42,18080
f29efd6a-4707-4e37-af2c-637938b75518_worksWith.rdf_functional.owl,25,17,14768,21,15300,21,15368
f2aabc0c-17fc-4f9b-ac0f-db6cdc846a1b_Valley.owl_functional.owl,30,18,14732,21,15264,24,15144
f2c0e1a2-ce56-4674-9931-2619c6b0c014_gleIBridge.owl_functional.owl,89,25,15200,33,16600,30,16456
f2ceaeed-1718-4e88-a964-45c01ac582e4_gist.owl_functional.owl,48,30,18380,84,23420,69,21820
f2e1b63b-2cff-4f5a-85a1-c58a49eac670_ra_se_SWRL.owl_functional.owl,30,24,15632,25,15980,22,15884
f2eaf3e5-47ed-4431-9f77-3766d7e0d128_y_analyser.rdf_functional.owl,95,31,16176,33,17048,32,16880
f2faf58c-9bb8-41e0-acc1-f7a6833be1cf_meGeologic.owl_functional.owl,545,99,28808,116,31568,106,30388
f30336ee-58cd-4dd1-9c82-fc538108d954_ceCategory.owl_functional.owl,292,56,20156,67,22436,65,21724
f30b49b6-b2ac-4174-82a5-04cf886d1017_CoAXAction.owl_functional.owl,118,34,16644,40,18436,36,18480
f345c79b-a278-41a6-b109-44ba64739788_PaulFisher.rdf_functional.owl,89,19,15000,24,15800,25,15700
f3488d00-fae9-46f0-a4e4-2439cb892c37_RXNO_OWL.owl_functional.owl,109,27,15580,33,17404,36,17256
f34f57f4-b3d0-459c-8012-31df155d057a_gy_engineering_functional.owl,52,27,15784,29,16028,25,15868
f3631bd7-265b-4bec-b954-0098e03e5a8b_Song.owl_functional.owl,64,24,14900,30,15908,25,15704
f36c7203-fbc7-42de-aa7b-ce2463c9dc52_family.swrl.owl_functional.owl,51,26,15936,31,17728,29,17796
f36d4ec6-a13c-4127-bd31-69a43b5c7665_Gear_shaper.ttl_functional.owl,95,32,16164,32,17192,33,16876
f3700bb0-81c8-47c0-9c3f-6118ca6a5d81_Hardware.owl_functional.owl,98,23,15048,33,18572,32,18332
f382fda8-9a6c-4d5d-b41e-1c581fbe6f35_egoryTemplates_functional.owl,27,22,15640,22,15836,23,15612
f39c0e90-1a0d-46b7-8c33-cd7a548d806a_Service.owl_functional.owl,42,17,14912,23,15488,21,15360
f3a132cc-d44e-4e69-9cc9-6e452ec03184_onto.rdf_functional.owl,131,46,21476,49,21796,51,21724
f3c793f9-3ff4-4815-af27-76b8903a6825_biblioteche.owl_functional.owl,62,27,15432,28,15700,24,15648
f3d5a7e7-95fa-419e-abf8-ac622f8be720_dgets_v0.2.owl_functional.owl,395,45,17640,64,20536,62,19956
f3de72ff-d63c-4426-bb4c-513f56898824_patomerged.obo_functional.owl,484,90,21500,90,25324,86,24744
f3ded3b4-bd3f-4970-9943-3f1bb6a39adf_onto.rdf_functional.owl,127,48,21408,48,21736,47,21688
f3defe0f-ce09-42c2-9292-3120cf679497_225onto.rdf_functional.owl,171,47,16040,31,16416,34,16252
f3e25924-c0bd-40e5-814f-c8f68aade126_sp_dbpedia.owl_functional.owl,37,29,16496,30,16988,27,16720
f3f99738-aa89-4a6b-b560-3fd2ff0de3f6_us1gov_functional.owl,162,47,20492,53,21956,55,21760
f4129b0c-a25a-4522-a429-8e4fa2314a45_ativeocean.owl_functional.owl,80,28,15864,32,17048,32,17016
f41d627c-b79e-4b64-a248-cb2001a83f39_listssnip4.ttl_functional.owl,175,58,22432,131,30468,115,29860
f41d9c83-2ddf-4cfb-995e-bbd7b1cab2d4_onOntology.owl_functional.owl,152,34,17108,51,20552,49,20604
f421198a-9aa0-46a6-a550-bf0aea21e5f3_fred.ttl_functional.owl,103,42,16788,33,17096,31,17016
f421229b-ef35-49f0-806b-83335f7d3a97_roel.owl_functional.owl,68,26,15664,29,15992,26,15828
f4342413-f689-4370-a8c3-b311414c326b_DOIDBridge.owl_functional.owl,87,24,15092,35,16560,29,16468
f44c972a-392a-40ce-9c07-0b149ecda607_GUM3.owl_functional.owl,166,35,16336,45,19688,40,19552
f45812d8-8ea9-472a-8b02-aabd7948e6f4_GenreCS.owl_functional.owl,253,34,16188,47,19920,43,19260
f48c03dc-0ce0-44e3-a137-efb086711675_properties.owl_functional.owl,94,31,16692,34,18840,39,18400
f49d2940-774d-46a9-9b30-a2d65f6e6d97_wsdl20.rdf_functional.owl,32,27,15504,26,16500,26,16576
f4a84927-b8c6-4198-94f0-20b0ac862b7e_patosimple.obo_functional.owl,514,71,21036,81,24548,85,24072
f4bef43e-90a2-47f0-9be6-e7a077e8b953_vocabulary.owl_functional.owl,82,27,16056,33,18428,33,18468
f4c54e2e-a1e0-4317-9b84-7d4e8baeb6ae_nt_xp_self.obo_functional.owl,199,34,16136,53,20444,51,20012
f4cd12a3-7a3b-4657-8da8-c7d6b2e60149_rial_thing.owl_functional.owl,144,26,15460,39,16744,32,16624
f4d9caf0-ebe5-4f6d-9294-f5bb3c356f9a_ethernet.owl_functional.owl,116,43,19396,51,21624,59,21304
f4fa2fcf-1ccf-4937-af4a-5692a87811b7_profile.owl_functional.owl,33,27,15292,25,16448,22,16392
f50232a4-9b85-4167-8745-b80c26d30ceb_dimension_functional.owl,95,35,17012,37,18528,39,18272
f5084e5d-2777-42ff-9b6a-ee9d2a40402a_core.rdf_functional.owl,61,29,15828,30,17044,31,17128
f53e6262-85d4-4aac-ba1e-b3dcdccf56f3_Election.owl_functional.owl,88,22,15160,32,16212,29,16088
f544de7d-4b3e-47cd-b543-69e573e4d925_tions_v0.2.owl_functional.owl,42,19,14840,26,15536,24,15392
f547c4c5-1c09-45e2-adb1-e545222262a3_ndardmodel.owl_functional.owl,122,35,16248,221,25236,223,25112
f5570780-8a52-4532-8635-99aed7a8c554_demo_01_07.owl_functional.owl,39,23,15424,24,15784,25,15508
f55f4ffe-28a5-407b-a7f8-515c176f2106_Taxonomy.owl_functional.owl,45,25,17812,29,18208,27,18140
f57610f0-888a-43cf-a51a-aee400207d09_iaomain.owl_functional.owl,91,39,17900,51,22392,47,22280
f5974f7e-eea7-4653-965f-fb5ac137df85_Intel_80486.rdf_functional.owl,95,29,16016,30,17188,31,16972
