file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
617ed6c6-5075-429e-aa0d-8f510bb901d7_Pentium_III.ttl_functional.owl,95,28,16044,29,17160,27,17072
6188dc1b-5fda-4e60-a061-ef397532bcd7_logy.0.1.1.owl_functional.owl,77,24,16224,21,16548,24,16260
6188ffbf-88c4-4d93-9a5a-7c996b01dc92_ional_film.rdf_functional.owl,95,26,16184,28,17056,27,16888
619677f1-3bd0-4721-903d-17bb674e54d8_PaulFisher.rdf_functional.owl,88,20,15032,23,15972,23,15784
61a30661-23e2-415f-b470-cb2fa033359d_eSituation.owl_functional.owl,102,27,16484,29,16980,27,16672
61a37c33-6a1d-4125-ac6b-83967d51115e_hCseparate.owl_functional.owl,86,79,61856,211,66660,85,63400
61ad5ed6-fab2-4e5b-a161-6032e704f773_er_network.ttl_functional.owl,95,27,16112,28,17112,29,17044
61b78353-a18a-4013-9605-e4dddf01b04a_tric_motor.ttl_functional.owl,95,27,16104,29,17308,28,16952
61c63a71-31bc-4eb8-92b1-e777e5b7f461_ish_coffee.ttl_functional.owl,95,27,16324,28,17088,29,17000
61d101eb-6c37-4694-968f-c1455ac78a0d_onto.rdf_functional.owl,89,27,16152,29,17844,29,18020
61dce8c0-8134-4870-8452-b70144f79f1f_Fishing_net.rdf_functional.owl,95,27,16116,29,17020,28,16992
61dd50e3-25ec-47c8-b154-1a85cce0e451_ilk_powder.ttl_functional.owl,95,27,16240,28,17188,29,17068
61deb8a9-52fd-413a-928e-2c9ee425883a_ket_wrench.ttl_functional.owl,95,28,16044,29,17056,27,17052
61e9a5b0-b500-4a0d-8fb4-854831823f05_onto.rdf_functional.owl,131,42,21780,55,21856,45,21672
61fdfa0e-19fb-4532-95d7-5cf3f31bc7a8_commodule.owl_functional.owl,463,75,23204,263,43048,268,41856
620512e2-4737-4716-8dd7-2c86d76a71e3_Monarch.owl_functional.owl,63,24,15028,25,15932,27,15880
6223947e-54bc-4384-bd37-7cae5693f0bd_wineshort.owl_functional.owl,88,29,16400,94,26716,99,25064
6229f4b0-ec5f-4f65-b61e-0d6428a1fbc4_Campsite.ttl_functional.owl,95,33,16320,35,17352,38,17152
6241f7dc-d77b-4589-a411-6a6a2e1faf34_onto.rdf_functional.owl,35,21,15396,22,15748,21,15632
624d8884-8f5a-473e-8736-1fea35bc5b77_Hair_rig.rdf_functional.owl,95,28,16244,33,17360,30,17000
6255a645-b305-41c3-8149-15de9bb4b70f_Microphone.ttl_functional.owl,95,30,16336,30,17108,29,16924
6265f27d-1afa-4680-b747-4f71adefab73_Schupfnudel.ttl_functional.owl,95,28,16116,31,17184,32,17124
62782ae6-1b9b-4b81-b9a8-ebc5d9ce109e_lexicon.owl_functional.owl,627,106,29948,105,31072,100,30464
6279f04d-8dec-4182-b605-da4d9b0ee3dd_Tea.rdf_functional.owl,95,29,16320,30,17032,30,16992
627a31a7-4298-4981-8477-15d3abb8a425_ColbyJack.ttl_functional.owl,95,30,16100,31,17120,38,17044
6289ba71-4f7b-43ca-8aa1-8dc9342e9688_ology_v2.2.rdf_functional.owl,196,33,16116,43,18500,38,17764
6293270f-6355-43e7-a95d-c1f59b5b9b04_TravelCNO.owl_functional.owl,516,96,26488,100,31784,102,30960
62a26c3a-225e-49ad-934d-1a9beb9f380d_sist092606.owl_functional.owl,104,22,15280,30,16260,25,16216
62b298ee-043e-4868-81c3-e5cea01ce7fe_Eukaryote.owl_functional.owl,146,27,15672,35,16884,33,16700
62c4d22a-0335-44d9-8ac9-83e9e3dd001a_tadssimple.obo_functional.owl,282,36,16600,52,19752,52,19268
62c8c490-ccb2-486d-aa8d-4950990d0b84_rammer_Max.rdf_functional.owl,95,27,16124,32,17104,30,17020
62cdf09c-bc97-4c57-9fae-a318b2aa1468_ESG1.1.owl_functional.owl,91,33,18640,37,20536,39,20388
62d7c38c-bf27-461a-bfbe-f549dc8238b7_Eintopf.ttl_functional.owl,95,29,16076,29,17172,30,16968
62dced30-ab24-4745-869b-f0c4aef44c25_scriptions.owl_functional.owl,378,44,18068,85,24672,81,24796
630748b0-bfe8-4c1d-b0be-d464209a3c76_eKrankheiten_Z_functional.owl,30,16,14956,19,15408,21,15368
630fa2a3-0b5d-4c50-830f-b580c9e1f81c_Hand_fan.rdf_functional.owl,95,29,16112,30,17108,29,17068
632218de-a57a-49e6-885d-d04190ff3d97_vsaosimple.owl_functional.owl,60,20,15132,27,16344,28,16396
632f787d-efc4-4bc3-bbf7-8da67ffb5243_Bndictine.rdf_functional.owl,95,28,16088,31,17020,31,17132
6338a2ad-d196-4c6f-97e7-211a3194c8b2_Acetone.rdf_functional.owl,95,34,16328,32,17292,31,17076
6347be6f-3e3f-4e67-9164-5bcbc935d5ed_mplegraph1.owl_functional.owl,118,28,16536,34,17224,33,16904
6349911a-d7c4-4d7d-bc18-b27e70b4518f_metadata9.owl_functional.owl,52,22,14920,25,16108,25,16088
634a1d7f-a9f2-499a-a198-c43806b80fc6_Oscypek.ttl_functional.owl,95,30,16040,38,17288,31,17048
6350494b-28fa-48a5-8168-d8c7a55f5705_onto.rdf_functional.owl,70,26,15820,28,16092,27,16240
6356d46d-a7de-4f64-934f-ced27ee6db0f_CategoryProject_functional.owl,31,22,15816,23,16012,23,15748
6356f200-49a0-411f-9eb0-c97c2af46963__sprinkler.ttl_functional.owl,95,29,16164,30,17188,30,16888
6364ec5d-e4df-43a2-8dab-ea6f4a00f975_Harzer.ttl_functional.owl,95,31,16276,31,17184,29,17072
636b2d5e-c136-4af2-84d6-f0ccabe86bd2_EbGdrcN5Y29ycA_functional.owl,48,18,14788,21,15872,21,15920
63771817-6cce-4fd4-8e7b-60dfe1fb3304_iw.n3_functional.owl,57,23,15588,24,16252,26,16136
