file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
psimod.protein-modification-ontology.4.owl.xml_functional.owl,678,80,20380,124,29332,110,28456
pto.plant-trait-ontology.354.owl.xml_functional.owl,367,47,17456,67,22632,67,22008
pw.pathway-ontology.40.owl.xml_functional.owl,457,51,18200,78,24256,79,23608
qibo.quantitative-imaging-biomarker-ontology.2.owl.xml_functional.owl,633,120,21868,124,25188,80,24748
qudt.quantities-units-dimensions-and-types-ontology.4.owl.xml_functional.owl,91,32,16808,39,18656,37,18452
rex.physico-chemical-process.6.owl.xml_functional.owl,176,39,15860,43,18508,53,18224
rnao.rna-ontology.2.owl.xml_functional.owl,150,45,17372,139,32596,141,32124
rxno.name-reaction-ontology.22.owl.xml_functional.owl,293,62,18992,71,23664,73,23552
sao.subcellular-anatomy-ontology.1.owl.xml_functional.owl,483,80,22020,112,30724,115,30672
sedi.semantic-dicom-ontology.3.owl.xml_functional.owl,39,26,15280,27,15596,24,15380
sep.sample-processing-and-separation-techniques-ontology.2.owl.xml_functional.owl,50,22,14836,26,15900,27,15776
shr.student-health-record-ontology.2.owl.xml_functional.owl,117,32,15312,34,16968,37,16776
sio.semanticscience-integrated-ontology.49.owl.xml_functional.owl,598,92,23508,475,72200,443,71892
sitbac.situation-based-access-control-ontology.3.owl.xml_functional.owl,432,85,33596,176,40684,188,40536
so.sequence-types-and-features-ontology.202.owl.xml_functional.owl,607,97,24464,130,29324,136,28280
soy.soy-ontology.2.owl.xml_functional.owl,494,63,18352,83,24960,93,24220
spd.spider-ontology.21.owl.xml_functional.owl,228,42,16272,51,19044,46,18824
spo.skin-physiology-ontology.1.owl.xml_functional.owl,271,56,17956,90,27428,80,26860
spto.solanaceae-phenotype-ontology.3.owl.xml_functional.owl,109,25,15368,34,17192,32,16844
sso.syndromic-surveillance-ontology.1.owl.xml_functional.owl,412,95,29312,91,30016,108,29780
stato.statistics-ontology.10.owl.xml_functional.owl,400,97,22112,293,47332,289,47404
suicideo.suicideonto.1.owl.xml_functional.owl,137,39,16904,40,18848,40,18616
suicido.suicideo.1.owl.xml_functional.owl,115,37,16808,33,18348,39,18324
tads.tick-gross-anatomy-ontology.9.owl.xml_functional.owl,274,40,16572,54,19488,54,19188
tmo.translational-medicine-ontology.12.owl.xml_functional.owl,131,38,17876,50,22192,50,22184
tok.terminological-and-ontological-knowledge-resources-ontology.3.owl.xml_functional.owl,125,38,17452,174,98288,195,98008
top-menelas.menelas-project-top-level-ontology.4.owl.xml_functional.owl,281,55,18088,54,19492,49,18916
trak.taxonomy-for-rehabilitation-of-knee-conditions.3.owl.xml_functional.owl,462,81,18116,87,24348,77,23800
tron.tribolium-ontology.2.owl.xml_functional.owl,444,57,17996,71,23284,74,22696
uo.units-of-measurement-ontology.43.owl.xml_functional.owl,102,26,15284,35,17012,35,16892
vario.variation-ontology.6.owl.xml_functional.owl,106,25,15504,33,17016,35,16964
vhog.vertebrate-homologous-organ-group-ontology.11.owl.xml_functional.owl,519,57,18552,105,23728,77,23056
vivo.vivo-ontology-for-researcher-discovery.2.owl.xml_functional.owl,271,67,18100,53,19572,61,19376
vsao.vertebrate-skeletal-anatomy-ontology.20.owl.xml_functional.owl,108,29,15312,38,17424,34,17184
vso.vital-sign-ontology.1.owl.xml_functional.owl,249,56,18788,125,28916,118,28400
wb-ls.c-elegans-development-vocabulary.20.owl.xml_functional.owl,53,22,14856,25,15788,26,15632
wb-phenotype.c-elegans-phenotype-vocabulary.195.owl.xml_functional.owl,708,58,20004,112,28224,94,27652
xco.experimental-conditions-ontology.48.owl.xml_functional.owl,138,28,15588,40,17616,39,17420
xeo.xeml-environment-ontology.4.owl.xml_functional.owl,57,21,14892,26,16036,28,16000
zea.maize-gross-anatomy-ontology.2.owl.xml_functional.owl,68,21,15004,33,16036,28,15972
