file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
926b0025-2faa-49e1-ae8b-36c57f400748_example2.0.owl_functional.owl,88,30,17136,31,18280,30,18156
9275dce4-2cbc-4a93-b592-c9178db83061_wn20.owl_functional.owl,34,18,15204,19,15620,18,15568
92817fd0-4f78-4d75-84a7-74c17a6865c9_taxonomy.owl_functional.owl,558,59,18744,69,25572,84,24892
92909328-10ac-443a-a51d-2cf5a7e7c7e8_partimenti.owl_functional.owl,114,27,16108,29,16832,26,16736
929488ac-ad2e-454b-a058-e339496a4ff4_ro.owl_functional.owl,75,24,16196,26,17224,27,16972
9294c118-4e6d-4a1b-a575-14b5e571694e_tion_clock.ttl_functional.owl,95,27,16100,28,17204,26,17132
92a9f2e8-3e78-4470-ba97-727b01ed6b3a_Station.owl_functional.owl,93,23,15284,25,16516,24,16244
92b4097a-bcb4-4984-9b36-81e317e9b89d_po.obo_functional.owl,619,79,23624,105,28280,87,27576
92b66d79-006d-40d2-9d0b-6276bc5e3175_Soundtrack.owl_functional.owl,33,17,15308,20,15464,19,15376
92bb1052-6fbb-4240-bc7a-ed2200b0bba6__intermedi.owl_functional.owl,112,17,15016,23,15756,21,15636
92c75773-5902-4340-acd6-4ceb69fcf464_.BIBiri.owl_functional.owl,167,31,16948,35,17284,34,17076
92cd611e-1a32-4374-9a97-3170f09b3028_spl_functional.owl,131,29,16180,41,18828,39,18436
92d24bb4-2005-403f-bcfb-50c81f36fc27_Sinclair_QL.rdf_functional.owl,95,26,16056,30,17188,28,17008
92ec21ac-3051-4ac8-8837-9748de1e1f0e_onto.rdf_functional.owl,36,20,15504,21,15768,20,15760
92fa5f7a-2ddc-4386-b5fc-093caf79a2e7_Biblio.owl_functional.owl,55,18,15060,21,15568,21,15416
92fa8dc5-f1e1-41a8-824c-1f3660dfc5f5_oReduction.owl_functional.owl,301,51,20476,60,22812,64,22324
92fb5d2f-754b-4d0b-925e-6c49d01d6242_ant_coffee.rdf_functional.owl,95,28,16096,28,17288,27,16928
93035443-ad7d-45c7-b7c3-9f3bb009385a_hdq.owl_functional.owl,265,44,21204,49,21904,52,21432
930c2af7-9bcb-4593-ae89-4895164679f0_enance0916.owl_functional.owl,42,22,15384,22,15592,21,15536
931baaf9-2387-4586-8510-c5ade0ffbcae_Sport.owl_functional.owl,81,20,15404,26,16336,25,15984
93217afb-fc93-4a07-90e1-1a86745fed12_Cleanroom.ttl_functional.owl,95,29,16048,31,17100,31,16956
9323a963-e957-40e7-938d-211ca0fd1cbd_logsna2codo.owl_functional.owl,201,37,17380,41,18816,40,18704
9324dd2c-1a72-45b0-b3c8-b203efb5a936_Bundz.ttl_functional.owl,95,30,16284,30,17032,30,17152
93451e1a-ef02-4225-894b-db127f5c979e_dge_management_functional.owl,27,23,15524,22,15692,22,15592
934d7687-972d-4f66-a250-7a3c35b969d0_SAO_v1.0.owl_functional.owl,455,91,28600,143,32836,130,32056
93521946-57bb-4b08-a4bd-169f89f6c017_etballTeam.owl_functional.owl,65,19,14968,24,15832,24,15928
935b0af2-72f6-45f7-8ad7-88f1da6f26e7_bibo.n3_functional.owl,57,24,15824,24,15924,25,15904
9373b4d9-86c4-4afa-812b-83ea091c2db5_onto.rdf_functional.owl,83,26,17236,30,18008,27,17460
9397681e-d7ba-4a3f-8758-d9da06328dc5_quality.obo_functional.owl,412,53,20016,70,22780,63,22272
93ae159d-4b0f-4807-82ae-47f18b9a9148_food.owl_functional.owl,185,25,15508,33,17068,32,16964
93b71cab-d82a-4db2-a5e1-d29ab2aaa515_spatial.owl_functional.owl,88,23,15416,35,17368,35,17224
