file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
0ee21d9f-074e-41fe-9802-93934a10da46_visitor.owl_functional.owl,153,37,17016,46,19084,41,18820
0ee26867-ddda-4388-ae25-4afb41355095_Profile.owl_functional.owl,78,29,17336,32,18180,33,18072
0eeb885b-e5ba-4ca5-a978-387136e8582e_sCharacter.owl_functional.owl,112,26,15316,32,16768,29,16364
0eefc452-cedb-4f53-917b-aaa953367334_r_airplane.rdf_functional.owl,95,29,16152,29,17292,30,16980
0eeff220-b6f6-4675-86ae-a648b1ffd9fa_Categories.owl_functional.owl,240,33,16032,38,17800,39,17208
0efe53e6-5aeb-48f2-9bdb-f327961bb3ee_estigation.owl_functional.owl,377,56,25740,159,35392,65,27908
0f1b5947-7487-4cc3-b616-02dbef3e78a1_t_ontology.obo_functional.owl,129,29,15616,35,17540,34,17348
0f1d6b38-3d37-4989-bd56-913674f8cf6c_Royce_WR21.rdf_functional.owl,95,29,16080,30,17036,30,17004
0f1dd268-7c91-46fc-ad91-1a9d94547ff4_alontology.owl_functional.owl,406,47,18552,59,20744,53,20336
0f1ea8ca-729a-4699-84a0-60765e987c41_Vark.ttl_functional.owl,95,30,16064,32,17128,31,16956
0f20f07b-0292-4761-a75f-b0b400bc1648_Zilog_Z8000.ttl_functional.owl,95,30,16044,31,17188,32,16996
0f250156-cfcb-4e04-9b05-e4c660308cf5_Xeon.rdf_functional.owl,95,31,16180,31,17048,30,16900
0f2aefc4-a7c1-4649-8dd1-2de71dd232f5_onto.rdf_functional.owl,58,22,15528,25,16284,24,15960
0f2d27c1-77cd-4986-9490-de0102d071b6_mond_blade.rdf_functional.owl,95,29,16080,30,17144,30,17080
0f2dbdff-51b0-4b60-a5ec-f253e447d441_NEC_V25.rdf_functional.owl,95,30,16128,31,17204,30,17012
0f2e977b-c682-4c4e-8666-f722e9c8610b_l.12.12.31.rdf_functional.owl,561,66,21212,66,21648,65,21336
0f3593a9-9add-449b-a08a-957ff8249c9b_gilaco.owl_functional.owl,110,29,16072,33,16808,30,16624
0f3a9eb4-eee9-4c87-b458-9b680680b2e9_common.owl_functional.owl,64,33,18432,34,18992,32,18660
0f3bbba6-2a18-4578-be03-6be7f6624093_stic_robot.ttl_functional.owl,95,29,16244,33,17128,31,17204
0f3bfda8-543a-4f00-b97b-59e942f12b9c_Birthday_Party_functional.owl,29,21,15484,21,15900,21,15548
0f3e18c0-8c94-4b6b-8acd-dbfe1e294a2e_university1.owl_functional.owl,27,23,17296,27,19008,22,17448
0f3f8613-079e-4f77-8c6b-11a095ff63c0_onto.rdf_functional.owl,185,31,16196,33,16948,35,16660
0f418d01-5287-4986-98e3-ceb3334ea1d3_o_supporto.owl_functional.owl,209,25,15388,34,16352,30,16140
0f4e0e90-6914-428d-a375-d27028709364_Tractor.ttl_functional.owl,95,29,16240,32,17264,30,16960
0f50cfb0-4be7-4239-8816-b5e06f63beb7_erativeOCL.owl_functional.owl,243,39,17476,44,19348,48,18856
0f631613-d34a-4152-ac7d-60b60ef87a7c_DUL_v22.owl_functional.owl,133,31,16248,52,21704,51,21776
0f6d6b44-975b-4aad-b441-73164ba93859_Amigo.owl_functional.owl,133,24,15552,31,16772,30,16512
0f6d7a09-5bf1-4b93-9201-1ee965ad9a57_MPATH.owl_functional.owl,367,49,18912,72,24500,82,24196
