file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_42e22f9d-9f61-4b7f-9b27-0629f2fc86b2_Vinaigrette.ttl_functional.owl,44,19,14888,21,15872,21,15588
approximated_42e2b7aa-c73c-49c3-9fdf-4976b2461b5e_AA_battery.ttl_functional.owl,44,17,14824,21,15760,21,15624
approximated_42e5d4dd-9164-4e47-90f7-4cbedd984434_Cummerbund.rdf_functional.owl,44,17,14780,21,15720,20,15764
approximated_42fd199e-4475-467d-837f-b3aa8ce1dacf_Map.ttl_functional.owl,44,16,14816,21,15744,20,15688
approximated_43011215-7452-4ed5-bcfb-e529161b7bab__equipment.rdf_functional.owl,44,17,14876,21,15712,20,15596
approximated_432fe4cc-98c6-4d75-ae4c-465957dc4c0f_Toy_train.rdf_functional.owl,44,17,14944,20,15712,21,15644
approximated_435135ca-3f44-4601-89ad-af0afe5612d0_pco.owl_functional.owl,513,68,22008,92,28176,81,27380
approximated_4354c345-c92a-4ca9-b0ab-1d1c6153178d_PATO.owl_functional.owl,650,78,24120,92,28536,87,27888
approximated_437a1b00-2d4e-4b8d-b2ca-5f74a1036506_ass_cutter.rdf_functional.owl,44,20,14976,25,15736,23,15696
approximated_43867c8b-c652-47a7-9a3f-905f65dea577_onto.rdf_functional.owl,57,18,14860,24,15780,23,15656
approximated_4387ac1a-1873-4af1-924b-61b5189fe622_on.owl.CURRENT_functional.owl,241,36,16400,46,19024,60,18972
approximated_438ed628-a630-49f6-9f84-caf2e337c71f_Clothing.ttl_functional.owl,44,19,14876,23,15712,22,15612
approximated_43947cff-7565-4156-b399-0279de3cb299_onto.rdf_functional.owl,126,23,15312,27,16216,26,15972
approximated_43a708b4-7145-49d9-8dab-dee4ab0373e1_af20070424.owl_functional.owl,35,18,14684,24,15568,22,15652
approximated_43b2a666-a003-4542-84b0-83308590a8fe_e_actuator.ttl_functional.owl,44,19,14780,23,15760,23,15752
approximated_43c8ec17-a050-404e-aedb-f6aac5fdb8fb_Rhubarb.ttl_functional.owl,44,21,14964,22,15768,22,15592
approximated_43d8439b-7919-41cf-b08f-ae91f9c6de05_ictablecomplex_functional.owl,77,20,15100,25,16332,26,16260
approximated_43dce416-4000-410f-88e5-48076a5aa21e_Red_Windsor.rdf_functional.owl,44,18,14824,23,15804,21,15628
approximated_43e24ab8-fa95-4aad-8d3c-f10424621e6d_aic_system.ttl_functional.owl,44,18,14780,22,15720,22,15752
approximated_43e2c279-1a40-41cb-94ad-881e9009dabd_dtn.rdf_functional.owl,69,20,14904,23,16084,26,15912
approximated_43f7c945-1711-42b5-9363-aeb590e288c9_Logarithm.rdf_functional.owl,44,18,14828,23,15720,22,15772
approximated_43fd90d8-403e-4595-bc5f-90539fd434c5_bibo.n3_functional.owl,42,18,14892,28,15740,23,15856
approximated_4408fc1f-5ea2-4f6c-a47c-d22d11134928_fGene_OWLa.owl_functional.owl,33,17,14684,20,15480,20,15288
approximated_44099301-0119-49b3-954d-a16e02101154_aco.owl_functional.owl,41,17,14796,22,15880,21,15704
approximated_441389d0-a3c0-442f-899f-4457a19c73d8_Rinquinquin.rdf_functional.owl,44,17,14964,22,15744,21,15636
approximated_4413cc0a-279d-4176-836f-77116ac1d8f8_nceProfile.owl_functional.owl,64,18,15100,24,16284,24,16160
approximated_4415a96c-f4f0-441e-a29b-15d588c4fef1_ects_scale.rdf_functional.owl,44,17,14820,21,15716,21,15624
approximated_44235d79-7b49-43e2-b4fb-d79f1ec9a4c4_Halterneck.rdf_functional.owl,44,17,14872,22,15808,24,15656
approximated_44269c08-e18c-44ce-98d0-06d8b6d81383_Sickle.rdf_functional.owl,44,18,14820,22,15688,21,15584
approximated_44349f78-c3a8-4c00-be5d-c7978847bcdd_mplegraph1.owl_functional.owl,147,36,16856,34,17600,36,17216
approximated_443a0dc5-8133-438c-b00f-e7c564ae7dc1_estigation.owl_functional.owl,319,41,17740,45,19524,52,19312
approximated_443bc32d-09e6-47a3-bf77-c7ae66a58154_crime10.owl_functional.owl,98,31,16356,30,16756,31,16592
approximated_44437125-b1be-49c0-9ac5-5c399095efbd_Hotel2.owl_functional.owl,164,22,15668,34,17268,31,17020
approximated_44487e0b-5833-4d9c-8488-d3f9694b0167_ppi_cheese.ttl_functional.owl,44,18,14808,23,15720,24,15624
approximated_44554ad1-5e09-4f62-b55e-1a566d4310a3_Sardine.rdf_functional.owl,44,17,14848,23,15788,22,15580
approximated_445e2e48-85ed-44f6-a0b9-8b43b9d81c3e_Khoa.rdf_functional.owl,44,18,14800,21,15896,20,15612
approximated_44618447-fec3-4019-a114-7d8f756d0db3_Provenance.owl_functional.owl,211,28,15960,46,18848,44,18584
