file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
01fd4870-74dc-476f-8bbd-0594e14573b8_TMVersion1.owl_functional.owl,44,19,15364,19,15696,19,15488
02026428-5edc-4e90-aa69-6e841e891c69_d_nesting.owl2_functional.owl,92,20,15200,28,16776,26,16552
0205c986-1808-4ebe-a5db-1a05e6840778_onto.rdf_functional.owl,127,37,21380,36,21636,38,21784
02210f4d-8e32-412d-88aa-13494ff93163_n_anatomy.owl2_functional.owl,617,50,19648,82,26456,76,25848
0223fe0b-6717-4e60-bdde-d6c4b4bedba0_onto.rdf_functional.owl,45,19,15524,20,15932,20,15808
02284043-fd5d-4a42-ab11-f3995f08d802_provlinks_functional.owl,34,19,15336,20,15604,19,15440
022cbd0a-7c5f-49a5-b294-80c3e4859d7d_classified.owl_functional.owl,62,19,15008,25,16024,26,15940
0230be4c-a0af-4329-a970-fb8153a344bf_qudtspin.owl_functional.owl,365,939,1479316,4982,1526128,2352,1519088
02359e23-1f62-4cf6-83b4-2d75088fc4b6_lom.owl_functional.owl,18,19,15076,19,15284,19,15232
023d9d5c-228c-47bc-aaef-ac900ba4d0c2_MRelations.owl_functional.owl,401,30,16396,40,17916,41,17424
023dca16-a3d1-478f-b3cc-b16120b226e0_zyWine.1.0.owl_functional.owl,210,59,25796,224,36768,201,31976
0242873d-6fd1-4915-ba36-3ce80ed8d0cb_Lebkuchen.rdf_functional.owl,95,28,16056,30,17260,35,17044
025133cd-6e9b-4f43-a9f8-adc548531d0b_Cementite.rdf_functional.owl,95,29,16264,30,17140,27,17012
0253114e-7319-4466-a89b-4039fcf9b0c0_bila.owl_functional.owl,37,18,14836,22,15696,21,15772
0256a8ed-f32b-4201-8d02-16840509a7ec_PCS.owl_functional.owl,30,17,14712,20,15560,20,15376
0257b687-cee5-4e5d-a63e-014574992c3a_PaulFisher.rdf_functional.owl,87,20,15012,23,15904,25,15756
0262f38a-e44a-489d-b901-3049d3dc8902_pizzas2_7.owl_functional.owl,57,22,15380,24,16956,25,17148
0269c03e-4143-4b25-8639-1b14f9a88ebc_odore_SX64.ttl_functional.owl,95,28,16176,30,17340,29,17048
026f5d10-35d6-4928-97bf-7e74282f3e7c_velopment.owl2_functional.owl,86,23,15208,28,16440,28,16308
026f5fd3-4edc-41a7-9a5d-a3a1d722329a_neistituto.owl_functional.owl,144,34,16508,36,17200,35,17028
026f9960-4d9e-42b3-832e-efc2b3d06140_gia_Eventi.owl_functional.owl,154,23,15140,27,16268,26,15796
0275803e-43a8-4889-90db-a4d02a453541_epublic1.2.owl_functional.owl,240,46,17880,52,19024,47,18844
027ab871-4b28-4d1e-bcb0-2c3742d9b353_Kasseri.rdf_functional.owl,95,29,16096,30,17304,29,17212
027c3f06-12a3-4c44-b72a-d16ad84f3fb2_omrse.owl_functional.owl,61,27,16388,41,21016,41,20936
027cc527-79ca-4a19-96c0-8e7f8c78e07f_oboespatial.owl_functional.owl,76,24,15680,28,17936,29,18016
02814d33-7e3a-4995-8b6a-c55757694cb5_ethernet.owl_functional.owl,65,26,16076,29,18120,29,18220
0286d77d-8607-4186-993d-c4a52c5345e6_affic_cone.ttl_functional.owl,95,28,16044,30,17136,31,17036
02884bc2-c73f-48a0-804a-aed90c3989fb_OTN.owl_functional.owl,141,35,16908,46,20432,46,20640
028dbdf6-a47b-4b86-92e6-cd41618f68ff_n_solenoid.rdf_functional.owl,95,29,16088,30,17052,29,17168
028f4d47-8b9f-4408-9f32-f64909152c1c_onto.rdf_functional.owl,35,22,15340,21,15736,21,15628
