file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
44648262-a637-4adb-b5b2-92eb310e9f3c__heat_pump.rdf_functional.owl,95,29,16108,27,17312,28,17056
446842a9-826f-4f6c-8502-5b6c449984e5_ysDynamics.owl_functional.owl,429,65,22564,83,25832,72,25168
44695f64-d361-4970-af85-e1062b52c862_onto.rdf_functional.owl,32,20,15116,21,15388,22,15304
4495282d-59c9-4fb5-99b6-512c5f2aa87c_childOf.rdf_functional.owl,25,17,14772,20,15356,23,15264
449864fa-4d24-4758-a5df-0b87545dfe54_Time.daml_functional.owl,81,21,15536,23,16284,21,16140
4498b86c-14ba-4f84-bc34-0982551b4958_KategorieAtmung_functional.owl,29,16,14736,18,15392,18,15288
44a299f0-d801-468c-9a20-d2359c90cc09_Lake.owl_functional.owl,102,21,15392,26,16464,27,16552
44a8c71d-42a0-4d16-812d-7bd8ce257d26_Album.owl_functional.owl,30,17,14772,17,15444,19,15344
44abf405-28c2-40f6-bf5f-ed01b4405bd8_phenotype.owl2_functional.owl,79,20,15204,26,16556,24,16308
44b5dcbf-ec45-4d45-9624-d0e3ee77c6a1_onto.rdf_functional.owl,32,20,15340,21,15700,21,15804
44c070f6-9795-4cd1-94fd-74d061816277_properties.owl_functional.owl,78,29,16612,34,18508,33,18612
44c64646-8a55-4e8a-98ae-95326590c86c_nderThreat.owl_functional.owl,94,25,16240,34,16608,30,16448
44ddcb60-ad2f-4cb4-a2c1-9bde783e8bf7_Lemon_drop.rdf_functional.owl,95,32,16112,30,17080,32,17016
44ef69b3-d481-4355-b458-f4cca1cd5aec_onto.rdf_functional.owl,141,47,21836,47,22064,45,22088
44f045de-1a16-423d-89f9-2c95375cd38a_cdao.obo_functional.owl,58,23,15600,25,16136,24,15936
44fd945d-8f69-4f40-96af-85b7bc2b6354_univbenchdl.owl_functional.owl,59,25,15608,30,17156,26,16972
44feba83-1022-4b4e-881a-0a317a7d1ff8_Calo_tester.rdf_functional.owl,95,32,16048,31,17288,34,16912
44ff75c3-291a-4963-9e77-dbf37dcca9a6_CogPOver1.owl_functional.owl,177,52,19924,92,31576,95,30768
4501adbb-127a-409f-9e10-cb84ae5e2e29_Ice_scraper.rdf_functional.owl,95,29,16152,29,17148,28,17116
4503f947-2545-47ca-b436-a52b29efdbd0_ng_machine.ttl_functional.owl,95,28,16188,29,17288,29,17116
450dab4b-06e0-47e6-ad6b-95782c3d4850_les_cheese.rdf_functional.owl,95,28,16096,29,17296,29,17004
45181f01-13c5-4a87-9922-b5ade546ea05_DDR_SDRAM.ttl_functional.owl,95,31,16288,29,17260,28,17060
45185f01-dd24-4dff-ace6-f9245a8be3c5_44_battery.rdf_functional.owl,95,28,16192,30,17288,30,16880
4532adb8-ee7e-4cf8-8daf-c163fffe7fd1_Rotosplit.rdf_functional.owl,95,30,16280,29,17136,29,17116
453f75f7-2b94-4b9b-9ed1-3782a456204d_Jelly_bean.rdf_functional.owl,95,29,16332,30,17196,30,16988
45470f6d-f0f6-4d83-b8a7-c7da11e5091b_ving_watch.ttl_functional.owl,95,30,16068,31,17264,34,16884
4548f22e-56a9-4e79-8ea1-6b29f8211a25_onto.rdf_functional.owl,127,43,21312,58,21944,51,21788
454f77c9-131e-4129-8c5c-b8ec98232212_premises666.rdf_functional.owl,75,690,127544,24091,268572,38827,250088
45578bae-6f87-4ffc-a482-3030745d677d_WineRegion.owl_functional.owl,35,16,14748,21,15564,20,15312
455f85b7-53da-4214-a340-9eee86f85612_al_tartufo.ttl_functional.owl,95,28,16152,35,17136,31,16956
4561c0e8-3c05-46c0-961f-b02e8ff59994_AirProcess.owl_functional.owl,110,33,18776,44,22716,43,21488
456d5f8f-c76c-4b02-909e-a8bdad3fbb5f_ire.owl_functional.owl,51,21,15304,22,15648,21,15784
4584317e-f691-4c92-a282-1c73b834e8d0_physicscomplex_functional.owl,85,31,15980,39,18928,36,18960
458bdc8f-c305-425b-842d-7fd14486d7aa_noid_valve.ttl_functional.owl,95,34,16100,31,17292,29,17160
458f1356-946e-4868-b364-c4d7aac89bf9_ston_valve.ttl_functional.owl,95,32,16104,31,17288,29,17000
45be572e-04c1-4498-b38d-9db698247b03_nut_butter.rdf_functional.owl,95,30,16248,34,17188,31,16960
45c97561-9ee1-4454-a896-a8ae61e1b1fa_onto.rdf_functional.owl,234,32,16464,37,17136,35,17168
45cf1522-b03b-4b1d-ac2f-ee52c882042f_ent_cheese.ttl_functional.owl,95,30,16088,25,17096,30,17052
45da718b-9176-4d25-8f12-b53d1bc03c4f_Accordion.rdf_functional.owl,95,32,16040,30,17196,27,17060
45e1a897-f9ef-4f64-9662-62b70cd4876f_amodel_new.owl_functional.owl,25,18,14756,20,15240,18,15148
45e5b1a3-b9fd-4ece-bd69-dc10b17c0b26_ad_nesting.owl_functional.owl,124,26,15804,36,17972,38,17820
45e76ee3-e223-48af-a57e-9f01044f0056_s_DAG_0_99.owl_functional.owl,267,34,16656,56,20448,49,19936
45e8069d-8b04-4931-a2f5-30b407fd023c_wnfull.owl_functional.owl,33,20,15268,21,15812,20,15496
45f17f4b-9134-42b6-979a-93b38a8e16c5_uo.obo_functional.owl,100,28,15308,34,17016,36,17028
45ffd849-1b5e-469d-9b8a-5ea7cc9d5342_ontology_28.owl_functional.owl,40,17,14836,20,15380,20,15320
46069d79-56d9-447f-ac33-0e7259049920_thRelation.owl_functional.owl,225,42,19372,53,21056,47,20648
460cbd0d-a9eb-4adf-be16-2ca4863eb7b6_HelloWorld.owl_functional.owl,269,58,20884,118,29140,124,27776
46110e68-a9d2-449b-bbc9-19b37a7c5c26_f.owl.PREVIOUS_functional.owl,280,57,20872,139,35824,145,35072
461668db-2ca4-4f56-8cd0-1399bb47eb9a_Childbirth.ttl_functional.owl,95,34,16328,34,17124,33,17188
4616fa0b-1917-4442-9385-a4e889515149_bibo.n3_functional.owl,56,29,15612,28,15940,25,15964
4620d329-3cc3-45ca-8695-107e162b6ba4_Chocolate.ttl_functional.owl,95,30,16100,29,17008,28,17152
462300e3-c3f0-4acc-8938-e3ac613ce7b1_Capelin.rdf_functional.owl,95,29,16040,28,17176,31,16988
46239534-79e6-46e6-9882-f1a5e51089d8_aragliding.rdf_functional.owl,95,30,16200,32,17344,29,16876
46320544-5478-4ffa-83be-24503528dab9_tibet.owl_functional.owl,95,30,16396,32,17404,32,17176
