file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
ced6bea9-adcb-40e0-972a-5d7c62cd814d_bivalentOf.rdf_functional.owl,25,15,14672,21,15268,20,15180
ced7b027-ea39-48a0-92b0-809446fc721f_region_functional.owl,351,59,22752,66,23356,59,22828
ced80d6b-6104-4de4-b31d-2437e71a8584_neprogetto.owl_functional.owl,120,31,16132,33,18352,32,18104
ced9d741-f06b-4b86-80f2-cedf4d3fad0f_time.owl_functional.owl,43,18,14848,21,15688,22,15516
ceddd05d-6123-48e6-abda-e5cbacf6d9e8_.rdf.bibix.owl_functional.owl,174,28,16060,29,16368,28,16228
ceea6c1c-80d7-4549-8268-140dae9d5a81_NIFQuality.owl_functional.owl,99,24,15748,24,16228,26,15988
cef7a2ad-fb5e-468f-82ea-dc068e587af9_DC.owl_functional.owl,34,19,15104,20,15204,22,15144
cf0e4300-1025-41d8-9041-3b5a1129a021_estigation.owl_functional.owl,322,48,25212,127,34136,57,26896
cf23def0-f91f-4a62-b8b5-69ed4e5f5015_t.obo.PREVIOUS_functional.owl,335,39,17172,62,21828,58,21376
cf577f56-208e-479d-8aef-6d979ad707dd_PlansLite.owl_functional.owl,152,35,16560,88,25928,85,25516
cf6d3f83-bc51-40b8-b833-468095850b37_Book.owl_functional.owl,138,31,15716,38,16928,35,16888
cf6f1172-ebdd-45db-8515-fbb79740be9b_0Litev3owl.owl_functional.owl,93,27,15916,55,21472,55,21656
cf83e0a0-cfb6-4f87-bd51-72a793013393_iiit.owl_functional.owl,25,22,15416,22,15696,20,15548
cf8c4998-b83e-482c-ba9a-00dfb5e7b7f3_chemtop.owl_functional.owl,53,23,15532,38,20416,35,20076
cf8f56a3-7872-4998-aaef-8ed816de3a11_Daas.ttl_functional.owl,95,29,15992,29,16944,31,16880
cf952362-c1bd-4e77-b1bc-f861be1b9769_tc8540.owl_functional.owl,114,20,15084,24,15772,23,15800
cfa28b5f-0dcc-42d9-ae7d-9f79bb3bd48d_t_anatomy.owl2_functional.owl,65,20,15172,29,16792,28,16732
cfa880a5-e229-4db9-8537-6de5d0b099b1_bibo.owl_functional.owl,57,26,15640,24,15852,26,15904
