file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
703bdc67-f5b4-4919-afd5-9cf83ff7aaf3_Web_crawler.rdf_functional.owl,95,28,16164,31,17344,30,17048
704ec241-bc3f-4020-a587-b87b46fcde06_MWBP.owl_functional.owl,78,19,15024,24,16252,36,15728
704f6550-dfae-4072-9b8d-47a04247b64f_s_fountain.ttl_functional.owl,95,30,16088,29,17108,29,16972
70531359-70b1-4ead-9426-7ec4f5bb68be_Fresco.rdf_functional.owl,95,26,16120,30,17012,28,16968
70611545-b925-49a8-b922-cf24319a1cbc_ber_wrench.ttl_functional.owl,95,29,16152,35,17292,31,16960
707523b0-e3dd-4b2f-8537-4a5c51386e43_crime12.owl_functional.owl,145,33,16896,39,18392,36,18296
7084c957-7ba6-4a3d-a592-aef6beb5211f_PaulFisher.rdf_functional.owl,89,21,15148,28,16044,24,15792
70896ed0-05ef-4229-8785-1179ac971435_urn_valves.ttl_functional.owl,95,41,16092,30,17092,29,16980
708b7fd5-3c56-4817-a34a-8eb4635ccbfc_IAO.owl_functional.owl,60,25,16468,36,19488,38,19292
709098b2-44b3-48e2-96cf-7860bcdc05f0_onto.rdf_functional.owl,105,37,21488,43,22280,41,22112
709c0654-f47c-4f2e-ace5-47b5a7590d38_lis_recipe.owl_functional.owl,200,27,15760,34,16708,34,16560
70a5bfd5-d208-4d51-a4d6-c394c22aba81_c_v4.2_DUL.owl_functional.owl,294,47,17980,79,25180,74,26172
70ac7a75-12ff-4f63-a681-79baab8399c3_TopoCarto2.owl_functional.owl,308,29,16540,47,19352,43,19024
70ad3cbe-33c7-42cd-a2ce-e7708f389320_quality.owl_functional.owl,298,34,16264,42,18972,43,18748
70aeb10e-eece-43b2-8b09-2f9ea45c1cfe___Koch_G36.ttl_functional.owl,95,29,16088,30,17132,30,16880
70b70aa2-8b93-4efa-b8c3-c77bba03b9f2_Maillon.ttl_functional.owl,95,28,16056,29,17256,28,17048
70b9f51e-ec42-4caa-b280-eee28e5abe2b_Abike.ttl_functional.owl,95,29,16280,29,17144,30,17164
70c87d19-766d-4619-97cd-2f2ba52c0c60_mer_Klaben.rdf_functional.owl,95,28,16204,29,17104,29,17016
70d3deaa-a38a-4b73-b322-e4a1fe420626_PaulFisher.rdf_functional.owl,89,20,15184,25,15944,22,15884
70d403b4-2260-4155-a10e-9fbfe3e668fd_n_concrete.rdf_functional.owl,95,28,16040,30,17132,31,17000
70f44f37-e62d-4be5-858b-c9d3386b7d19_maontrev21.owl_functional.owl,49,23,15372,23,15504,22,15532
70f5f802-892c-411f-8c39-3445e2ca6b51_OpenConf.owl_functional.owl,64,26,16608,44,19656,39,19708
70fa35aa-b942-4d22-8032-2de55a96a7dd_Mincemeat.ttl_functional.owl,95,29,16336,31,17276,30,16960
710c2b5f-b4a6-4fe3-bb2a-79b35c209b23__F15_Eagle.ttl_functional.owl,95,31,16312,34,17180,34,16960
710ea879-68b4-471b-8e6c-7181dd128ae1_ry04OWLDTP.owl_functional.owl,60,28,15876,23,16060,24,15972
710f8c1d-3630-4409-9600-f945cdcf28ae_xccinternal.owl_functional.owl,94,25,15548,36,18204,34,17844
71194406-1320-4a35-bae6-1a6062dec5e5_s_biology.owl2_functional.owl,145,25,15756,45,18032,46,17612
71278021-2b7a-406d-9486-73f0367f4517_ha_1_final.rdf_functional.owl,391,41,17248,62,20412,58,19424
712b1598-e0ce-4a7d-afe2-ed25484f815e_figure6.owl_functional.owl,173,49,22316,99,29140,95,28336
712e60d4-0a8b-4dab-803a-b7f16e4acc4c_Geofoam.rdf_functional.owl,95,27,16176,30,17148,28,16956
7130c809-0272-4b72-9c23-8c1f077a55b1_ass_shears.rdf_functional.owl,95,27,16080,28,17132,30,17220
713157b8-7b42-49f0-ac0a-9324da337943_Intel_80386.ttl_functional.owl,95,33,16108,41,17100,35,17120
7136ea89-edf6-4a44-9682-fcf9db501ff5_Moling.ttl_functional.owl,95,34,16076,36,17200,35,17048
713f7d42-440e-4a9b-bcf4-edc324f1353a_pennlink.rdf_functional.owl,336,61,22164,105,31320,99,29236
714e5d26-f5f6-4e23-a7c9-8eadfe5ecb35_eKrankheiten_A_functional.owl,45,19,14900,21,15584,21,15540
7153640a-2069-4d94-b910-9fefe470d3d6_sbpax2.owl_functional.owl,110,29,16404,43,19812,46,19708
716754cb-7c5f-4ff9-b05e-358bc24d8522_Zilog_Z80.rdf_functional.owl,95,28,16088,30,17036,30,17060
7167b21d-ccb2-40e5-9bf8-f67088eb5ac2_Groundbait.rdf_functional.owl,95,29,16084,29,17200,29,17152
7170dcd2-7e26-485d-841e-c814493d57a8_Ice_axe.rdf_functional.owl,95,30,16268,30,17152,30,16960
7176f8d9-aa7d-46a0-b860-f053877b4115_Voigt.rdf_functional.owl,380,58,20468,69,21620,58,21412
71773d1d-2f9b-45e9-bced-1ddd3433427f_ry02OWLDTP.owl_functional.owl,63,29,15852,25,16076,23,16112
7193a7c8-0f36-482d-928a-1880936e159f_compute.owl_functional.owl,87,31,16440,32,18120,34,18248
71a6f8a4-faa3-4998-935c-1e37b3eee4a3_Shanklish.rdf_functional.owl,95,29,16068,30,17096,31,17000
71bd0ed1-2548-402a-9dfb-40afb1811c80_CNR.owl_functional.owl,64,23,15608,23,15820,23,15604
71c2842a-621c-4390-91e7-dc0d85b63948_llo_cheese.rdf_functional.owl,95,29,16048,31,17292,31,17060
71c54eaa-b087-4f68-b9b1-90b4031f9b7b_tdm.rdf_functional.owl,38,16,14720,21,15440,20,15324
71d0bbce-6943-4a44-a793-58c611bf95a8_ryCyclic_group_functional.owl,27,22,15672,20,15700,21,15752
71d4c2fd-96f8-468d-85f6-c16c11b5bdcd_Intel_4040.rdf_functional.owl,95,29,16124,32,17052,32,17072
71dab5f1-3d0a-443b-ad91-e05995f865b6_ontology_11.owl_functional.owl,73,21,15164,26,16288,26,15932
7206057b-f32b-497a-8d6d-4a8a90d334c4_1.0_draft1.owl_functional.owl,36,18,14760,21,15356,20,15196
7210d05b-eda2-42ce-a852-e6b49b0c13c5_rvation_v1.owl_functional.owl,81,26,15684,26,16796,26,16720
722e2c58-5ddf-4a07-9a87-b70dd23b8206_bcellular2.owl_functional.owl,195,36,17048,39,18104,39,17904
7241c10b-f5c8-49a8-8863-6030de42cebc_to.owl_functional.owl,524,63,21348,99,29088,96,28672
724efad5-eb55-43ff-bf0f-0065abcd8bcf__apartment.rdf_functional.owl,95,28,16080,30,17032,30,17048
7255322a-fa59-4d59-bc2d-359b4d17deb7_mecv.owl_functional.owl,85,20,15280,28,17164,26,17188
72690f9c-cc7d-4ad3-b2ec-4e28a76ffc17_references.owl_functional.owl,211,33,16248,50,20196,48,19744
72699a52-124c-4881-a856-975b6518fa01_mygrid.owl_functional.owl,299,56,19648,152,32000,163,31924
727d539f-618d-4f62-aec9-d57d4c26a8d0_PaulFisher.rdf_functional.owl,88,22,14996,28,15912,25,15744
729ba78c-3d24-47e1-9bb1-980fad7ba20d_aintenance.owl_functional.owl,88,27,16244,29,16616,28,16564
729d5dad-ad3b-46a5-add4-e24538d7495a_lmf.rdf_functional.owl,30,18,14908,22,15744,20,15592
72a7400e-d121-4749-9c26-e1f44f7855fb_Cardamom.rdf_functional.owl,95,30,16048,33,17108,30,17060
72ac9260-f9e6-4d4e-9311-ce66ed170327_rus_cheese.ttl_functional.owl,95,29,16092,32,17088,27,17048
72b9a133-5295-4d4e-86ca-f282ddd84718_cell.owl2_functional.owl,342,58,19712,60,22388,59,21948
72c7a540-50a5-4c30-924a-a1ec947ea3d8_Button_cell.ttl_functional.owl,95,27,16076,28,17352,28,17016
72c8ddb6-e5a5-41a5-bbe9-a3ba3acea6aa_drelations.rdf_functional.owl,71,26,15728,26,16084,25,15824
72cb0691-7f6b-4650-9648-b2d1a71b0e82__Schengen_zone_functional.owl,25,18,15628,20,15844,20,15636
72cb36ab-b9b5-481d-bb03-52213966d715_ding_wheel.rdf_functional.owl,95,27,16172,28,17200,28,17200
72ce2aa2-72e2-4ac2-909e-531459bcc57c_lt_battery.rdf_functional.owl,95,26,16084,30,17132,28,17172
72d23c0b-fec1-4ee9-bb0f-f636c89283fd_core_fixed.owl_functional.owl,94,29,16152,32,18416,32,18504
72ea2dba-9cea-4c76-adaa-fc574a7e04eb_ieIngredienzen_functional.owl,27,17,14788,18,15356,18,15444
72ebc752-8159-4388-9a00-31e93eee3a19_vatheAwong.owl_functional.owl,260,89,36928,103,40220,92,39160
72f01b0b-c05b-4b7e-8dde-18a491a6d38d_s_20110202.owl_functional.owl,56,22,15440,32,18276,30,18252
7308728f-3851-4a48-84ee-630cc4ac201e_Robot.rdf_functional.owl,95,28,16080,27,17132,28,16924
7314452f-f5ad-4b89-8b8c-c4d771ddba6c_anatmerged.obo_functional.owl,94,24,15208,29,16316,33,16220
731e0244-2d3a-4361-b4dc-521969886d07_Feta.rdf_functional.owl,95,31,16064,31,17084,32,16996
7322892e-9cfd-45c5-abef-7f337bac26c3_Potbrood.rdf_functional.owl,95,30,16112,31,17296,31,17116
7329a1b0-f77f-46de-9c49-af3041c722e2_yowlprimitive_functional.owl,46,22,15444,24,15736,23,15732
733093c6-d54f-4403-af25-f5860dd12b6a_Quadracycle.ttl_functional.owl,95,29,16332,30,17252,32,16864
733117da-ab5a-4441-9b32-010b53a5c22e_20071127.n3_functional.owl,20,22,15108,21,15496,19,15424
7337899d-dc8c-408c-b14d-072a642fa5fc__guideboat.rdf_functional.owl,95,27,16264,31,17188,30,17016
7349afad-b8a5-4332-bbdf-e538a2d550ac_yaz_peynir.ttl_functional.owl,95,26,16132,28,17196,27,16972
734e4a0a-70c3-4106-a20d-15a85ae5e7bf_QoSOntology.owl_functional.owl,383,61,24764,84,29260,86,27772
7351eb40-b5ea-4f6d-b6b5-3d6f0bc30a8c_ductionOld.owl_functional.owl,104,25,16684,28,16672,26,16636
735694cd-74a3-44c4-9138-5059dd761e21_faward_old.owl_functional.owl,26,19,15368,18,15452,20,15220
