file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
49a57008-ccc8-451e-8072-32c9e85ad865_trCompound.owl_functional.owl,1959,180,43168,248,70684,225,67120
49ab726f-2ddd-4953-950e-6725dc66f7ba_d_Approach.owl_functional.owl,1417,114,32364,182,39320,202,38320
49d680c2-95e2-4492-b403-f7b450dbfd74_xbfo.owl_functional.owl,18189,3236,431320,39449,2982612,39427,2965336
4a520bf3-9f46-4cee-95bf-2ce522ea8afa_y.obo.PREVIOUS_functional.owl,758,53,20992,114,35292,109,34292
4a74a4da-3c5d-4b27-bafa-84e59e8a6288_propMass.owl_functional.owl,2085,190,44116,239,61864,233,59076
4a8a1268-458c-4f75-8a90-6e0a7c24cfe2_fyposimple.obo_functional.owl,1079,115,28260,151,37504,133,36132
4adfcff0-50d9-4eea-a3da-f0131b91902a_COSMOtop991.owl_functional.owl,6745,830,214044,72717,437492,39321,418412
4af93cf9-923a-4098-acdc-5a28486868dc_mo_sapiens.owl_functional.owl,5331,415,64644,805,159172,760,149148
4b1ba00e-d3d8-42e5-ae4e-2f72e78f7d78_andAeolian.owl_functional.owl,2088,194,44076,242,61660,237,59216
4b51f110-0974-499d-b762-89635edfaa93_opFunction.owl_functional.owl,2048,205,45904,261,74324,250,71864
4b54e80a-cabc-40d4-9348-32507da9eebf_esistance.owl2_functional.owl,1227,88,24116,138,40172,141,38048
4b601286-ee1c-4cd0-b0a5-7bc39a8f14e0_ies_bridge.obo_functional.owl,3688,262,44620,442,92944,429,87952
4b741a0c-5177-4f32-a4ec-4f37dcc59afa_ysfunction.owl_functional.owl,1066,114,31204,158,44724,165,42932
4b917dd8-b7db-4ccc-818c-a90a51353e3d_naequivmod.owl_functional.owl,12500,1004,131332,2060,333760,1978,319012
4b9200c5-0285-4e2a-96ad-3ca22fef2b41_tance_edit.owl_functional.owl,921,73,22808,110,32300,104,30952
4baf98c2-3c91-4c13-bb50-e9b38090dcfc_mIndicator.owl_functional.owl,1024,107,30460,141,40824,142,39808
4bd836c3-a3b6-4446-b5ba-f0349c55f08e_realmRegion.owl_functional.owl,2011,197,44244,259,73092,246,69392
4bfef320-2419-4ba3-a0aa-60d87378c172_andAeolian.owl_functional.owl,1964,184,43164,241,61888,239,65916
