file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
70c07f2d-cdc2-4cbc-b617-35e0c20ce3a3_Aplicacion.owl_functional.owl,2012,293,150020,297,153456,283,150708
70d4edaa-92fc-4c40-af38-1f39f431fc3f_idDynamics.owl_functional.owl,2012,201,44168,287,72428,250,69448
70e6b77e-078a-44df-bb64-c49b352b184c_al_process.owl_functional.owl,16057,3821,331128,3381,420360,3239,412708
7116d8fc-0b69-44d8-9f1b-ed2c6d8cc572_pr.owl_functional.owl,9059,995,148180,1532,366444,1431,356400
713b7128-5f6e-4e82-b0b4-efa54a064e5d_icCompound.owl_functional.owl,2172,213,46568,275,64248,264,61484
7153eb66-1776-4b1f-8794-6923eaffcc92_lusuniprot.owl_functional.owl,7554,493,79360,876,181724,1070,164888
71add721-11b5-47ad-b637-f286c30b9a75_phenGeol.owl_functional.owl,2013,220,44328,296,71120,282,68056
71ba2fb6-7e7b-4aee-980d-074268e3886b_llusmerged.owl_functional.owl,22979,3073,323080,4797,951744,4668,928168
72a95ecd-8a2b-44fb-b747-99aab52a7167_emapmerged.owl_functional.owl,4517,302,50568,557,102592,545,98008
734d2ce3-7504-4823-acde-695f74b39b61_prerelease.owl_functional.owl,6480,1665,153224,1667,230712,1658,229112
737808a4-15b1-46af-ad5e-3d7e721f8055_tabstract.owl2_functional.owl,783,93,21012,132,30524,104,29508
738a62ec-d995-4d8b-badd-7e8ed6b818a2__documentation_functional.owl,826,78,24144,106,25620,79,24420
73bdbf7d-eb93-4b89-8875-d7b6e34b2355_ERCOT1_6OWL.owl_functional.owl,1203,91,23312,151,31952,136,31444
746f8f1d-429f-480e-8197-d9bd1798c48f_rinuschrom.owl_functional.owl,1963,130,28532,193,48240,189,45904
747c721b-14b2-43de-94a1-770e0e712354_matrPlant.owl_functional.owl,2087,198,44068,245,61868,236,59300
74eb6dfc-bcb7-4605-8324-1c2bc9552d58_logyBridge.owl_functional.owl,1087,117,31448,225,55492,232,53524
751733b5-5085-46e9-ac08-71cfcf0257c1_ndVolcanic.owl_functional.owl,1600,162,37468,238,54044,222,52464
75549c56-685e-448c-afe5-03755ad3217c_go.owl_functional.owl,17744,1308,169376,4324,565776,4135,551092
756d4706-697f-452e-99cd-dbf32081601a__ontology.owl2_functional.owl,2790,204,37580,365,78848,362,75352
75714e9a-2962-4466-8377-5ceaad9662c7_VAST2009.owl_functional.owl,14328,21600406,8128296,92155,113488448,21600415,7870180
75780f46-f6d9-4746-af71-b8b71db905bd_hom.owl_functional.owl,592467,47423,4960432,57976,6475176,55156,6421008
75920c15-8968-49c8-a10b-2b6db1968d38_resistance.obo_functional.owl,1228,92,23756,143,39572,133,37816
75f3ae30-b35f-4007-8d43-e3ae19cb6a77_lmLandform.owl_functional.owl,2010,210,44140,258,69996,239,67908
75ffb667-fe20-4a98-b84e-9c0b604cc249_predicates.owl_functional.owl,889,102,28104,496,95932,483,94780
760c2417-5b65-498a-9fc8-bfa1e44c69cf_SUMO.owl_functional.owl,1426,61,20624,82,25036,89,24128
76369f71-4541-4741-9e66-4b21ee9b6533_Orographic.owl_functional.owl,1074,113,31140,144,42020,135,40684
76380fae-b906-47ba-b2cb-24a16459899c_rTimeScale.owl_functional.owl,2013,200,44236,256,70848,244,67284
76918eda-da1b-46ee-a0c1-3d5b0c705f0a_2.obo.PREVIOUS_functional.owl,3062,241,44224,254,52516,249,51544
76aa0daf-538d-4aba-a84e-1946539d9964_andGlacial.owl_functional.owl,2096,203,44056,242,61572,227,58736
76b17bd3-d360-431c-9289-256713505ed1_phenomena.owl_functional.owl,1180,129,33964,254,67772,250,65568
76c91d46-f28c-44cd-a677-0b273d50586f_phenStar.owl_functional.owl,2011,195,44020,260,70192,252,67524
76f2deec-5f9e-43ff-9e0c-d52d110827de_ingFeb2005.owl_functional.owl,3557,716,487232,689,492376,719,488844
76f32c42-ddda-480e-ae7d-d5bb3e6efc02_latest.08.owl_functional.owl,32146,5266,748704,5818,811620,5806,773724
76f9d20a-cb2c-41bb-9db6-bc1a04411375_protlabels.obo_functional.owl,896,80,21392,120,31336,118,30156
773613fd-b35c-4cab-b87b-2b970dc9862f_sculusexpr.obo_functional.owl,34415,2512,292124,3101,397468,3067,391876
77481118-002f-4757-9e92-31c1592065f9_itical_v09.owl_functional.owl,2156,340,79732,334,80348,336,80152
77484b57-9029-44e1-8626-a3a8916b420e_andGlacial.owl_functional.owl,2016,219,44108,287,71544,270,68504
775fab41-9617-451e-8ea3-eb96545f0626_ndTectonic.owl_functional.owl,1403,170,39496,217,51796,221,49908
776423b6-180a-4fb1-92c6-8b91a821a584_tateChange.owl_functional.owl,2012,213,44160,282,69236,283,68620
77af02d9-169a-4074-83f3-b4e89d13bdc5_galen.owl_functional.owl,1340,106,25300,259,67592,269,65988
77e55a95-d069-4da2-b261-57e89fcb896a_rTransport.owl_functional.owl,1550,161,36352,235,52420,233,50852
786a50a5-4c43-4c39-baea-044152d1f59c_i.obo.PREVIOUS_functional.owl,15310,1215,137732,2219,337824,2193,326380
78a8d31c-b495-4657-85ff-3a2fb26303c3_sportation.owl_functional.owl,2097,230,45112,294,72236,280,71204
78b82cdd-99e9-47d9-a4b2-f5de8e67bcc1_phenRecycle.owl_functional.owl,2016,213,44120,280,70692,283,70312
78eb25c3-2155-4b2f-ad09-b17e7193d4b3_classified.obo_functional.owl,2806,221,37020,394,73492,373,70000
78f71473-fe71-4939-9aa0-37aca7e81b79_nt20060216.owl_functional.owl,2381,484,115464,495,118328,507,116068
