file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_2a0bf7a9-a99e-46e6-a715-2583ec9294c4_phenHydro.owl_functional.owl,1885,203,39908,227,60352,249,57684
approximated_2ad2eafd-b51f-4aac-a7df-28f0e0977b6d_PaulFisher.rdf_functional.owl,1069,73,22424,102,29648,104,27480
approximated_2b1fa989-5571-4ac9-9116-9bdaeca28737_phenEnergy.owl_functional.owl,2022,196,41292,267,63072,274,61408
approximated_2b4bb34f-468f-4b55-9142-fda18d15a714_ebiservice.owl_functional.owl,1302,186,35948,228,42804,189,41808
approximated_2bc3982b-f26a-4e93-a5a6-f4a710a7b427_hydro.owl_functional.owl,881,96,26428,112,30964,110,30064
approximated_2c1cb68f-7240-47d0-8817-a1e9e0aec931_classified.owl_functional.owl,4109,429,69412,555,108516,537,104972
approximated_2c6703ad-6611-434b-982d-1d8d42ebc53b_jp1.owl_functional.owl,1600,133,31888,145,35544,137,31960
approximated_2c6b39ca-709f-4513-bc99-34ed78637f5e_eThesaurus.owl_functional.owl,23608,1351,166056,2247,329368,2182,316436
approximated_2c762e1a-6364-4ae3-8600-88b78825f388_aneurist1.0.owl_functional.owl,2412,380,64864,420,75304,414,74140
approximated_2cb92e29-c14b-478d-88fe-7ce17c0db374_realm.owl_functional.owl,1922,185,40864,247,60940,230,58688
approximated_2cbafcc5-169a-434e-8457-6ea108d1dc6d_puls.owl_functional.owl,2254,143,29660,216,45332,199,40864
approximated_2cbcfc9c-1788-46f5-a4cd-17737cc0db4e_COSMOtop745.owl_functional.owl,4446,485,74520,575,106108,546,95880
approximated_2cc9ab2b-cc80-4669-9069-a6c4c74f2601_rMathGraph.owl_functional.owl,1925,184,40840,239,60964,230,58740
approximated_2d340673-6179-4f6f-8415-4e56c56ad05f_realm.owl_functional.owl,1922,182,40644,239,61520,225,58940
approximated_2d3b0faa-f844-406a-ba99-57ccecf9caa7_uniprotpro.owl_functional.owl,12963,922,116992,1787,274408,1705,259028
approximated_2d66630d-5034-4a21-9470-8b2b0e2ce521_phenAtmo.owl_functional.owl,1924,203,40832,238,60944,226,58200
approximated_2d6d6c2f-ad4c-468e-8094-2cf5cd6f681b_WNDefs.owl_functional.owl,4599,161,33392,233,44120,197,40316
approximated_2d7f654e-23c9-40e5-8deb-4e35e4486897_NIFOrganism.owl_functional.owl,1497,147,33156,181,44848,180,43080
approximated_2d80e8e1-8a79-4992-a09a-49174152513b_alismerged.owl_functional.owl,25306,3067,328060,4407,695912,4382,686028
approximated_2d9fb08b-36be-4ffc-be26-f74c0e3cb76b_COSMOtop727.owl_functional.owl,4271,519,74116,610,102836,549,96216
approximated_2da9887a-2c73-443e-90b0-64e6f69811db_quanIndex.owl_functional.owl,1921,200,40680,247,61460,263,58328
approximated_2dbdd771-4851-4b28-9f7e-dc401469c7b1_rm_anatomy.owl_functional.owl,2878,214,38356,351,68828,334,66256
approximated_2dc000aa-ae60-4f50-a15f-b3d46d252cbf_matrMineral.owl_functional.owl,2030,189,41480,265,63288,249,61400
approximated_2ded1de7-16cf-4ddb-86f0-17045012df52_climZone.owl_functional.owl,988,102,27844,124,32940,118,31888
approximated_2df2d29f-9a89-459d-9282-afb5869ddee7_ockIgneous.owl_functional.owl,1880,197,39964,266,60272,253,58088
approximated_2e153460-fefc-4bda-aa7e-68e75ba89455_COSMO.owl_functional.owl,6400,791,111752,973,160404,888,145876
approximated_2e6e0ff7-fd75-46ab-ad4e-8c7f3a30afae_prerelease.owl_functional.owl,26266,2416,246660,4718,572368,4240,544272
approximated_2e7064ec-d7cc-4345-9aa0-6c70d8969dea_mAstroBody.owl_functional.owl,1925,173,40864,245,60912,246,58388
approximated_2e82eca7-f137-4818-971d-a9c0dd4ca30b_tateChange.owl_functional.owl,2024,206,41208,276,63468,258,60344
approximated_2f1050e9-10ca-4e36-a84b-638f256be4ef_scillation.owl_functional.owl,1922,190,40808,241,61288,234,59308
approximated_2ff40d56-1c1a-477a-a0ed-4991fc98ab71_chemCharge.owl_functional.owl,877,95,26540,113,30820,104,29952
approximated_304e32d6-f5b0-4468-9712-744482cc13de_ossAnatomy.owl_functional.owl,823,54,19316,83,25488,79,24712
approximated_30836b24-e55d-4d95-a812-b016fecebffa_idDynamics.owl_functional.owl,2026,197,41312,267,63312,253,61192
approximated_30c9e925-0caf-4205-a65c-b3224458af57_eDirection.owl_functional.owl,1922,189,40660,244,60788,244,59104
approximated_3116edc4-19c5-47b7-b66e-186444d00336_propSpeed.owl_functional.owl,2022,208,41244,265,64052,248,61456
