file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_6cb479d4-f4d1-4068-b5a0-ba70be82e009_pdes.owl_functional.owl,44,20,14740,22,15716,23,15556
approximated_6cb81309-880e-4a62-a454-ed6aa2b74baf_necommessa.owl_functional.owl,96,22,15416,32,16616,30,16444
approximated_6cc9fe62-084c-4280-b815-781d2125d601_emDynamics.owl_functional.owl,228,34,16216,45,19088,48,18692
approximated_6ce48d9b-d339-4808-9adc-e672ab75b33f_bom.owl_functional.owl,55,20,15044,27,16528,27,16184
approximated_6ce7a3de-8f86-4f12-8e44-79a2191ab3ac_l2odm2codo.owl_functional.owl,186,28,16004,46,17924,42,17700
approximated_6d034b79-7817-4711-b9f6-339bd1a95008_provdc_functional.owl,28,18,14660,22,15700,21,15500
approximated_6d0e037b-82b5-4c5a-a30a-cbe3577ff389_DUL_v314.owl_functional.owl,70,21,15048,27,16220,28,16020
approximated_6d2c9559-c779-4709-a397-d43307f630bb_concept.owl_functional.owl,61,21,15168,26,16132,27,16000
approximated_6d30d82d-ccfe-4993-b40a-958aa17be6f9_MSKB_ver1.owl_functional.owl,119,23,15356,28,16544,30,16488
approximated_6d35fed5-0014-47d3-b0b6-3ae0bef1f9d2_Traffic.owl_functional.owl,69,27,16172,27,16528,27,16352
approximated_6d467ea0-5649-4236-ac6e-9b7ff73bf108__furniture.ttl_functional.owl,44,18,14804,24,15896,28,15580
approximated_6d5b4e23-f7c1-4ad1-a427-e823a95318aa_lue_Vinney.ttl_functional.owl,44,26,14888,27,15748,31,15584
approximated_6d6bf114-2fad-47b3-9526-dd4a8da1d6d1_storage.owl_functional.owl,180,31,16008,43,17972,42,17652
approximated_6d76e454-93dc-4401-b75f-1a052808ea94_C48CZW556.rdf_functional.owl,44,21,14976,28,15676,24,15540
approximated_6d9067ff-9b73-49cc-bf88-21314e0c202e_ct_vehicle.rdf_functional.owl,44,20,14784,25,15780,24,15608
approximated_6dbe1d8b-68fc-4da7-b2f4-88a5e345b5d0_sparqlmotion_functional.owl,78,25,15100,32,16668,31,16460
approximated_6dc21f10-e513-4d7d-ba3e-6e8156879f80_lRelations.owl_functional.owl,101,23,15012,28,15992,25,15972
