file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_4e34e89f-5699-4651-ae1f-6e6dcb88e6a3_Rickshaw.ttl_functional.owl,44,17,14968,22,15716,21,15676
approximated_4e3664a6-dab0-44ae-ac0a-9988e830c4bf_metalexcen.owl_functional.owl,58,18,14860,26,16072,33,15736
approximated_4e3e9d16-0fbd-4851-8631-4770235da9dc_ft_Bonanza.rdf_functional.owl,44,18,14876,24,15720,24,15772
approximated_4e45d729-2c6d-403a-889d-f62ea81c6bbd_Redcurrant.ttl_functional.owl,44,20,14808,24,15684,23,15616
approximated_4e485595-0d5f-44b8-96d3-d32a43f8d9d2_preonto.rdf_functional.owl,54,20,14844,26,16064,24,15676
approximated_4e4fd128-01aa-493d-9446-008904e70093_Violin.ttl_functional.owl,44,18,14820,26,15764,24,15768
approximated_4e525bbe-ef8f-4880-9728-2b95b159df19_sistent001.rdf_functional.owl,246,49,18908,70,21484,68,21048
approximated_4e59e66c-e03c-452c-a72a-8ce36d5087c5_MFOEM.owl_functional.owl,290,55,19228,64,21812,60,21368
approximated_4e5f35d3-1e97-4ad1-937b-9237849cde79_umlssn.owl_functional.owl,93,21,15040,26,16124,26,16092
approximated_4e65432f-5e6e-4b90-9481-91367b55c947_bleOWLTest.owl_functional.owl,38,18,14676,23,15432,19,15456
approximated_4e6a533d-8777-417f-a45f-61a8141471e8_antle_rope.ttl_functional.owl,44,18,14788,23,15760,22,15600
approximated_4e70f119-38cb-4762-aae7-b588cfa028e0_Profile.owl_functional.owl,49,18,14900,23,15852,24,15720
approximated_4e7e0ba0-f565-4508-bfe5-e9c2d213ff87_Kefalotyri.ttl_functional.owl,44,18,14944,22,15732,23,15744
approximated_4e7fa018-0efe-4eb2-93ea-56411512ac54_chemtopcore.owl_functional.owl,42,18,14840,22,15656,21,15648
approximated_4e84f360-b747-4120-ab73-88908dab31f7_Cappuccino.ttl_functional.owl,44,22,14824,23,15956,21,15740
approximated_4e8e2afa-a598-4a50-baa8-ab7ac7f821f6_Tattoo.rdf_functional.owl,44,18,14852,23,15888,22,15688
approximated_4e9382c4-e9aa-4494-96b1-14892f8a5695_Flail.ttl_functional.owl,44,19,14972,25,15764,24,15680
approximated_4e94701b-5b03-4faf-a7fd-c66be0e7a1c5_Malted_milk.rdf_functional.owl,44,19,14772,23,15760,21,15760
approximated_4e976040-4ed8-4c2c-9d35-043d52cf76ba_attachment.owl_functional.owl,237,33,16576,51,19840,51,19404
approximated_4e9c185b-2857-48b3-88a7-c54cd067e390_Guinness.rdf_functional.owl,44,21,14832,26,15764,22,15580
approximated_4e9d0953-95d5-4d86-b64b-5216b14823ed_Video_game.rdf_functional.owl,44,20,14892,24,15760,24,15776
approximated_4e9d6eee-cf20-4a02-bbed-5c587c282d29_onto.rdf_functional.owl,67,25,14956,29,16228,32,15916
approximated_4ea74a4b-193f-4835-a6c5-2081d1091ba7_eOntology.daml_functional.owl,81,23,15652,27,16152,23,15884
approximated_4ec0f112-3241-4f26-993c-87edea45082d_le_strudel.rdf_functional.owl,44,18,14964,24,15824,23,15760
approximated_4ec198d8-6776-430f-9a18-ad6aec85e874_heat_bread.ttl_functional.owl,44,19,14820,24,15784,24,15628
approximated_4ef57947-ae49-49b2-96c8-7c4c012d0dde_Drink.rdf_functional.owl,44,18,14816,25,15708,23,15624
approximated_4f01a6bb-06df-4c2c-bcb8-5f6de105494d_onto.rdf_functional.owl,52,19,14812,25,15752,23,15636
approximated_4f04ef29-b9ec-4216-b192-7746ab7252df_biolAnimal.owl_functional.owl,290,33,16580,53,20312,57,19908
approximated_4f1d6514-6a6d-4109-897e-9c316fd558a2_eestimulos.owl_functional.owl,64,18,15000,22,15984,24,15964
approximated_4f2a332c-4926-462b-a6f4-7ae3a9d9c162_chemistryv4.owl_functional.owl,52,18,14732,22,15592,23,15488
approximated_4f380b6e-2f78-4edd-a873-5e07adebabfb_Manna.rdf_functional.owl,44,17,14824,22,15772,24,15760
approximated_4f572e77-9bba-4120-a5da-bf068948b705_sm2gv.owl_functional.owl,88,21,15032,28,16592,26,16188
approximated_4f5b3a9b-ef6a-41dc-9438-a318a9e1a68d_maontrev14.owl_functional.owl,25,17,14716,20,15576,20,15292
approximated_4f5ddfc6-8389-4478-9532-3a765af38803_nnotation_tool_functional.owl,28,16,14876,21,15404,20,15252
approximated_4f6eb6dc-ae82-4a55-b7f6-ee18c69d0914_unit.owl_functional.owl,597,81,23016,92,27568,88,26512
approximated_4f84d4f8-165b-4e4a-a8b7-c0461064245b__functional.owl,41,17,14880,23,15396,22,15300
approximated_4f8c0e42-ef62-45e3-8dd3-1057a6047d43_myOnto.owl_functional.owl,29,17,14712,21,15396,21,15320
approximated_4f93aad6-2909-497b-a637-d92a3dfbf9a2_odAnalysis.owl_functional.owl,57,24,14788,27,15948,25,15828
approximated_4f96f8d4-4fb2-44bc-886a-1ae4793f3cb6_ContextAll.owl_functional.owl,298,52,19268,60,19984,54,19492
approximated_4f9f49db-cfce-4643-b5ad-19fad07bc97c_classified.owl_functional.owl,29,20,14848,23,15528,22,15256
