Ont name,Classification time (ms),Reasoner
ore_ont_6437.owl,187.0,KONCLUDE
ore_ont_9545.owl,1413.666666666667,KONCLUDE
ore_ont_3708.owl,102.66666666666669,KONCLUDE
ore_ont_12284.owl,658.6666666666666,KONCLUDE
ore_ont_6720.owl,105.33333333333331,KONCLUDE
ore_ont_11895.owl,90.33333333333331,KONCLUDE
ore_ont_10161.owl,12892.0,KONCLUDE
ore_ont_14934.owl,2034.0,KONCLUDE
ore_ont_1673.owl,-1.0,KONCLUDE
ore_ont_1212.owl,357.0,KONCLUDE
ore_ont_3231.owl,114.66666666666669,KONCLUDE
ore_ont_7488.owl,328.3333333333333,KONCLUDE
ore_ont_2803.owl,3407.333333333333,KONCLUDE
ore_ont_16565.owl,355.33333333333326,KONCLUDE
ore_ont_15692.owl,292.6666666666667,KONCLUDE
ore_ont_2134.owl,4041.0,KONCLUDE
ore_ont_15222.owl,195.3333333333333,KONCLUDE
ore_ont_802.owl,119.33333333333331,KONCLUDE
ore_ont_3463.owl,80.66666666666667,KONCLUDE
ore_ont_8557.owl,1739.666666666667,KONCLUDE
ore_ont_13150.owl,300.0,KONCLUDE
ore_ont_16519.owl,4389.666666666667,KONCLUDE
ore_ont_8640.owl,139.33333333333334,KONCLUDE
ore_ont_9299.owl,423.66666666666674,KONCLUDE
ore_ont_15695.owl,1800000.0,KONCLUDE
ore_ont_15921.owl,184.66666666666663,KONCLUDE
ore_ont_14817.owl,59982.66666666666,KONCLUDE
ore_ont_3816.owl,642.6666666666666,KONCLUDE
ore_ont_7908.owl,7895.333333333332,KONCLUDE
ore_ont_9248.owl,188.3333333333333,KONCLUDE
ore_ont_16268.owl,83.33333333333333,KONCLUDE
ore_ont_10423.owl,295.3333333333333,KONCLUDE
ore_ont_10384.owl,399.0,KONCLUDE
ore_ont_12061.owl,79.0,KONCLUDE
ore_ont_13621.owl,321.0,KONCLUDE
ore_ont_8226.owl,71.0,KONCLUDE
ore_ont_10355.owl,76.0,KONCLUDE
ore_ont_4187.owl,11927.666666666664,KONCLUDE
ore_ont_259.owl,299.6666666666667,KONCLUDE
ore_ont_7270.owl,71.66666666666667,KONCLUDE
ore_ont_15288.owl,152.0,KONCLUDE
ore_ont_9684.owl,2464.0,KONCLUDE
ore_ont_12987.owl,110.0,KONCLUDE
ore_ont_6727.owl,215.66666666666663,KONCLUDE
ore_ont_1898.owl,99.66666666666669,KONCLUDE
ore_ont_8806.owl,82.66666666666667,KONCLUDE
ore_ont_12194.owl,809.0,KONCLUDE
ore_ont_5253.owl,4022.333333333334,KONCLUDE
ore_ont_11081.owl,1182.3333333333333,KONCLUDE
ore_ont_3418.owl,87.66666666666669,KONCLUDE
ore_ont_15301.owl,224.0,KONCLUDE
ore_ont_644.owl,294.0,KONCLUDE
ore_ont_14237.owl,311.3333333333333,KONCLUDE
ore_ont_6109.owl,353.33333333333326,KONCLUDE
ore_ont_2017.owl,92.0,KONCLUDE
ore_ont_7663.owl,87.0,KONCLUDE
ore_ont_9151.owl,32733.66666666667,KONCLUDE
ore_ont_1028.owl,3575.666666666666,KONCLUDE
ore_ont_13460.owl,297.3333333333333,KONCLUDE
ore_ont_14294.owl,323.6666666666667,KONCLUDE
ore_ont_2713.owl,86.66666666666669,KONCLUDE
