file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_14aba0f3-7984-49e8-ab31-d41065fb384c_g_material.rdf_functional.owl,44,20,15020,24,15768,24,15600
approximated_14bf82fb-80d2-443b-85ec-607990d3c127_flybase_vocab_functional.owl,236,43,16288,52,19632,46,19248
approximated_14c1690b-e578-4a32-b6a3-5479f1f5af1e_mantics_v2.owl_functional.owl,189,28,15732,38,17524,34,17340
approximated_14c1c304-e5e5-4645-8d2d-8eb673fa6b60_vsto.owl_functional.owl,126,23,15396,34,17176,35,17016
approximated_14d5ea47-be9a-4705-809a-01af037e7db4_UDDv1.owl_functional.owl,95,29,15148,31,16416,31,16148
approximated_14e074f3-0bb0-4512-9e4f-8c23d296cf9a_hweinshaxe.ttl_functional.owl,44,18,14784,22,15732,22,15672
approximated_14e21c67-ac27-4f8a-abf6-0b8e8cec5c7c_onto.rdf_functional.owl,126,21,15084,25,16088,24,16136
approximated_14eba30d-efd7-44b1-b934-0b2e66d460ff_onto.rdf_functional.owl,33,18,14724,22,15448,20,15348
approximated_14fd4300-c690-4ede-a13d-d037249551ee_Squid.rdf_functional.owl,44,18,14776,24,15760,22,15768
approximated_15003dd8-c454-4d57-9f1a-16704597d97c_edElements.owl_functional.owl,57,19,14932,26,16104,26,15972
approximated_1500ec67-68ae-4fac-8a37-5a099fc9ccf5_no_imports.owl_functional.owl,59,20,14956,25,16064,26,15900
approximated_1509eb94-147a-4dca-a8d4-082c150e04db_School.ttl_functional.owl,44,19,15012,25,15716,23,15576
approximated_150e29bf-c9aa-41c2-95cd-798cc9b1272a_TF.owl_functional.owl,81,23,15276,30,16608,29,16224
approximated_151dcf31-ca77-40fa-acf7-0c7709dc1b8a_astiveFull.owl_functional.owl,62,23,14984,30,16552,29,16340
approximated_152f2229-a1bc-45f9-9e0d-b12c2aa0a7f6_Sideboard.ttl_functional.owl,44,21,14828,29,15808,27,15628
approximated_153a417a-84a8-4849-a246-bbaeb3cb8e11_Check_valve.rdf_functional.owl,44,22,14832,29,15760,29,15620
approximated_154274de-6436-4679-8ee4-86c0bb9b1bd5_ategy_game.ttl_functional.owl,44,18,14828,24,15736,24,15604
approximated_155783bc-563f-4401-9be5-4d331c36fe4c_930_v0.930.owl_functional.owl,148,29,15656,41,18068,39,17888
approximated_15595460-8edf-4dc5-845e-b152b62aa72b_Marshmallow.rdf_functional.owl,44,19,14804,25,15728,21,15576
approximated_156fbe54-84cb-463f-ad6a-8804a729547a_esg.owl_functional.owl,667,54,18760,84,24408,88,22956
approximated_1576cad1-5f7e-4444-add2-3f8eca588c9c_serv.owl_functional.owl,33,20,14984,25,15944,25,15696
approximated_159f0a31-0933-4f79-8563-0d71147a50e4_SO.obo_functional.owl,649,102,23692,102,28188,101,27604
approximated_15a0c09c-4b75-409b-88a1-c8991f10d9ae_sistent002.rdf_functional.owl,246,50,19024,58,21472,53,21300
approximated_15a16883-1d27-4e28-9b7b-e9041606088b_Location.owl_functional.owl,37,17,14812,21,15732,20,15760
approximated_15aab7bc-ea55-429b-8dcb-0502d813df56_classification_functional.owl,746,74,22048,81,24336,79,23508
