file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
1d32c9c1-93ae-49bf-a5b3-34e8780a80b1_Trout.rdf_functional.owl,95,27,16116,28,17248,28,16952
1d340b73-57f7-4f92-9367-7f131dd2e647_htning_rod.rdf_functional.owl,95,31,16264,29,17300,27,17076
1d35b4fa-9812-44d0-adf9-68cde31d8273_SYMP_functional.owl,368,47,18468,69,23968,66,23816
1d4036de-9387-4883-a048-24ca6a437f23_umlssn.owl_functional.owl,350,56,19472,74,26748,72,26760
1d4272b7-e92e-4776-9f08-892080eab941__fireplace.rdf_functional.owl,95,29,16244,30,17100,28,16968
1d447ee8-3cfc-43bc-9d27-9991b913471d_Butterfat.rdf_functional.owl,95,27,16084,29,17304,29,17056
1d4cd46d-2b77-4e2b-9ea3-32f7b6e2b533_Building.rdf_functional.owl,95,28,16188,30,17088,28,16912
1d52231a-9360-459b-97e4-3bfe6f280fe8_Fish_trap.rdf_functional.owl,95,28,16084,30,17116,30,16996
1d60df36-f961-4073-a079-f1992c15c535_ygiene_kit.ttl_functional.owl,95,27,16088,30,17340,30,16880
1d65b477-35ac-43af-8a64-4e6b9c6d7499_swrcfoafmap.owl_functional.owl,56,21,15616,25,15956,23,16036
1d65ee83-1270-4ec6-9de8-65cae43199d9_.enlbib.owl_functional.owl,70,19,14952,23,15668,22,15508
1d7ab82b-263e-46d3-82e3-39cbcd1c9a2a_Comb.rdf_functional.owl,95,29,16116,30,17288,28,17216
1d849d6e-3e9f-468f-8464-f9d5d2906c8e_c_cylinder.ttl_functional.owl,95,27,16240,28,17032,29,16988
1d8abfe4-8f68-4db8-946b-4c613cde1729_dzongkha.owl_functional.owl,53,23,15732,25,16416,25,16236
1d9a7ec5-029f-4eec-b829-fec3c0ea78d6_Sandsinker.rdf_functional.owl,95,27,16268,30,17176,29,17052
1da0dd9e-a152-48d8-854e-92620e62bbe0_STO.owl_functional.owl,38,20,15640,21,15968,20,15780
1da6f83f-8270-4280-beda-3f377ea15685_aprimitive.owl_functional.owl,48,18,14920,22,16100,22,15816
1db35b13-94ec-4d5b-826b-69fe1cb26c39_C3A9dictin.rdf_functional.owl,95,28,16096,30,17040,28,17072
1de103eb-00ad-4a0c-bf9e-5279acc62cc1_Weisslacker.rdf_functional.owl,95,28,16160,29,17120,29,17024
1dea4541-bdab-470f-9beb-4ca833578f5e_901_424_le.owl_functional.owl,396,43,17768,44,18420,45,18240
1dead87e-a09d-4701-a762-5126010c7b4c_Stevedore.rdf_functional.owl,95,27,16064,28,17032,29,16880
1df2eed5-8300-47c6-9267-674cc0326754_Apple_Inc..rdf_functional.owl,95,28,16120,29,17208,29,16972
1dfb83b5-166c-4af0-9161-b4e179dbd4ed_rete_mixer.rdf_functional.owl,95,27,16060,30,17156,29,16888
1dff947c-de55-4ec7-88a0-7ac52b33d570_Frock_coat.rdf_functional.owl,95,29,16164,31,17204,30,17204
1e0b92e4-0249-4b5f-b588-d038c0fd02b6_Liptauer.rdf_functional.owl,95,27,16144,30,17284,28,17080
1e0f6818-9082-4dd5-a3a6-d5e505ca8fc0_Renaico.rdf_functional.owl,95,28,16128,29,17188,27,16852
1e2f3797-924f-4fad-89c8-d22a2eb02523_Cookie.ttl_functional.owl,95,28,16048,29,17340,29,16904
1e2f9ebd-b4d1-46a3-85f6-5aa6a8c680a4_Mozzarella.ttl_functional.owl,95,28,16148,30,17068,29,16976
1e32802c-f906-4304-80bc-01d1c6681590_ader_valve.ttl_functional.owl,95,28,16048,30,17288,29,17056
1e39ce6b-53f3-4791-8b09-4aff4d8c1ab9_IOLite_v18.owl_functional.owl,199,37,17208,71,24532,77,24444
1e3d1cc0-60bf-4423-9102-e897a08855be_ingle_Chip.rdf_functional.owl,95,25,16328,29,17288,29,16980
1e43ac64-dd99-4a4c-852c-80235a5fa85b_t_cleaning.rdf_functional.owl,95,27,16040,30,17340,31,16976
1e45d683-4ad3-4543-8336-d9cf972469c8_tfmBJ1.owl_functional.owl,68,18,14968,27,16600,26,16488
1e4d1a49-2d89-4e88-92b7-17796d014a48_iodictable.owl_functional.owl,376,125,86640,124,87612,124,87212
1e4ed76a-e564-4dcc-9dc3-7241793e7d86_Balisto.ttl_functional.owl,95,27,16136,29,17100,29,16888
1e52e6be-def2-44af-9372-95c92fdff4bf_Hori_hori.rdf_functional.owl,95,29,16268,30,17104,30,17120
1e5351d9-efb0-413c-873f-6dc1272ae820_224onto.rdf_functional.owl,152,27,15956,28,16360,28,16248
1e544f4f-62b0-403e-975f-cc6e46b323f3_ology_6508.rdf_functional.owl,95,27,16076,29,17088,29,17208
1e5f8b8f-12f1-41f7-a238-79b06b94dd6e_Penny_bun.ttl_functional.owl,95,29,16284,29,17096,29,16968
1e606ac8-76f1-479a-aa2c-9f5f20db0ebf_rman_clamp.rdf_functional.owl,95,28,16188,28,17084,29,17060
1e638552-57fd-4e20-8de4-743eeda8cd32_her_cheese.ttl_functional.owl,95,27,16164,29,17260,29,16892
1e655281-cec3-4e76-b190-ff065b667086_t_ontology.owl_functional.owl,603,80,23468,94,28632,93,28108
1e657d27-1ae8-4d93-b762-69745fff1aee_idgeClosed.owl_functional.owl,94,27,16176,28,16636,26,16468
1e6722c2-e3e3-467a-bdf0-f597fc926944_Blast_valve.rdf_functional.owl,95,27,16048,30,17092,28,17164
1e6a2a96-fb28-4083-8bde-1bce0fb07c40_ms.owl_functional.owl,636,54,19864,94,27916,89,27276
1e70ec9f-ee23-441b-95af-db14938c0724_Pollution1.owl_functional.owl,21,19,15436,21,16512,20,16592
1e844665-955c-4337-ba96-240878e526b5_Rotational.owl_functional.owl,437,63,22756,79,25868,72,25516
1e853690-cdd7-4157-bef9-04a05aedac1e__component.ttl_functional.owl,95,28,16272,29,17292,28,17124
1e866e79-6433-4e6f-899f-901a3598f3c0_EBI_import.owl_functional.owl,238,32,16568,49,19680,48,19324
1e8a47c4-2c04-441c-bcb0-bc705f959469_sm_process.obo_functional.owl,261,32,16588,54,21496,52,21164
1e907dab-c336-46d9-acae-bbd43f866294_Intel_MCS48.rdf_functional.owl,95,26,16284,29,17176,29,16884
1e91ca85-e1e5-4dd9-9bf8-5ec9b2c95223_cheeses0.1.ttl_functional.owl,292,35,16940,56,21540,57,20792
1e958eda-7523-4a99-a4b9-9ff580a891e3_Bidet.rdf_functional.owl,95,29,16184,30,17132,29,17076
1e95fdde-6d7e-4b71-9553-e3c0d1a14419_Epoxy.rdf_functional.owl,95,28,16092,29,17292,30,17176
