file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_36146747-a3f3-4e68-917c-68b680422665_LiA_100413.rdf_functional.owl,99,28,16400,33,17028,33,16808
approximated_362a4af7-7264-4a82-832e-1003e491c018_LeibnizKeks.ttl_functional.owl,44,20,14876,24,15896,24,15620
approximated_3635066d-c5bc-4dd1-881d-4e31d3cda467_Ice_screw.ttl_functional.owl,44,21,15020,26,15744,24,15576
approximated_363c4e2a-5f18-46d3-abc5-11b6c317180b_som.owl_functional.owl,54,23,15064,28,16288,27,16140
approximated_36405846-de80-4aea-bebb-668adcd9e54a_Plough.ttl_functional.owl,44,20,14944,25,15816,25,15632
approximated_364e78f8-fcdf-4af2-b38e-36d573c1d90c_ler_system.ttl_functional.owl,44,21,14972,29,15728,28,15784
approximated_3675e173-c489-42dc-95b7-a0e87fd1739c_le_II_Plus.rdf_functional.owl,44,22,14880,26,15760,23,15624
approximated_36788561-09ea-45c9-ad6f-aa1603d02862_kupo.owl_functional.owl,93,27,15120,32,16712,35,16480
approximated_36853265-dc25-4b32-9aec-ef9314603169_smallscale.owl_functional.owl,102,22,15052,28,16296,27,16256
approximated_368942d2-8547-4bb9-bc3b-453542908291__extractor.ttl_functional.owl,44,18,14844,26,15824,23,15616
approximated_368e85c0-ce61-4394-a576-716ab5e70950_Dragon_boat.rdf_functional.owl,44,18,14780,22,15784,24,15592
approximated_3690347b-0d04-448c-95ba-23f97cb40d52_Relay.ttl_functional.owl,44,20,14804,23,15732,24,15688
approximated_369384e5-4f35-44d3-9c81-92d48a551387_t_detector.ttl_functional.owl,44,22,14840,26,15740,26,15756
approximated_369c54df-cf92-4755-9ccc-cd823536c156_Biblioscape.ttl_functional.owl,44,20,14948,26,15764,26,15600
approximated_369c54fb-a82f-4e62-b95d-66287e84dfcf_Almond.ttl_functional.owl,44,20,15016,24,15828,24,15588
approximated_36a39012-b7ac-4078-b427-4d54735227fa_EMD_F40PH.rdf_functional.owl,44,22,14828,25,15756,25,15740
approximated_36a59783-abda-4bc8-806e-997fd8c591f4_Machete.rdf_functional.owl,44,19,14772,24,15760,26,15688
approximated_36aa54b8-1b3e-4db7-917e-60b5dae66e7f_istryfinal.owl_functional.owl,64,22,14820,24,15760,24,15644
approximated_36b33984-883b-484e-bb5c-62d837d30748_Clarytone.rdf_functional.owl,44,20,14948,23,15820,24,15616
approximated_36bf65ea-821a-4868-aaaa-ba268d25b06c_Bollard.ttl_functional.owl,44,20,14772,26,15956,23,15740
approximated_36c429a5-1718-49db-89b8-ea4d6e4f2cb5_Compactor.rdf_functional.owl,44,20,14788,25,15888,25,15620
approximated_36c6ee3a-5e05-4b19-94ce-f9375137cdd8_ta_dUrbino.rdf_functional.owl,44,19,14960,25,15812,23,15620
approximated_36c7a54c-67d6-4681-a461-ab13426c7e66_Rice_Candy.rdf_functional.owl,44,19,14884,24,15900,25,15628
approximated_36c9acaf-e608-4a77-970d-9066424b1dbe_ne.owl.nooneof_functional.owl,160,44,18168,52,20168,52,19892
approximated_36d29a96-2161-4581-b805-cb34b999921b_noReggiano.ttl_functional.owl,44,21,14824,24,15760,23,15624
approximated_36e0985d-0f84-4051-91b0-a9fcbc5ef5d3_Wurstbrot.ttl_functional.owl,44,19,14788,23,15880,24,15620
approximated_36e2b695-7e57-42d8-a72b-a5805f96e99b_Cassareep.rdf_functional.owl,44,22,14844,26,15736,27,15820
approximated_36e842d4-42e6-4ec4-8985-92fe32db257b_MatC3B3.rdf_functional.owl,44,20,14876,28,15760,31,15636
approximated_36faa6ac-6b7a-42cc-8490-574e16f8fe5b_Rokpol.rdf_functional.owl,44,20,14840,26,15764,23,15588
approximated_3708fbbe-4bfc-4763-9ec5-34a36251f5dd_Chewing_gum.rdf_functional.owl,44,18,14832,26,15892,24,15628
approximated_370a4b49-a6ed-4864-8eb3-471e41312f7d_Prstost.rdf_functional.owl,44,21,14892,24,15760,25,15640
approximated_371fe108-1eb5-4856-a1e3-5187fbc1e22e_EndNote.rdf_functional.owl,44,19,14876,22,15736,24,15692
approximated_37239bc8-e198-4ede-8c07-6a71fdf50335_Semiformal.ttl_functional.owl,44,19,14784,24,15720,22,15580
approximated_373a62c2-433f-4a82-a4c2-b3f010b9af40_Caf_au_lait.rdf_functional.owl,44,22,14964,24,15752,23,15824
approximated_373adeec-caee-4c6a-bed7-cadd89d17d53_crimeoa.owl_functional.owl,283,52,18332,57,18896,51,18568
approximated_3747b5ae-e4fd-4f61-9591-a0efc27f5fc4_Havarti.rdf_functional.owl,44,20,14940,23,15768,25,15684
approximated_374fc6ee-44dd-486e-b0ca-12dbd76a705d_ic_sanddab.rdf_functional.owl,44,20,14820,24,15816,24,15660
approximated_375563f9-71ac-49fe-88bd-5f4fc0f8cc99_ion_sensor.ttl_functional.owl,44,19,14828,25,15760,25,15588
approximated_3755a349-2eff-40a3-8cec-59bd5cebcc00_facecustom.owl_functional.owl,594,80,23588,87,24904,101,24452
approximated_37852c1e-9bc3-414e-8029-51e0bc05c330_ic_vinegar.ttl_functional.owl,44,17,14896,21,15764,23,15572
approximated_3786efec-e5de-4f6a-adb4-5ff98da0008a_sin_cheese.ttl_functional.owl,44,19,14884,24,15964,23,15636
approximated_3790bf2d-66c8-4fe5-98b8-8bf00d6f10d6_shing_line.rdf_functional.owl,44,25,15044,28,15908,24,15584
approximated_3792629f-be17-4fda-9feb-429da30bffa9_noacrylate.ttl_functional.owl,44,18,14840,26,15812,26,15644
approximated_379c8d82-b2cb-4598-a878-1dad8290017f_ary_cutter.ttl_functional.owl,44,23,14976,24,15720,23,15604
approximated_37a21d68-cfdc-40ce-af06-12ec4818b59b_phys.owl_functional.owl,306,37,16644,60,20420,56,20232
approximated_37ad7d61-d570-4d67-a631-3ff31544046c_ralogGroup.owl_functional.owl,70,23,15112,30,16464,32,16320
approximated_37ae21a8-8d3a-4482-a1ae-34cab320bf93_lapa_bread.ttl_functional.owl,44,21,14784,24,15948,24,15772
approximated_37aef8c5-e669-40ad-8dda-c3d19ef0dfdd_cating_saw.ttl_functional.owl,44,18,15024,25,15720,24,15616
approximated_37bfb8ad-a6fb-46e6-b202-3a1067e82f5e_chev_dough.rdf_functional.owl,44,20,14820,23,15760,24,15580
approximated_37c11239-ace5-4076-adcc-55d712463e66_View_camera.rdf_functional.owl,44,22,14772,26,15708,26,15572
approximated_37c94c20-67a2-41b7-8081-92af45f5fef5_mnognathia.rdf_functional.owl,44,18,14896,26,15808,26,15580
approximated_37d6fe54-c709-4fdc-9987-d3882b2cea40_p_ontology.owl_functional.owl,47,21,14984,26,15728,25,15676
approximated_37e22492-f0fa-4dfa-be3b-1a583bc028c4_Grouper.rdf_functional.owl,44,19,14772,26,15764,24,15684
approximated_37ec504c-2262-4e75-ae16-ac1dbbf8e839_lRelations.owl_functional.owl,70,21,14920,27,15876,27,15816
approximated_37fa1851-5aae-4f1e-8f87-3a963d31f52a_ecrm_101001.owl_functional.owl,128,27,15612,40,17532,38,17368
approximated_380156fe-2871-41ac-9264-102d1867b1e7_Baked_beans.ttl_functional.owl,44,22,14784,27,15896,26,15648
approximated_3803baf5-8481-4dd5-b3ad-7a048617f01b_Wipers.ttl_functional.owl,44,20,14844,25,15788,24,15580
approximated_380432c6-efde-4642-b74c-5eab39b7d7db_InspireTN.owl_functional.owl,77,28,15196,33,16200,29,15944
approximated_380b0ef8-f8fb-40cd-a850-813d398b24c0_Ticagrelor.ttl_functional.owl,44,21,14772,29,15764,27,15592
approximated_38144779-b4a5-4c10-80f6-521f8bab21b4_IPad.ttl_functional.owl,44,20,14816,26,15712,26,15760
approximated_38315f6b-262f-47ca-b581-9e8ce8f98da8_e.owl.PREVIOUS_functional.owl,45,24,15388,30,15900,28,15812
approximated_3832b79d-3b65-4f6f-a5e3-4a13a83b7857_ing_shears.rdf_functional.owl,44,21,14832,24,15912,23,15620
approximated_38359aff-c44f-40d2-9a26-c3633691bcfc_itude_gate.ttl_functional.owl,44,22,14876,24,15752,23,15772
approximated_38420a39-0297-40e0-9e4d-38d18fa68e54_dering_gun.ttl_functional.owl,44,19,14824,27,15780,25,15636
approximated_3850f80a-099f-4774-9da2-cb506ab1ac65_Kumquat.rdf_functional.owl,44,19,14784,27,15772,31,15624
approximated_3851bd3b-395e-4185-9239-e7a937f8d9c2_nt_Example.owl_functional.owl,743,92,23224,109,25812,98,24664
approximated_3858332a-3b37-48f3-89d3-fab88354691c_urityViews.owl_functional.owl,316,48,18124,60,19652,54,19384
approximated_38744b24-af2f-4548-ba45-555484d05afc_onto.rdf_functional.owl,60,24,14892,26,15840,27,15932
approximated_388934ae-0d8e-4473-a8bd-45f29ee4badf_taxon_name.owl_functional.owl,49,20,15016,26,16108,24,15816
approximated_38915e33-6b44-4d41-9bb8-f7cf4f808074_Girandole.ttl_functional.owl,44,20,14972,26,15804,24,15620
approximated_389a96d0-4b97-429b-b831-cab267dd85f6_223onto.rdf_functional.owl,163,23,15248,28,16312,28,16216
approximated_389c090e-0ce3-4e64-955c-baac4802fb14_TRIAC.ttl_functional.owl,44,22,14788,27,15756,27,15584
approximated_389ecfd7-e8a0-4201-9449-de81d9f34999_se_missile.ttl_functional.owl,44,20,14968,27,15892,27,15652
approximated_38a06c2c-b228-458c-9e1c-467e8b571b20_Fire_hose.rdf_functional.owl,44,21,14832,26,15768,27,15588
approximated_38aac816-37ca-4141-92a4-ea5c549e7b6e_plgrid.owl_functional.owl,29,18,14836,22,15556,21,15636
approximated_38ac6b6a-f06c-44b0-9cc9-68eaa90428b1_PaulFisher.rdf_functional.owl,63,20,14896,24,15776,24,15820
approximated_38b55830-b145-488f-b3fd-a4d95b5df50a_ACTexample.owl_functional.owl,93,30,15976,30,16468,32,16248
approximated_38cb2f0f-2c0d-4bcc-9f67-80d82467ec5d_ash_memory.rdf_functional.owl,44,19,14884,25,15892,26,15812
approximated_38d8c330-3e50-411b-b69a-19dc6d3c7f68_undOrganic.owl_functional.owl,330,38,16888,60,20836,62,20380
approximated_38dba8d2-3d9c-409f-b70d-5a1195cbdb7c_units.owl_functional.owl,46,20,14752,24,15716,24,15388
approximated_38dfbd9e-a58d-4b80-a851-41267ac60774_Vinegar.ttl_functional.owl,44,17,14780,23,15892,25,15692
approximated_38e427d5-a197-405c-8cf1-fad46acbe827_Tobiko.rdf_functional.owl,44,23,14836,34,15720,27,15588
approximated_38f56a31-94c0-4e3d-83bd-982719548b34_on_turbine.ttl_functional.owl,44,19,14780,28,15756,24,15620
approximated_38ff03b8-917e-4b0a-a160-2d26157ea4ed_ction_seat.rdf_functional.owl,44,20,14884,28,15756,24,15696
approximated_39232cfd-d53a-4f35-999f-62023c7af553_Rodoric.ttl_functional.owl,44,19,15012,26,15764,23,15628
approximated_392d3406-cedd-46f4-93ac-23d70207553b_act_wrench.rdf_functional.owl,44,19,14944,24,15768,26,15628
approximated_39317f8a-38d8-4817-89d8-d8ab465ec634_Leaf_blower.rdf_functional.owl,44,20,14848,25,15764,25,15620
approximated_393a5581-e415-43d9-8479-cbe2588fec5f_ane_cheese.ttl_functional.owl,44,21,14872,26,15632,25,15740
approximated_39493b69-3be5-47c1-aa9f-ea43a2296412_Alpha_21264.rdf_functional.owl,44,19,14944,27,15808,24,15816
approximated_394f0de1-92f0-4a6c-a832-09147aabdf9d_Rindswurst.ttl_functional.owl,44,20,14832,25,15756,25,15692
approximated_3950dfbe-70c4-46d2-a2bc-ddae82dc5f27_st_cricket.rdf_functional.owl,44,19,14784,25,15764,24,15604
approximated_395e9b4a-32eb-4d76-bfbe-f2c79fe0e57f_epublic1.5.owl_functional.owl,176,33,16216,44,18236,47,18040
approximated_397af8f6-f399-4fff-a2cf-fe49d283259a_scro.owl_functional.owl,48,24,15592,25,15860,21,15744
approximated_3983a269-8061-4349-bb79-cd1969fe40c3_oor_buffer.ttl_functional.owl,44,19,14968,23,15880,25,15576
approximated_3993806e-7dc4-4d12-aafb-72396e0190d1_Ink_Pen.ttl_functional.owl,44,20,15020,28,15716,24,15572
approximated_3995c40d-3333-4bc3-93d7-e1bbe3410c2a_AbbaZaba.ttl_functional.owl,44,20,14820,26,15744,25,15592
approximated_39b94cd4-8b03-460a-9a09-5c6e4e8baa7d_nfexternal.owl_functional.owl,42,19,14788,24,15808,24,15696
approximated_39dd58b3-e631-4303-9721-aded5ea26123_mond_paste.rdf_functional.owl,44,19,14944,24,15876,28,15692
approximated_39e1a33b-3300-496b-947b-4c0219deac6a_eHierarchy.owl_functional.owl,83,22,15364,31,16708,32,16388
approximated_39fe7348-562d-4121-8365-6ac23424cb7c_genpol.owl_functional.owl,78,22,15040,27,16048,28,16068
approximated_3a014173-f0ea-4239-a304-129bdfdb8d5f_low_treats.rdf_functional.owl,44,25,14824,29,15720,27,15772
approximated_3a069e05-be9a-445b-bc9c-837842280411_Apple.ttl_functional.owl,44,21,14784,26,15760,25,15768
