file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_00153.owl_functional.owl,45,20,14824,24,15724,23,15604
approximated_00157.owl_functional.owl,159,25,15592,38,17444,33,17196
approximated_00158.owl_functional.owl,103,22,15300,32,16644,28,16412
approximated_00159.owl_functional.owl,115,23,15308,28,16800,29,16724
approximated_00160.owl_functional.owl,103,25,15396,38,16588,29,16480
approximated_00163.owl_functional.owl,48,23,14812,26,15932,22,15732
approximated_00167.owl_functional.owl,126,28,15484,34,17320,35,17004
approximated_00169.owl_functional.owl,32,18,14848,22,15720,23,15600
approximated_00172.owl_functional.owl,59,22,14892,25,15696,25,15780
approximated_00173.owl_functional.owl,67,20,14988,25,15752,25,15744
approximated_00198.owl_functional.owl,40,19,15260,21,15708,20,15340
approximated_00243.owl_functional.owl,684,71,21268,86,24032,89,22472
approximated_00256.owl_functional.owl,30,19,14732,23,15644,21,15548
approximated_00275.owl_functional.owl,25,19,14912,24,15620,24,15756
approximated_00279.owl_functional.owl,34,21,15292,23,15616,22,15668
approximated_00280.owl_functional.owl,94,24,15276,32,16696,31,16736
approximated_00281.owl_functional.owl,55,18,14956,25,15788,25,15616
approximated_00282.owl_functional.owl,147,28,15704,40,17464,36,16988
approximated_00283.owl_functional.owl,181,29,16028,48,18404,42,18300
approximated_00284.owl_functional.owl,218,30,16128,49,18660,49,18300
approximated_00290.owl_functional.owl,70,28,16092,31,16472,28,16280
approximated_00293.owl_functional.owl,208,29,16628,50,19548,52,18960
approximated_002f75a4-16ee-4437-9123-c273f399590c_odSolutions.owl_functional.owl,499,65,18228,92,22952,76,22484
approximated_0030107c-7315-4a26-a530-2346f0ced0b7__gathering.owl_functional.owl,39,19,15092,26,15816,26,15680
approximated_00302.owl_functional.owl,243,32,16244,44,18604,43,18140
approximated_00303.owl_functional.owl,194,32,15944,45,18380,42,17892
approximated_00319.owl_functional.owl,233,53,18912,62,21712,63,21212
approximated_00320.owl_functional.owl,233,58,18904,57,21448,55,21284
approximated_00331.owl_functional.owl,36,23,14952,24,15852,27,15716
approximated_00332.owl_functional.owl,36,18,14900,28,16016,24,15644
approximated_00333.owl_functional.owl,36,18,14828,24,15804,25,15568
approximated_00334.owl_functional.owl,36,18,14888,23,15840,26,15648
approximated_00335.owl_functional.owl,36,19,15112,29,15800,25,15604
approximated_00336.owl_functional.owl,36,21,14908,24,15804,24,15636
approximated_00337.owl_functional.owl,36,21,14908,25,16020,24,15852
approximated_00338.owl_functional.owl,36,16,14936,23,15756,22,15744
approximated_00339.owl_functional.owl,36,18,15108,24,15720,23,15640
approximated_00340.owl_functional.owl,36,17,14852,22,15800,23,15648
approximated_00343.owl_functional.owl,233,49,18908,60,21448,63,21112
approximated_00344.owl_functional.owl,233,53,19184,71,21624,62,21356
approximated_00345.owl_functional.owl,233,54,18952,61,21512,57,21272
approximated_00346.owl_functional.owl,233,54,19184,60,21552,59,21184
approximated_00348.owl_functional.owl,39,19,14912,24,15804,24,15684
approximated_00351.owl_functional.owl,118,33,16616,34,17560,34,17408
approximated_00355.owl_functional.owl,44,22,15568,24,16020,25,16044
approximated_00358.owl_functional.owl,81,24,15216,30,16652,29,16576
approximated_00359.owl_functional.owl,211,40,16212,54,19232,50,19188
approximated_00360.owl_functional.owl,580,72,19532,89,26316,93,25696
approximated_00361.owl_functional.owl,85,26,15256,32,16764,30,16524
approximated_00366.owl_functional.owl,36,19,15044,24,15704,22,15520
approximated_00367.owl_functional.owl,36,18,14760,22,15636,26,15664
approximated_00384.owl_functional.owl,218,35,16580,51,19260,46,18820
approximated_00385.owl_functional.owl,242,38,16764,51,19620,50,19528
approximated_00407.owl_functional.owl,28,17,14952,21,15604,21,15340
approximated_00410.owl_functional.owl,467,45,18172,78,23520,72,22996
approximated_00411.owl_functional.owl,301,41,17152,66,21720,61,21340
approximated_00415c44-c970-4f58-bc58-d909c6279bf7_shing_line.rdf_functional.owl,44,21,15072,25,15808,25,15684
approximated_00418.owl_functional.owl,93,25,15480,39,17532,35,17300
approximated_00421.owl_functional.owl,295,43,17528,70,21968,72,21388
approximated_00422.owl_functional.owl,172,37,16204,56,19124,44,18752
approximated_00423.owl_functional.owl,299,40,17112,59,21044,61,20812
approximated_00424.owl_functional.owl,444,49,18516,79,24304,73,23796
approximated_00427.owl_functional.owl,244,48,18100,58,20012,52,19748
approximated_0042fff2-8249-44c1-bad9-f8b4da5a1a66_personale.owl_functional.owl,75,23,15428,30,16624,29,16476
approximated_00430.owl_functional.owl,114,28,15524,33,16696,33,16756
approximated_00431.owl_functional.owl,114,24,15584,33,16708,28,16748
approximated_00432.owl_functional.owl,81,24,15352,31,16316,27,16392
approximated_00433.owl_functional.owl,81,24,15256,29,16360,27,16332
approximated_00445.owl_functional.owl,351,39,17520,70,22208,65,21648
approximated_00446.owl_functional.owl,456,61,18156,88,24168,72,23708
approximated_00447.owl_functional.owl,456,51,18140,90,24428,75,23592
approximated_00449.owl_functional.owl,530,75,22248,103,26084,81,25244
approximated_00453.owl_functional.owl,38,18,14876,22,15884,22,15840
approximated_00454.owl_functional.owl,80,26,15280,32,16584,30,16540
approximated_00455.owl_functional.owl,243,41,16584,55,20224,54,19796
approximated_00456.owl_functional.owl,243,42,16616,57,20324,59,19712
approximated_00457.owl_functional.owl,351,51,17512,70,23036,78,22664
approximated_00458.owl_functional.owl,351,42,17484,74,23244,78,22596
approximated_0045af0e-5c68-4d7e-b53b-6d2cc43cce20_opaxlevel3.owl_functional.owl,51,19,14968,24,16008,25,16000
approximated_00464.owl_functional.owl,61,21,14980,26,16160,26,15980
approximated_00465.owl_functional.owl,84,24,15272,29,16468,31,16256
approximated_00468.owl_functional.owl,192,32,16008,46,19116,44,18808
approximated_00469.owl_functional.owl,235,35,16404,53,19704,48,19516
approximated_0047511c-b159-4b96-9e3f-599c35c189a2_RapidMiner.owl_functional.owl,209,30,15852,40,17412,37,17204
approximated_00475.owl_functional.owl,25,20,14732,23,15628,24,15516
approximated_00478.owl_functional.owl,250,37,16720,53,19884,49,19424
approximated_00479.owl_functional.owl,213,37,16240,46,18844,45,18416
approximated_00480.owl_functional.owl,240,34,16324,50,19136,46,18972
approximated_004e183d-265d-4a71-bb70-c4ed701de9d3_age_cheese.ttl_functional.owl,44,20,14868,24,16012,23,15860
approximated_004f2bfd-1121-45c5-b10c-ec43f7d7473b_ce_missile.ttl_functional.owl,44,20,14872,23,15736,24,15656
approximated_00503.owl_functional.owl,70,19,15216,27,16304,26,16104
approximated_00504f28-30ed-49ad-b3d5-fb0983076961_Microdrive.rdf_functional.owl,44,18,14924,24,15800,23,15712
approximated_00504.owl_functional.owl,179,30,15964,43,18780,42,18588
approximated_00505.owl_functional.owl,39,19,14876,23,15772,22,15660
approximated_00506.owl_functional.owl,184,41,17496,48,18896,42,18836
approximated_00507.owl_functional.owl,271,54,18908,61,21120,57,20728
approximated_00508.owl_functional.owl,77,27,16188,30,16892,30,16476
approximated_00511.owl_functional.owl,130,24,15536,33,17052,34,17088
approximated_00512.owl_functional.owl,508,46,17644,63,21500,60,21268
approximated_00513.owl_functional.owl,90,23,15152,32,16828,31,16556
approximated_00514.owl_functional.owl,90,24,15408,30,16752,30,16580
approximated_00519.owl_functional.owl,45,20,14944,25,15968,26,15864
approximated_00520.owl_functional.owl,48,21,14952,27,15988,27,16048
approximated_00526.owl_functional.owl,488,56,17744,69,21824,62,20980
approximated_00527.owl_functional.owl,152,31,15844,41,17944,37,17648
approximated_00549.owl_functional.owl,116,27,15436,34,17524,33,17260
approximated_00550.owl_functional.owl,203,33,16164,52,19364,50,18828
approximated_00555.owl_functional.owl,242,36,16700,54,20056,52,19704
approximated_00556.owl_functional.owl,428,78,21016,85,24420,79,23844
approximated_00560.owl_functional.owl,45,25,15448,26,16052,26,15844
approximated_00561.owl_functional.owl,128,37,16692,40,17840,37,17616
approximated_00562.owl_functional.owl,173,31,16060,41,18888,45,18580
approximated_00563.owl_functional.owl,230,34,16520,50,19912,48,19596
approximated_00567.owl_functional.owl,124,29,15520,42,17700,40,17512
approximated_00568.owl_functional.owl,124,29,15612,35,17528,34,17344
approximated_00569.owl_functional.owl,544,59,19672,96,26464,88,25840
approximated_00570.owl_functional.owl,257,39,16716,57,20540,51,20172
approximated_00571.owl_functional.owl,319,48,17388,66,22112,78,21500
approximated_00575.owl_functional.owl,189,36,16524,54,19588,47,18992
approximated_00578.owl_functional.owl,299,42,17184,71,21312,60,20896
approximated_00579.owl_functional.owl,444,52,18516,102,24240,77,23748
approximated_00580.owl_functional.owl,70,21,15160,28,16456,28,16276
approximated_00581.owl_functional.owl,84,23,15252,32,17024,32,16720
approximated_00582.owl_functional.owl,198,30,16100,45,19004,47,18788
approximated_00589.owl_functional.owl,286,39,16920,64,21092,60,20832
approximated_00590.owl_functional.owl,225,36,16004,49,18372,49,18060
approximated_00591.owl_functional.owl,522,61,19304,102,27056,96,26320
approximated_00592.owl_functional.owl,629,71,20264,130,28980,129,28268
approximated_00593.owl_functional.owl,577,89,19344,104,27088,115,26224
approximated_00594.owl_functional.owl,575,78,19288,101,26816,91,25892
approximated_00595.owl_functional.owl,697,104,24776,127,29516,104,28500
approximated_00596.owl_functional.owl,594,78,23376,91,27316,100,26632
approximated_00597.owl_functional.owl,718,101,24876,121,30288,130,29016
approximated_00600.owl_functional.owl,575,67,19300,93,26820,90,25860
approximated_00605.owl_functional.owl,164,31,16084,43,18488,42,18240
approximated_00606.owl_functional.owl,164,32,15908,44,18592,43,18220
approximated_00609.owl_functional.owl,49,24,15640,26,16020,24,15780
approximated_00624.owl_functional.owl,237,35,16456,77,19884,51,19724
approximated_00626.owl_functional.owl,501,73,22428,105,26572,89,25580
approximated_00627.owl_functional.owl,629,98,24316,104,29496,103,28724
approximated_00628.owl_functional.owl,501,75,22232,94,26244,95,25948
approximated_00629.owl_functional.owl,629,93,24360,107,29500,105,28524
approximated_00630.owl_functional.owl,501,75,22212,101,26208,92,25924
approximated_00631.owl_functional.owl,631,110,24392,90,29528,110,28504
approximated_00632.owl_functional.owl,498,76,22176,98,26116,97,25700
approximated_00633.owl_functional.owl,631,87,24460,108,29476,101,28704
approximated_00636.owl_functional.owl,427,50,18212,76,23312,77,23080
approximated_00637.owl_functional.owl,48,20,14884,26,15972,24,15844
approximated_00638.owl_functional.owl,59,23,14968,29,16076,28,16000
approximated_00639.owl_functional.owl,153,33,15996,42,17968,40,17724
approximated_00640.owl_functional.owl,196,37,16224,47,19084,47,18600
approximated_00643.owl_functional.owl,108,28,15564,40,17260,35,17020
approximated_00644.owl_functional.owl,155,34,15980,41,18208,42,17948
approximated_00648.owl_functional.owl,60,20,15160,27,16180,25,16188
approximated_00649.owl_functional.owl,241,36,16428,55,19552,48,19168
approximated_00650.owl_functional.owl,241,55,16464,54,19516,54,19164
approximated_00654ae3-16ea-4396-8c73-cd3931391ea7_d_railroad.rdf_functional.owl,44,19,14836,23,15892,24,15724
