file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_e86dc9cb-c12f-43fd-9745-27f7b0ea4585_SYSElement.owl_functional.owl,58,20,15036,23,15848,26,15692
approximated_e8d01929-554c-45d9-860a-de17698cc1ab_PaulFisher.rdf_functional.owl,63,20,14852,23,15776,21,15700
approximated_e8e21cf0-f086-42d1-af7d-41478f976c67_Samovar.ttl_functional.owl,44,19,14876,25,15744,22,15580
approximated_e90200c9-87bf-45b2-aea5-c2f2c9e1d50e_PaulFisher.rdf_functional.owl,67,20,15036,27,15940,26,15704
approximated_e92baf6f-f16f-4bf0-b115-b2da0f68bd16_dbpedia.owl_functional.owl,243,39,17520,61,21764,61,21164
approximated_e93465e3-0d17-4b17-9623-d9dc354ce5d2_FN1.50.owl_functional.owl,227,35,16244,49,19380,46,18504
approximated_e9374aaa-bcc8-471d-bab1-a28dc48b94fa_PaulFisher.rdf_functional.owl,63,19,14940,24,15984,22,15748
approximated_e967ceff-cf08-4aee-a93f-46bfe341ed45_tigersyntax.owl_functional.owl,34,16,14828,20,15536,20,15364
approximated_e97846c7-c6ea-4b52-9782-90bc054aba38_CategoryMockup_functional.owl,32,17,14672,20,15480,20,15264
approximated_e9ad8377-c482-47cc-8ffd-cef2bb4c87fd_lmf.owl_functional.owl,30,19,14672,23,15516,24,15540
approximated_e9bd0003-e59e-4f38-af79-b966b9dddf62_se3_athome.rdf_functional.owl,72,18,15012,23,15888,23,15532
approximated_e9d10b42-3011-41a8-99f5-d0604b0fc2c5_GUM3space.owl_functional.owl,194,28,15760,36,17260,33,17052
approximated_e9e4e4f2-3190-4851-9a51-81178cb65808_onto.rdf_functional.owl,52,21,14824,25,15932,25,15624
approximated_e9e931e7-a391-48f8-857d-8f00afcda58d_ry_storage.rdf_functional.owl,44,19,14820,32,15888,26,15636
approximated_e9f06a0c-3a18-4d37-ba61-d36c84ddbf88_AC.ttl_functional.owl,44,19,14776,23,15824,22,15664
approximated_ea5cffcb-e836-4892-a2e2-12d0d6458614__qudtv1.01.ttl_functional.owl,76,20,15096,27,16472,26,16152
approximated_ea684f11-84c6-4b75-8f83-9106c2bd0c73__test_data.owl_functional.owl,311,42,16716,50,19648,49,19008
approximated_ea85a5ac-f436-4733-957d-24fe36f88320_ns20060722.owl_functional.owl,39,20,14768,25,15708,24,15756
approximated_eafed82f-bce3-4472-abdb-0fed447e4480_complex1.0.owl_functional.owl,370,41,17436,65,22220,63,21684
approximated_eb15aa51-93e6-4ffd-a430-af1a0045348b_omposition.owl_functional.owl,107,21,15316,40,17044,38,16716
approximated_eb185baa-7385-4933-9ae5-686199ea8e3c_SwTO.owl_functional.owl,70,20,15200,25,16204,26,16168
approximated_eb259c60-6107-441f-9497-defd7b15ed9a_MyAutohaus.owl_functional.owl,48,18,14996,25,15996,24,15656
approximated_eb29a029-05e3-4b93-9efe-41f3c30a0390_bibo.n3_functional.owl,43,19,14788,25,15808,24,15676
approximated_eb2f8a9d-c645-466f-9f92-2998f1b73fbb_salo.owl_functional.owl,119,37,16664,38,17500,33,17268
approximated_eb3b16cd-affa-400f-9713-98bd93cf46ae_Umnumzaan.ttl_functional.owl,44,19,14960,24,15824,23,15816
approximated_eb3b9e5c-614a-4982-8ff4-46e69e5205b5_DeTiroides.owl_functional.owl,49,18,14964,22,15636,24,15516
approximated_eb734511-a7f4-4d75-9e9a-1b598322f8ef_psims.owl_functional.owl,509,78,18896,81,25720,92,25028
approximated_eb8bfa42-a0ca-4977-a58f-739c3c3d96ef_people_functional.owl,28,16,14724,19,15500,20,15388
approximated_eb95c280-5524-4273-a9c6-12079ce1d2cb_estandards.owl_functional.owl,143,23,15540,33,17320,32,17056
approximated_eba921b0-589b-4d65-9f4b-30414792fc23_esg.owl_functional.owl,614,51,18372,76,23952,77,22404
approximated_ebc92bd6-86cf-440a-be5e-34b6db08a0d2_sonMapping.owl_functional.owl,78,21,15276,31,16596,31,16320
