file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
a0740509-ba63-46d7-b558-8d364d97ef54_Security.owl_functional.owl,420,56,20924,1120,110864,1044,107732
a081ac62-8573-40c3-8e60-d87d7c79819e_Loudspeaker.ttl_functional.owl,95,30,16196,31,17092,29,16956
a086cc23-d2bb-4417-8eaa-0835fdfcf26b_schema.owl_functional.owl,319,31,15924,35,17020,35,16796
a0894bed-76f7-44e4-a7f6-96a8a8f0ede5_nge_roughy.ttl_functional.owl,95,28,16280,34,17036,29,17052
a0b141af-1c70-426b-a9fa-7af1492526b0_POWER5.rdf_functional.owl,95,28,16076,30,17296,30,17152
a0b72ed5-8dd8-4df6-95a5-272f4c232d90_TFL10niso.owl_functional.owl,87,35,19148,38,20000,37,19832
a0c4a068-adcd-4280-a345-0aba731a9e34_ring_clamp.rdf_functional.owl,95,29,16080,36,17016,33,16924
a0cf0767-ff28-4bcd-8e77-7743df75b7ee_Silica_gel.ttl_functional.owl,95,31,16120,32,17304,32,16992
a0d8a9a9-8931-4191-96d6-09cfa754432c_nsc.rdfxml.owl_functional.owl,189,38,15988,41,18716,41,18208
a0ddb102-fce7-428d-9ecb-2d484e2e98db_ETPtourism.owl_functional.owl,170,34,17120,40,19148,40,18976
a0e9ae78-5c7c-4928-a16b-56562d9e989b_onto.owl_functional.owl,119,27,15920,33,18444,29,18316
a1096c57-096c-4dac-bef8-10ce4babb27e_turkish.owl_functional.owl,73,27,16212,31,16992,28,16884
a120a9a3-2785-42d2-88ea-08803a1a8756_ho.owl_functional.owl,76,36,19088,39,20112,35,19676
a126e40a-23a0-4aa4-b380-4375eab8b92c_Tollatsch.rdf_functional.owl,95,32,16164,32,17256,30,17012
a13abfe4-2652-42b5-886f-83f820f31873_rolina_rig.rdf_functional.owl,95,31,16280,32,17148,32,17164
a14ca594-445b-4690-a0bb-e201cf5a6cc8_Roux.rdf_functional.owl,95,29,16100,31,17292,30,16908
a14f22f4-3de1-411d-b8f0-503dcafd71f0_BridgeOpen.owl_functional.owl,93,30,16276,31,16732,28,16712
a15c3d5a-3ddb-4ae5-ab89-8cf0c90234f6_sPrincipal.owl_functional.owl,114,32,16636,37,18868,36,18424
