file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_9e7ac78e-bfba-4cbc-84af-335a9cf5c6fd_DUL.owl_functional.owl,73,23,15280,30,16216,30,16096
approximated_9e93875e-bf17-48fc-9a26-d9d5a9d155f0_o_OMNIA_v2.owl_functional.owl,44,19,14716,23,15660,23,15496
approximated_9e93ebc9-daf0-4646-8d40-b83b1d5bc5c0_Camcorder.rdf_functional.owl,44,18,14972,22,15880,21,15760
approximated_9ec1eb61-a4c4-420a-9d97-a2db97a73e96_vno_cheese.ttl_functional.owl,44,17,14832,23,15736,21,15672
approximated_9ef62fce-b73a-465b-8a2b-28322c490557_lotico.owl_functional.owl,37,18,14764,22,15748,21,15640
approximated_9eff1c37-8ba9-4312-9fc4-dd31a592afdb_dsolutions.owl_functional.owl,46,16,14804,21,15612,19,15428
approximated_9f00ebed-14a0-4817-b3b7-d9fdfd57d23e_wine.owl_functional.owl,156,28,15596,37,18024,36,17832
approximated_9f14a3ce-a826-4b01-b95e-e6034e209e8e_sensordata.owl_functional.owl,121,24,15324,33,17272,31,17044
approximated_9f6bd909-5bc2-49b4-b6e7-5533f83d3278_odSystems.owl_functional.owl,41,18,14908,25,15632,24,15592
approximated_9f6eba2b-d7c8-49d6-85f8-32b870f171e0_Design.v27.owl_functional.owl,90,30,15924,30,16324,27,16168
approximated_9f86b682-0885-4083-89dc-55e367050ba3_compute.owl_functional.owl,65,20,14972,28,16124,27,16036
approximated_9fa5de7c-50d3-4221-977b-77cf8f88e24c_DQontology3.owl_functional.owl,60,24,15496,24,15856,25,15684
approximated_9fa64197-8c1e-4369-a787-62cf9b7b0743__preserves.rdf_functional.owl,44,18,14824,23,15804,23,15600
approximated_9fba6438-b95e-454c-b78e-b32ab7d27e52_sequence.owl_functional.owl,502,73,22148,88,26248,89,25684
approximated_9fbcd7d1-d371-414b-bc36-6ab7907803f5_complex2.0.owl_functional.owl,54,19,14828,23,16028,23,15836
approximated_9fc3a460-e47a-4bad-b99e-7f4c2a49b38a_onto.rdf_functional.owl,61,18,15012,25,15952,25,15780
approximated_9fc828f9-4b48-455e-928b-b6db41cbbc00_esta_valve.ttl_functional.owl,44,18,14964,23,15736,23,15764
approximated_9fe40968-0b3e-487f-8019-9a288ee1c249_Intel_80286.rdf_functional.owl,44,19,14820,23,15900,22,15620
approximated_9fefd6bf-5ce4-4ba3-8333-ab079add9694_dimension_functional.owl,79,21,15056,32,16548,26,16188
approximated_a002639d-31ba-4014-9840-2b950ebc6bed_felschorle.ttl_functional.owl,44,16,14964,22,15712,22,15820
approximated_a0199d4f-f800-4dbf-8fa1-2429e8f7e23c_Amul.ttl_functional.owl,44,18,15028,24,15756,23,15596
approximated_a02b7694-d987-4194-ae39-aa689354441c_al_anatomy.obo_functional.owl,30,16,14640,18,15436,17,15408
approximated_a0609a7c-2fdc-48d9-87c9-c92060e960b4_OWL2.owl_functional.owl,47,18,14816,22,15696,23,15700
approximated_a07357c0-bb9a-4d01-b895-01177c33b012_Dioptra.rdf_functional.owl,44,18,14824,21,15720,21,15616
approximated_a0740509-ba63-46d7-b558-8d364d97ef54_Security.owl_functional.owl,300,48,18008,51,19500,45,19160
approximated_a081ac62-8573-40c3-8e60-d87d7c79819e_Loudspeaker.ttl_functional.owl,44,17,14848,22,15868,21,15760
approximated_a086cc23-d2bb-4417-8eaa-0835fdfcf26b_schema.owl_functional.owl,236,26,15744,28,17172,31,16820
approximated_a0894bed-76f7-44e4-a7f6-96a8a8f0ede5_nge_roughy.ttl_functional.owl,44,16,14800,21,15704,20,15648
approximated_a0a531aa-f892-4b45-8022-ac8dc6001ab2_so.owl_functional.owl,496,70,22172,81,26600,79,25584
approximated_a0b141af-1c70-426b-a9fa-7af1492526b0_POWER5.rdf_functional.owl,44,18,15024,23,15760,22,15600
approximated_a0b72ed5-8dd8-4df6-95a5-272f4c232d90_TFL10niso.owl_functional.owl,69,21,14996,28,16660,28,16460
approximated_a0c4a068-adcd-4280-a345-0aba731a9e34_ring_clamp.rdf_functional.owl,44,17,14764,24,15824,23,15612
approximated_a0cf0767-ff28-4bcd-8e77-7743df75b7ee_Silica_gel.ttl_functional.owl,44,18,14880,22,15756,22,15592
