file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
0000212a-38bc-4129-898f-70d1e9114863_Lion_Bar.rdf_functional.owl,95,27,16240,28,17252,27,16976
00006.owl_functional.owl,425,51,17836,75,22824,61,22320
00008.owl_functional.owl,130,43,19856,43,21168,45,20884
00011.owl_functional.owl,77,26,15720,33,17916,33,17992
00012.owl_functional.owl,99,30,16024,34,17688,32,17696
00013.owl_functional.owl,310,51,18116,97,26328,95,26164
00014.owl_functional.owl,428,89,29692,228,44584,204,41416
00015.owl_functional.owl,82,27,15916,29,17192,29,17080
00016.owl_functional.owl,255,45,17616,90,24308,82,23852
00017.owl_functional.owl,281,46,17924,83,24524,87,24320
00018.owl_functional.owl,295,60,21624,100,28408,101,27536
00019.owl_functional.owl,263,46,17812,81,24268,84,24032
00020.owl_functional.owl,333,83,26820,173,35612,133,33436
00021.owl_functional.owl,321,61,21892,143,31860,131,30888
00022.owl_functional.owl,99,28,15880,30,17420,30,17272
00023.owl_functional.owl,100,27,16080,31,17384,30,17276
00024.owl_functional.owl,429,91,29316,221,45028,205,41460
00049.owl_functional.owl,27,22,15556,24,16440,22,16404
00050.owl_functional.owl,24,21,15272,21,15332,21,15356
00053.owl_functional.owl,652,45,17800,51,19036,52,18700
00055.owl_functional.owl,74,27,15840,33,18776,32,18648
00062.owl_functional.owl,24,22,15496,23,17288,24,17276
00075.owl_functional.owl,206,33,16392,37,18332,35,18100
00076.owl_functional.owl,65,21,14940,25,15964,26,15816
00082.owl_functional.owl,507,70,29760,96,32880,87,31700
00093.owl_functional.owl,63,20,15076,25,16288,24,15972
00094.owl_functional.owl,35,19,15276,22,16756,22,16748
00103.owl_functional.owl,156,25,15508,33,17756,32,17392
00110.owl_functional.owl,417,59,23320,74,25956,68,25112
00112.owl_functional.owl,59,31,17400,35,19420,35,19440
00115.owl_functional.owl,71,20,15252,25,16128,25,16092
00118.owl_functional.owl,37,24,15976,30,19020,26,18424
00137.owl_functional.owl,78,21,15060,29,16376,28,16188
00138.owl_functional.owl,186,34,15696,39,17388,36,17108
00139.owl_functional.owl,78,23,15208,28,16256,27,15996
00140.owl_functional.owl,387,50,17068,52,20312,54,19616
00141.owl_functional.owl,43,20,14976,23,15780,24,15508
00142.owl_functional.owl,503,45,17828,62,21920,77,21284
00143.owl_functional.owl,418,43,17232,52,19916,52,19204
00146.owl_functional.owl,552,49,18184,70,22572,66,21776
00147.owl_functional.owl,50,19,14780,23,15576,22,15380
00148.owl_functional.owl,281,41,16380,47,19044,46,18756
00149.owl_functional.owl,106,25,15308,30,16724,28,16424
00151.owl_functional.owl,88,28,16080,33,17812,35,17888
00157.owl_functional.owl,167,27,15552,36,17652,35,17240
00158.owl_functional.owl,107,23,15284,30,16596,27,16608
00159.owl_functional.owl,121,24,15292,30,16820,31,16636
00163.owl_functional.owl,52,19,14876,24,16500,24,16652
00165.owl_functional.owl,29,21,15572,22,15664,21,15576
00167.owl_functional.owl,165,37,17988,72,23336,74,23344
00169.owl_functional.owl,76,27,15784,31,18040,30,18008
00170.owl_functional.owl,48,22,15384,26,17136,25,16904
00171.owl_functional.owl,32,21,15120,23,16992,24,16820
00172.owl_functional.owl,124,31,16424,39,19128,39,19136
