file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_034657bb-ae7e-4db3-a67b-b19c77715ace_ty_harness.rdf_functional.owl,44,19,14876,24,15864,22,15648
approximated_03492129-24e2-4f25-aae6-c39c10fb53a9_ganisation.owl_functional.owl,47,17,15072,23,15952,24,15860
approximated_034963eb-e47b-4f28-84cc-3b775b35b6d8_v1.nt_functional.owl,33,18,14748,21,15700,20,15660
approximated_034e892f-5c19-4cca-8858-4bb8a3b8a6d1_sio.owl_functional.owl,551,61,18808,81,25276,78,24436
approximated_03554b1a-3f4c-4eaf-a6bc-b1ef483dc74d_act_driver.rdf_functional.owl,44,19,14964,20,15808,24,15736
approximated_0355f6ff-fb00-4890-82a8-02a773f012c6_Spoonplug.ttl_functional.owl,44,18,15076,24,15792,23,15776
approximated_03640eab-454b-4ae7-af46-f3360781e1b9_Hook_ladder.rdf_functional.owl,44,18,14964,22,15800,22,15884
approximated_03734053-d4a6-4f43-96bc-1d66a3ec763e_mtq_091217.owl_functional.owl,130,24,15756,39,17528,38,17468
approximated_037340e0-233a-4c71-8f15-56f6845d97d1_Kirpi.ttl_functional.owl,44,21,15116,26,15884,25,15696
approximated_037c4cc6-b478-4b19-977c-78413e2a5b50_hragm_pump.ttl_functional.owl,44,19,14840,24,15808,26,15724
approximated_0380cb4f-84df-4cdf-a1cb-3a60480f285d_Mohnnudel.rdf_functional.owl,44,20,14924,27,15840,24,15832
approximated_03877162-806a-4b20-9fc1-0fd93f6950b2_ethernet.owl_functional.owl,99,25,15272,36,16836,33,16468
approximated_03898ebd-78bc-41f7-ae80-bcb3172df6e4_Twoman_saw.ttl_functional.owl,44,21,15060,24,15800,24,15700
approximated_038cd3a6-5cb5-40f5-b7e7-33e77e6045ce_provenance.owl_functional.owl,225,33,16016,46,18272,43,18012
approximated_03935f93-d508-4667-b6e0-80a7a7187eb8_oceanevents.owl_functional.owl,35,19,14776,24,15920,23,15964
approximated_03abb48d-18cf-4ed2-9fa3-e12a8a7c63db_d0.owl_functional.owl,225,33,16076,47,18352,47,18172
approximated_03b5ac86-3d27-4d68-b362-9cc707873f15_alto_flute.ttl_functional.owl,44,19,14872,26,15892,24,15660
approximated_03b60c96-68bb-42b0-8169-6fa000375e38_Vegetable.ttl_functional.owl,44,19,14944,27,15804,23,15756
approximated_03bb9bcd-ecad-4678-accd-6b9abafae736_etingPlace.owl_functional.owl,187,33,15848,43,18264,44,17788
approximated_03bbad06-8527-4a7b-8302-5d41750fc99a_Content.owl_functional.owl,109,23,15528,32,16736,34,16804
