file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_00686.owl_functional.owl,28168,3112,427084,4240,721500,4319,693488
approximated_00694.owl_functional.owl,1480,114,26976,158,38564,154,37652
approximated_00695.owl_functional.owl,1915,131,30540,198,46788,194,45780
approximated_00696.owl_functional.owl,1480,103,26908,153,38520,148,37528
approximated_00697.owl_functional.owl,1915,133,30588,197,46920,192,45964
approximated_00698.owl_functional.owl,192894,20993,2283384,36578,4441216,34484,4377188
approximated_00699.owl_functional.owl,400279,40979,4306088,53101,7358940,51760,7300904
approximated_00708.owl_functional.owl,1996,107,27312,149,36612,145,34836
approximated_00718.owl_functional.owl,1465,80,24300,123,31724,109,30332
approximated_00729.owl_functional.owl,938,62,21020,85,26096,80,25080
approximated_00758.owl_functional.owl,14099,1595,221776,1936,348928,1802,333956
approximated_00759.owl_functional.owl,1984,172,41316,223,56616,220,54340
approximated_00760.owl_functional.owl,53982,5638,731520,7524,1315512,7575,1289308
approximated_00761.owl_functional.owl,4824,275,48140,562,128324,539,125860
approximated_00762.owl_functional.owl,2708,231,47868,263,61900,274,60288
approximated_00764.owl_functional.owl,14132,1490,222572,1917,349976,1797,337032
approximated_00768.owl_functional.owl,2078,184,41408,230,56756,227,55272
approximated_00769.owl_functional.owl,1357,99,25196,193,52516,186,51520
approximated_00770.owl_functional.owl,1214,84,24304,147,38796,139,37780
approximated_00776.owl_functional.owl,15108,1060,160908,1339,176688,1264,160968
approximated_00778.owl_functional.owl,22967,2862,324552,3331,474324,2622,454816
approximated_00779.owl_functional.owl,21083,1199,164640,1867,260504,1601,224424
approximated_00786.owl_functional.owl,64589,4601,621456,5434,894600,4953,851640
approximated_00791.owl_functional.owl,11328,1042,166888,1226,240784,1346,227676
approximated_00792.owl_functional.owl,32535,1260,190352,1856,332284,1998,323924
approximated_00879216-3040-49ef-b5b5-7e4d287be376_cusensembl.obo_functional.owl,31822,3240,408656,3528,576980,3501,552136
approximated_00ef905b-7914-4f8e-9b2e-6e5f4220b2e7_utessimple.owl_functional.owl,1367,97,25488,174,44204,163,42528
