file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_ce451d6a-8f12-496f-b26c-178bb813e7d3_background.ttl_functional.owl,40,15,14776,20,15748,19,15668
approximated_ce74019c-e161-411c-b69a-7160d1e9e414_Location.owl_functional.owl,67,17,14988,22,16060,22,15932
approximated_ce7c8916-41cc-4827-94ad-1428c2a51491_ower_water.rdf_functional.owl,44,16,15020,19,15724,20,15628
approximated_ce8f4c94-c83a-4ab4-97f3-b4460c0f550a_Grounding.owl_functional.owl,56,17,15100,23,15944,22,15936
approximated_ce9e28b1-0d43-4353-a05f-ef91da2c5c9f_PaulFisher.rdf_functional.owl,64,16,14848,21,15820,21,15836
approximated_ced7b027-ea39-48a0-92b0-809446fc721f_region_functional.owl,311,41,18156,44,19024,43,18252
approximated_ced80d6b-6104-4de4-b31d-2437e71a8584_neprogetto.owl_functional.owl,70,19,15196,25,16108,22,16064
approximated_ced9d741-f06b-4b86-80f2-cedf4d3fad0f_time.owl_functional.owl,39,16,14652,18,15408,18,15540
approximated_ceddd05d-6123-48e6-abda-e5cbacf6d9e8_.rdf.bibix.owl_functional.owl,108,19,14996,23,15900,24,15808
approximated_cf0e4300-1025-41d8-9041-3b5a1129a021_estigation.owl_functional.owl,278,38,17408,39,18844,39,18504
approximated_cf24f337-5263-4187-9559-9fb86f3a5fd1_Knight.rdf_functional.owl,150,23,15680,31,17240,29,16720
approximated_cf577f56-208e-479d-8aef-6d979ad707dd_PlansLite.owl_functional.owl,99,23,15296,28,16656,28,16688
approximated_cf6f1172-ebdd-45db-8515-fbb79740be9b_0Litev3owl.owl_functional.owl,56,16,14848,20,15888,23,15840
approximated_cf8c4998-b83e-482c-ba9a-00dfb5e7b7f3_chemtop.owl_functional.owl,50,16,14860,20,15800,20,15656
approximated_cf8f56a3-7872-4998-aaef-8ed816de3a11_Daas.ttl_functional.owl,44,16,14812,22,15760,20,15600
approximated_cfa880a5-e229-4db9-8537-6de5d0b099b1_bibo.owl_functional.owl,45,17,14828,23,15832,24,15640
approximated_cfa9a92c-adb7-44c3-8d8d-29245d19a959_space.owl_functional.owl,214,38,15936,37,17924,37,17388
approximated_cfb0d7b0-b838-4e20-8fda-eb450637c41f_undbericht.owl_functional.owl,418,52,17388,62,21716,59,21312
approximated_cfd6fa54-2a25-42bc-bbc8-5e25ebbb1df4_Endling.rdf_functional.owl,44,21,14828,24,15952,25,15588
approximated_cfe00e32-c9b8-404c-9f5a-07b042d046c9_codtools_02.owl_functional.owl,75,20,14988,27,16072,26,15988
approximated_cfed8132-478a-4ecb-8e02-c7e4044085ea_earl.owl_functional.owl,30,17,14712,21,15836,22,15596
approximated_cff0d4ea-7bd0-48ef-9218-09552fc3bc09_confious.owl_functional.owl,61,25,15056,31,15868,30,15920
approximated_cffe0105-4b11-4ed0-a673-4d7df0a0920f_mart.owl_functional.owl,37,21,14656,22,15408,26,15336
approximated_chembio.systems-chemical-biology-and-chemogenomics-ontology.7.owl.xml_functional.owl,57,21,14908,25,15916,25,15812
approximated_cheminf.chemical-information-ontology.32.owl.xml_functional.owl,305,54,19080,66,21508,61,20912
approximated_cno.computational-neuroscience-ontology.6.owl.xml_functional.owl,185,40,17008,45,18120,45,17808
approximated_cogpo.cognitive-paradigm-ontology.1.owl.xml_functional.owl,142,38,16768,56,17912,46,17636
approximated_cpro.computer-based-patient-record-ontology.3.owl.xml_functional.owl,56,23,14944,26,16016,29,15860
approximated_csso.clinical-signs-and-symptoms-ontology.4.owl.xml_functional.owl,67,26,15024,27,16436,31,16168
approximated_ctx.cerebrotendinous-xanthomatosis-ontology.1.owl.xml_functional.owl,491,57,20224,76,21440,58,20844
approximated_d0451fca-adc4-451b-86db-af814e5c124d_newsall.owl_functional.owl,467,48,17500,63,19992,57,19688
approximated_d05558a4-a66e-41b9-9442-7c2793be8f5b_cedar.owl_functional.owl,750,52,19224,92,24928,77,23644
approximated_d063c3bc-c3ab-42da-b94c-32aacd59deb3_a4a.owl_functional.owl,23,15,14628,20,15440,21,15308
