file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
kb-owl-syntax-unraveled-depth-1-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,4449,398,70648,551,136816,521,133976
kb-owl-syntax-unraveled-depth-1-constant-classes-value-classes.ofn_functional.owl,4332,373,65464,471,89072,496,87412
kb-owl-syntax-unraveled-depth-1-constant-classes-value-nominals.ofn_functional.owl,4345,418,64828,488,88964,473,85720
kb-owl-syntax-unraveled-depth-1-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5502,590,85732,761,163880,775,160208
kb-owl-syntax-unraveled-depth-1-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5514,596,84944,766,161864,766,159048
kb-owl-syntax-unraveled-depth-1-disjointness-constant-classes-value-classes.ofn_functional.owl,5398,568,79128,649,109392,649,106864
kb-owl-syntax-unraveled-depth-1-disjointness-constant-classes-value-nominals.ofn_functional.owl,5410,568,78420,628,108808,644,105648
kb-owl-syntax-unraveled-depth-1-disjointness.ofn_functional.owl,4976,509,73792,592,102300,567,100080
kb-owl-syntax-unraveled-depth-1-disjointness-relation-axioms.ofn_functional.owl,5087,560,79936,710,155784,757,153244
kb-owl-syntax-unraveled-depth-1-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5565,614,86904,846,176488,838,174000
kb-owl-syntax-unraveled-depth-1-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5578,605,86480,838,175788,821,172664
kb-owl-syntax-unraveled-depth-1-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,5461,584,83544,708,129632,691,127684
kb-owl-syntax-unraveled-depth-1-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,5474,584,82704,693,128548,693,125524
kb-owl-syntax-unraveled-depth-1-disjointness-triggers.ofn_functional.owl,5040,530,78004,664,121524,638,119688
kb-owl-syntax-unraveled-depth-1-disjointness-triggers-relation-axioms.ofn_functional.owl,5150,556,81856,789,168872,795,166284
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,4443,456,71524,620,138516,607,136604
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,4455,442,70820,624,138300,609,134128
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-constant-classes-value-classes.ofn_functional.owl,4339,433,67580,502,92736,497,90044
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-constant-classes-value-nominals.ofn_functional.owl,4351,432,67328,506,92204,491,89320
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5508,597,85772,780,164748,749,162932
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5521,595,85308,780,162908,751,160312
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-constant-classes-value-classes.ofn_functional.owl,5404,565,82256,647,112960,631,111228
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-constant-classes-value-nominals.ofn_functional.owl,5417,562,81404,647,112788,633,109856
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness.ofn_functional.owl,4983,528,76520,594,105560,591,103352
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,5093,537,80012,726,155860,704,153552
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5572,606,87212,858,178016,830,174672
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5585,602,86556,852,176172,834,173452
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,5468,587,83752,723,132440,713,129576
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,5481,586,82868,730,131800,707,128652
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers.ofn_functional.owl,5047,536,77952,679,124032,664,121604
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers-relation-axioms.ofn_functional.owl,5157,561,82040,794,169376,787,166576
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities.ofn_functional.owl,4077,408,64732,477,87464,465,85452
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-relation-axioms.ofn_functional.owl,4187,427,68092,583,133160,573,130808
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,4507,469,73096,696,150964,670,148708
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,4519,465,72200,696,150128,669,146364
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-triggers-constant-classes-value-classes.ofn_functional.owl,4403,448,69496,588,111200,561,108316
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-triggers-constant-classes-value-nominals.ofn_functional.owl,4415,445,68560,575,109336,552,106904
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-triggers.ofn_functional.owl,4140,419,65804,557,105940,536,103480
kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-triggers-relation-axioms.ofn_functional.owl,4250,443,69936,652,146396,640,143880
kb-owl-syntax-unraveled-depth-1.ofn_functional.owl,4070,393,62292,457,84684,447,82656
kb-owl-syntax-unraveled-depth-1-relation-axioms.ofn_functional.owl,4180,426,67920,583,133232,569,130764
kb-owl-syntax-unraveled-depth-1-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,4500,462,73232,684,150976,679,148248
kb-owl-syntax-unraveled-depth-1-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,4512,470,72372,687,149264,674,146128
kb-owl-syntax-unraveled-depth-1-triggers-constant-classes-value-classes.ofn_functional.owl,4396,445,69472,563,108756,551,106544
kb-owl-syntax-unraveled-depth-1-triggers-constant-classes-value-nominals.ofn_functional.owl,4408,447,68604,570,107784,537,104536
kb-owl-syntax-unraveled-depth-1-triggers.ofn_functional.owl,4134,414,65600,528,103032,509,100752
kb-owl-syntax-unraveled-depth-1-triggers-relation-axioms.ofn_functional.owl,4244,436,69928,653,145548,644,143976
kb-owl-syntax-unraveled-depth-2-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5196,843,87016,247539,71160136,5109,548692
kb-owl-syntax-unraveled-depth-2-cardinalities-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5208,799,86472,156229,58428184,2252,821148
kb-owl-syntax-unraveled-depth-2-cardinalities-constant-classes-value-classes.ofn_functional.owl,5093,689,82540,795,127884,797,124976
kb-owl-syntax-unraveled-depth-2-cardinalities-constant-classes-value-nominals.ofn_functional.owl,5105,682,82260,798,127272,800,124164
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6261,898,101772,5634,882324,6859,917456
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6273,910,100700,1742,655836,1877,754204
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-constant-classes-value-classes.ofn_functional.owl,6159,853,96916,959,150564,944,148320
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-constant-classes-value-nominals.ofn_functional.owl,6170,897,96564,968,149764,960,147324
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness.ofn_functional.owl,5721,778,91336,890,142300,1002,140144
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-relation-axioms.ofn_functional.owl,5829,1028,95860,6093,872648,5433,778988
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6327,1039,102836,5204,613152,8221,979396
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6338,1051,102088,2685,903812,2386,815684
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,6224,1012,98240,1453,312640,1434,310528
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,6236,976,97568,1489,352928,1472,364920
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-triggers.ofn_functional.owl,5786,935,92420,1356,308660,1339,302360
kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-triggers-relation-axioms.ofn_functional.owl,5894,977,97300,6550,1233124,5757,868004
kb-owl-syntax-unraveled-depth-2-cardinalities.ofn_functional.owl,4814,721,78648,879,122016,841,119868
kb-owl-syntax-unraveled-depth-2-cardinalities-relation-axioms.ofn_functional.owl,4923,836,83564,217593,65947052,4688,544320
kb-owl-syntax-unraveled-depth-2-cardinalities-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5261,879,88476,5865,553876,7334,887008
kb-owl-syntax-unraveled-depth-2-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5273,919,87840,1546,374908,274073,86309200
kb-owl-syntax-unraveled-depth-2-cardinalities-triggers-constant-classes-value-classes.ofn_functional.owl,5159,831,84052,1315,308128,1300,305248
kb-owl-syntax-unraveled-depth-2-cardinalities-triggers-constant-classes-value-nominals.ofn_functional.owl,5170,812,83704,1257,348484,1290,346268
kb-owl-syntax-unraveled-depth-2-cardinalities-triggers.ofn_functional.owl,4879,797,80320,1289,302092,1169,300932
kb-owl-syntax-unraveled-depth-2-cardinalities-triggers-relation-axioms.ofn_functional.owl,4988,903,84816,206724,81974492,7068,1004772
kb-owl-syntax-unraveled-depth-2-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5110,852,84336,1402,204428,1687,201012
kb-owl-syntax-unraveled-depth-2-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5121,870,84064,1436,185024,1422,203424
kb-owl-syntax-unraveled-depth-2-constant-classes-value-classes.ofn_functional.owl,5007,745,77384,901,107040,884,104428
kb-owl-syntax-unraveled-depth-2-constant-classes-value-nominals.ofn_functional.owl,5019,811,77072,870,106796,912,105132
kb-owl-syntax-unraveled-depth-2-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6175,1027,99052,1814,231528,1610,229076
kb-owl-syntax-unraveled-depth-2-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6187,1008,98048,1546,221788,1805,221976
kb-owl-syntax-unraveled-depth-2-disjointness-constant-classes-value-classes.ofn_functional.owl,6073,905,91336,1006,128184,1007,126316
kb-owl-syntax-unraveled-depth-2-disjointness-constant-classes-value-nominals.ofn_functional.owl,6084,905,90776,1002,128412,998,125532
kb-owl-syntax-unraveled-depth-2-disjointness.ofn_functional.owl,5634,912,85636,975,120676,913,119100
kb-owl-syntax-unraveled-depth-2-disjointness-relation-axioms.ofn_functional.owl,5743,907,93392,1400,224188,1359,216460
kb-owl-syntax-unraveled-depth-2-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6241,1003,100576,1618,250532,1896,251480
kb-owl-syntax-unraveled-depth-2-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6252,1003,99700,2180,253676,2135,249580
kb-owl-syntax-unraveled-depth-2-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,6138,935,96192,1093,151472,1086,149236
kb-owl-syntax-unraveled-depth-2-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,6150,928,95696,1091,150552,1088,148248
kb-owl-syntax-unraveled-depth-2-disjointness-triggers.ofn_functional.owl,5700,882,90464,1018,143024,997,140880
kb-owl-syntax-unraveled-depth-2-disjointness-triggers-relation-axioms.ofn_functional.owl,5808,932,94760,1961,230868,1821,236908
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5118,804,84560,1363,204104,1243,203392
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5129,808,84420,1135,191012,1598,209104
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-constant-classes-value-classes.ofn_functional.owl,5015,735,80084,833,111096,809,108504
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-constant-classes-value-nominals.ofn_functional.owl,5027,760,79876,829,111148,808,108684
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6183,1092,98780,1690,229104,1479,229060
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6195,975,98432,1993,236768,1418,227264
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-constant-classes-value-classes.ofn_functional.owl,6081,913,94776,1022,132932,1005,130984
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-constant-classes-value-nominals.ofn_functional.owl,6092,928,94064,1021,133216,1012,129952
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness.ofn_functional.owl,5642,840,89168,937,125536,927,123108
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,5751,929,93504,1596,220016,1771,241008
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6249,1010,100688,2208,254980,1882,257668
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6260,1004,99620,2022,258028,1827,246956
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,6146,927,96160,1161,156216,1147,153436
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,6158,930,95432,1163,155616,1144,152556
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers.ofn_functional.owl,5708,863,90480,1063,147596,1062,145520
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers-relation-axioms.ofn_functional.owl,5816,925,95368,1904,255096,1518,249420
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities.ofn_functional.owl,4736,696,76724,787,106860,776,104068
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-relation-axioms.ofn_functional.owl,4844,756,81032,1516,211192,1444,221308
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5183,815,86136,1866,256688,1607,222584
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5195,806,85404,1696,229208,1264,195604
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-triggers-constant-classes-value-classes.ofn_functional.owl,5080,755,81704,944,133900,933,131352
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-triggers-constant-classes-value-nominals.ofn_functional.owl,5092,742,81316,951,132936,933,129916
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-triggers.ofn_functional.owl,4801,719,78116,896,127512,888,125576
kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-triggers-relation-axioms.ofn_functional.owl,4910,781,82656,1676,228676,1554,248496
kb-owl-syntax-unraveled-depth-2.ofn_functional.owl,4728,691,74092,770,102596,754,99328
kb-owl-syntax-unraveled-depth-2-relation-axioms.ofn_functional.owl,4836,748,81256,1370,198116,1503,197712
kb-owl-syntax-unraveled-depth-2-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,5175,818,86156,1453,222176,1803,221760
kb-owl-syntax-unraveled-depth-2-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,5187,809,85380,1248,218512,1387,217428
kb-owl-syntax-unraveled-depth-2-triggers-constant-classes-value-classes.ofn_functional.owl,5073,741,81536,894,129836,885,126960
kb-owl-syntax-unraveled-depth-2-triggers-constant-classes-value-nominals.ofn_functional.owl,5084,746,81260,899,128744,880,126116
kb-owl-syntax-unraveled-depth-2-triggers.ofn_functional.owl,4793,713,78132,871,124284,848,122052
kb-owl-syntax-unraveled-depth-2-triggers-relation-axioms.ofn_functional.owl,4902,778,82312,1366,213788,1429,221136
kb-owl-syntax-unraveled-depth-3-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6350,1172,105148,7076,1546184,7016,969288
kb-owl-syntax-unraveled-depth-3-cardinalities-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6361,1169,104288,253056,70692236,2954,951728
kb-owl-syntax-unraveled-depth-3-cardinalities-constant-classes-value-classes.ofn_functional.owl,6248,1060,98368,1217,154672,1223,152612
kb-owl-syntax-unraveled-depth-3-cardinalities-constant-classes-value-nominals.ofn_functional.owl,6259,1004,98316,1199,157276,1214,153516
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,7416,1402,118248,5409,634324,7381,1640916
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,7427,1375,118292,2184,314088,2880,606080
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-constant-classes-value-classes.ofn_functional.owl,7314,1152,113300,1321,178988,1327,177048
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-constant-classes-value-nominals.ofn_functional.owl,7325,1123,112668,1285,179252,1254,176472
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness.ofn_functional.owl,6854,1016,107592,1181,170064,1336,168556
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-relation-axioms.ofn_functional.owl,6963,1307,113036,219135,66635804,9817,1666352
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,7482,1418,119604,9337,1657272,9508,1659968
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,7493,1239,118628,3222,1309580,5998,1412048
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,7380,1178,113944,222733,63372252,172665,61424384
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,7391,1166,114024,182452,59170344,196635,57313596
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-triggers.ofn_functional.owl,6921,1161,107960,166042,56690768,139069,54380176
kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-triggers-relation-axioms.ofn_functional.owl,7029,1217,114636,8834,1749196,7310,1077956
kb-owl-syntax-unraveled-depth-3-cardinalities.ofn_functional.owl,5948,1019,94940,1187,150420,1142,147164
kb-owl-syntax-unraveled-depth-3-cardinalities-relation-axioms.ofn_functional.owl,6056,1181,100912,10016,1608084,5148,611528
kb-owl-syntax-unraveled-depth-3-cardinalities-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6417,1236,106508,11730,1587664,10076,1702404
kb-owl-syntax-unraveled-depth-3-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6428,1078,105640,2735,1330800,117818,51960820
kb-owl-syntax-unraveled-depth-3-cardinalities-triggers-constant-classes-value-classes.ofn_functional.owl,6315,997,100672,103501,50605564,117831,49598584
kb-owl-syntax-unraveled-depth-3-cardinalities-triggers-constant-classes-value-nominals.ofn_functional.owl,6326,1022,99308,157313,48285848,151924,47096436
kb-owl-syntax-unraveled-depth-3-cardinalities-triggers.ofn_functional.owl,6014,951,96172,96574,46107016,92863,45245320
kb-owl-syntax-unraveled-depth-3-cardinalities-triggers-relation-axioms.ofn_functional.owl,6122,1071,102384,4857,594820,8401,1666160
kb-owl-syntax-unraveled-depth-3-constant-classes-relation-axioms-value-classes.ofn_functional.owl,6257,1143,101584,2249,270424,1939,251224
kb-owl-syntax-unraveled-depth-3-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,6268,1006,101508,1948,251492,2457,257984
kb-owl-syntax-unraveled-depth-3-constant-classes-value-classes.ofn_functional.owl,6155,895,93268,1035,129080,1106,127380
kb-owl-syntax-unraveled-depth-3-constant-classes-value-nominals.ofn_functional.owl,6166,1027,92400,1122,132360,1115,129696
kb-owl-syntax-unraveled-depth-3-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,7323,1215,115304,3653,300240,2669,298304
kb-owl-syntax-unraveled-depth-3-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,7334,1285,115664,1819,270672,2419,283216
kb-owl-syntax-unraveled-depth-3-disjointness-constant-classes-value-classes.ofn_functional.owl,7220,1211,107112,1324,152304,1314,149660
kb-owl-syntax-unraveled-depth-3-disjointness-constant-classes-value-nominals.ofn_functional.owl,7232,1220,105780,1339,155444,1322,151700
kb-owl-syntax-unraveled-depth-3-disjointness.ofn_functional.owl,6761,1104,100440,1235,144792,1199,142208
kb-owl-syntax-unraveled-depth-3-disjointness-relation-axioms.ofn_functional.owl,6870,1254,109388,2348,280076,2294,286352
kb-owl-syntax-unraveled-depth-3-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,7389,1339,116988,2940,327424,3041,307260
kb-owl-syntax-unraveled-depth-3-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,7400,1337,116568,2547,337588,2155,323948
kb-owl-syntax-unraveled-depth-3-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,7287,1249,112264,5509,853964,5675,738528
kb-owl-syntax-unraveled-depth-3-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,7298,1256,112000,4957,637516,4864,717544
kb-owl-syntax-unraveled-depth-3-disjointness-triggers.ofn_functional.owl,6828,1155,106344,5628,849064,4812,700204
kb-owl-syntax-unraveled-depth-3-disjointness-triggers-relation-axioms.ofn_functional.owl,6936,1251,111068,2748,321912,2898,318552
