file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
2726ea08-b0c4-4c41-89ca-12933acab21b_Beer_garden.ttl_functional.owl,95,29,16084,31,17036,29,17048
2727faa0-670a-4cbe-bfa4-dce83d8ce272_cktail_hat.ttl_functional.owl,95,28,16108,30,17296,29,17152
2730d3b9-c7bb-422f-a9d8-0a4838307349_Citavi.ttl_functional.owl,95,28,16036,28,17016,28,17080
2741d264-4cea-45d9-81eb-1ea58876865f_Broom.rdf_functional.owl,95,26,16116,29,17208,30,17204
27437567-66a7-40c2-956e-ca708b630a2c_spall.owl_functional.owl,57,24,15780,25,16216,25,15996
274805ed-4303-406d-92da-b377ce01a49e_portal.owl_functional.owl,213,37,17868,77,23872,78,23444
274821ff-becd-419a-83b4-f1ae3bde8631_Mop.rdf_functional.owl,95,28,16156,30,17284,27,17212
27482c5f-4102-47f4-98f4-fe2e6df61804_fice_suite.ttl_functional.owl,95,30,16260,30,17340,29,17148
27589d67-648d-48be-ad76-e8d451ffa621_Chvre_noir.ttl_functional.owl,95,28,16260,27,17192,29,17044
275c5155-defc-4f51-8409-1c5ff1ec6fb2_schema_v08.owl_functional.owl,97,29,16020,32,18096,33,18172
275cfc9a-3fb1-4e8f-bcbf-003f09671928_Swimbait.ttl_functional.owl,95,28,16124,28,17104,30,17072
27939170-1f27-46e3-9e03-7bfd8254e371_cParam_old.owl_functional.owl,53,21,15984,24,17712,23,17600
27a47d33-8c6a-4bf5-a85d-a3d9581974b6_Perfboard.rdf_functional.owl,95,28,16148,30,17196,29,17204
27c7485c-d3ea-4664-af3c-e3ea13fd2ff1_ysPressure.owl_functional.owl,393,58,21616,74,24840,72,24096
27c97a5b-2ee7-466a-8ef0-56000a657588_Denailer.rdf_functional.owl,95,27,16104,30,17084,26,17160
27c9f1e0-684c-4264-a448-2e3b93559723_.6Process.daml_functional.owl,118,22,15660,29,16968,23,16960
27d74cd1-b095-4694-b5b3-a5819859127c_linklings.owl_functional.owl,24,22,16836,33,18904,30,18804
27d9b2f2-774a-420a-a9c4-5cf12c85c685_MFOEM.obo_functional.owl,58,16,15100,21,16216,20,15896
27e139b4-1628-4510-8c38-ad95bea58a99_X87.ttl_functional.owl,95,27,16084,29,17136,29,16972
27eb6f82-d2bd-4333-ba23-7b8900ed2270_e41_athome.rdf_functional.owl,99,20,15148,22,15756,21,15716
27f12a7e-0d1d-4297-889e-63960ed3f375_Luchows.ttl_functional.owl,95,28,16076,29,17168,26,16984
28091918-41d9-4324-b851-58e67f11c0e4_cycCore.rdf_functional.owl,42,16,14868,19,15724,18,15564
28151b62-da96-43cd-bf1f-f2f369945685_Workbench.ttl_functional.owl,95,28,16132,27,17048,27,17076
2817c739-61d6-41ad-91b1-bc81ff6c970b_serve_wine.rdf_functional.owl,95,25,16264,30,17280,29,17128
281e7205-2283-449c-a78a-363a61515f51_nsion_cord.rdf_functional.owl,95,27,16140,30,17352,29,17212
2826e94d-e35b-484c-aade-4325620dc2d1_lay_device.rdf_functional.owl,95,26,16280,30,17148,28,17164
28271632-015d-4980-aa93-16efcf8bf3fc_ano_cheese.ttl_functional.owl,95,29,16228,28,17108,29,17116
2843a0b6-318a-4062-8e33-31cd37263a18_ning_dress.ttl_functional.owl,95,28,16228,31,17056,29,16956
284a3901-9c56-4df4-a3cf-406cf4baa3c1_Intel_i960.rdf_functional.owl,95,28,16324,30,17092,28,16956
285084ee-f908-45da-9824-b3339dd50de8_l_anatomy.owl2_functional.owl,26,16,14744,19,15600,19,15364
2851c382-4848-49c5-bee1-837d488455f4_Crinoline.rdf_functional.owl,95,29,16068,28,17080,30,17040
28536036-7637-4ac4-b41d-0d1bee8b30cf_Lassi.rdf_functional.owl,95,28,16168,27,17128,27,17052
285c2343-6bae-46e7-855a-79cc44d2a941_tton_stone.ttl_functional.owl,95,29,16240,29,17112,30,16952
285e070d-c32b-43ca-b559-f1ae54efb47f_nstruction.rdf_functional.owl,95,28,16128,28,17048,29,17056
28622bc7-cb98-4f2e-a426-d9635cfc44b5_yrightonto.owl_functional.owl,99,26,16144,30,17960,30,18000
