file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
4cf7b373-babb-431a-adc3-6e2a90b05ae0_mplegraph2.owl_functional.owl,119,32,16496,32,17368,32,17000
4cfa7602-2d5b-4e24-ade1-447f9237fb36_ituary_ann.owl_functional.owl,97,31,17088,33,17628,36,17408
4d050029-b018-4425-b9b6-708e38473e06_qtag.owl_functional.owl,43,26,15568,27,16368,26,16084
4d08e2ce-340e-4522-906d-dc4b3b366359_lationship.rdf_functional.owl,22,19,14660,22,15468,20,15352
4d0b0494-34b7-4b4d-9c91-53161f953500_pleAndPets.owl_functional.owl,38,23,15968,32,19412,29,18192
4d10471b-120c-4156-9340-d192174fe4c4_wnfull.rdfs_functional.owl,32,19,15356,22,15796,20,15448
4d15609b-7129-4bd9-a018-285f8f402c89_xd2codo.owl_functional.owl,304,54,19032,62,21952,62,21692
4d178fc1-db11-424f-aa23-bacbe23da646_Rum.ttl_functional.owl,95,30,16044,38,17252,30,17184
4d2558d2-5baf-4902-891b-1d97481fce85_wine.owl_functional.owl,485,68,19620,497,40264,512,35076
4d26231b-2407-47a2-be34-5fb8f23c23b1_teca_opera.owl_functional.owl,227,26,15444,33,16676,30,16344
4d290206-63fd-4c01-b425-25f095495c9a_onto.rdf_functional.owl,127,42,21636,47,21968,46,21508
4d300490-0c5f-4770-a5af-f35679cf763a_appy_Hippo.rdf_functional.owl,95,30,16124,34,17132,31,16900
4d321332-0e0c-4283-bf31-832e2532cc51_unction.sms.n3_functional.owl,365,76,23320,81,25660,75,24996
4d33c383-02da-4ca9-aa45-1438103f9f33_onto.rdf_functional.owl,122,40,21012,44,21592,43,21220
4d41e787-b64f-4e20-ae1e-14662209013b_VBE_functional.owl,489,78,25512,94,30368,103,29564
4d4540f0-f8ad-44af-841f-decc2c585fff_Scientific.owl_functional.owl,61,24,15536,25,15732,25,15656
4d45b0bf-4bbb-494b-a2df-5eb59df7aef5_Action_film.ttl_functional.owl,95,30,16080,32,16972,32,17176
4d4e32df-26e5-4020-b802-be1f3205a038_ls_DAG_1_3.owl_functional.owl,287,42,16648,65,20292,53,19832
4d571d62-046b-4796-8cbb-af7dc92c5d8d_swrc_functional.owl,75,28,15788,29,16316,28,16252
4d595bcd-8e1f-47d9-b5b3-25c2c3653c50_OntoECD.owl_functional.owl,35,21,15504,26,16524,25,16456
4d65e414-b851-48a2-b165-41ebe80761a7_ent_system.ttl_functional.owl,95,29,16268,33,17116,30,17008
4d97569b-9f6c-4ada-ba2c-cebb5aa6165f_time.rdf_functional.owl,25,21,15640,22,17304,22,17016
4d981026-224e-4d14-b5a3-9f70b8482d1c_Carabiner.ttl_functional.owl,95,28,16096,30,17112,31,17152
4d99e241-deca-4901-a073-567a3dfa4513_exo.obo_functional.owl,29,16,14712,23,15652,25,15428
4d9b64fb-76b1-4c42-9a97-221f234475ba_symp.obo_functional.owl,231,32,16344,47,19588,46,19032
4d9b8529-5660-4313-a354-68d3e28589a1_.ENLiri.owl_functional.owl,277,54,18356,53,19624,51,19264
4d9c7a74-5c64-4f43-8bdc-28cc2297b7d0_shire_Blue.rdf_functional.owl,95,34,16232,32,17212,31,17016
4db971f7-8f8d-417b-b9c3-023152610d86_istryprimitive_functional.owl,50,21,14896,27,15848,24,15728
4dbce668-b8ee-4517-95ab-49a9ba332edc_Svecia.rdf_functional.owl,95,33,16072,30,17064,32,16904
