file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
1622ff42-dc68-4e0b-afc0-ef2b5a001b8b_103onto.rdf_functional.owl,205,30,16476,30,16912,30,16928
1630b64f-9852-4bf1-b237-d90d622ac6a0_ns.owl_functional.owl,160,39,17064,38,18424,38,17968
163719c5-ce52-4555-b5a0-b7dc8a677f56_onto.rdf_functional.owl,53,18,14976,21,15708,22,15544
1638797c-4dff-4260-86f5-155faa82bc58_Arachnid.owl_functional.owl,51,18,15012,21,15632,20,15548
16389419-2fd9-4b49-abe9-ee2659d190fb_adjustments.owl_functional.owl,253,42,18044,83,24444,86,23636
163c65e9-772a-4d25-838f-2c8588490ea7_Gray_iron.ttl_functional.owl,95,26,16336,28,17304,28,17048
1645b401-0120-4b64-8267-16a3a3d30da6_reath_Blue.rdf_functional.owl,95,26,16184,29,17208,27,16964
164db716-211d-4fa4-a942-5446045e38d2_egulators.owl2_functional.owl,47,22,15072,26,16368,25,16220
16525ef8-6b8f-4945-b991-ad5bbd1f2e1b_ing_pencil.rdf_functional.owl,95,32,16116,33,17136,31,16924
16529e38-6942-4a32-9b31-8dd3acb95f4a_Roof.rdf_functional.owl,95,29,16120,33,17116,29,16976
165a2aee-874a-4538-bfdc-9a91879bcff5_DDANAT.obo_functional.owl,93,23,15212,31,16388,30,16456
1669ff51-75d6-4075-98c1-03d415d1422b_ing_system.ttl_functional.owl,95,31,16116,34,17280,33,17068
166f3294-47c1-423e-8832-8c0790cf7467_mat.obo_functional.owl,183,28,15940,38,18008,39,17940
1673b157-5dd9-45b6-98b1-a5f8053c6586_iteseermap.owl_functional.owl,57,24,15440,24,15932,25,15776
1680e2f2-08ea-4594-9571-81bc71606dc8_ExtendedDnS.owl_functional.owl,367,48,17996,83,24628,87,24448
168b3169-b5af-42f6-b93e-b5aef12a4194_onto.rdf_functional.owl,69,23,15792,26,16120,24,15960
168c1edd-a67a-494c-b1be-4b5839700243_vsao.owl_functional.owl,107,25,15348,35,17836,36,17724
168cc67e-ff5b-4b6a-9346-66a7579c1cce_er_heating.rdf_functional.owl,95,30,16060,30,17348,30,16904
169a7b10-d9ac-4a8b-817e-2f5a11b2310a_eryContext.owl_functional.owl,207,59,29852,59,30440,59,29988
16a236ae-bb5b-45be-9ca5-fd03168da16d_Nightstand.rdf_functional.owl,95,29,16324,30,17300,30,17016
16a5ab76-3e14-4e45-a9f4-43f5e0e18752_Chimney.rdf_functional.owl,95,29,16048,30,17180,30,16968
16ad608c-4451-4588-8e19-58f33a5962fe_Blade.rdf_functional.owl,95,28,16044,30,17336,29,17064
16af4d8f-c966-4273-bb8a-f96b4d9969bd_foafaigpmap.owl_functional.owl,24,19,15088,19,15288,20,15200
16b7bd3c-bd6a-476c-bcf0-b690110e5836_seasesv1.1.owl_functional.owl,50,19,14952,24,16044,24,15968
16bc24e4-d921-400a-b6b7-a0482f55640f_ePflanzenatlas_functional.owl,94,19,15112,27,16492,26,16020
16bf958c-504d-4f6f-8ec6-b47df986d06e_Meatloaf.ttl_functional.owl,95,28,16024,30,17180,28,16884
16c5632f-b014-4ff6-a7b8-7ff7def81ac9_mssoftware.owl_functional.owl,399,48,18300,114,31252,119,31072
16df653b-97f8-4d9b-924f-2fc232cf901d_ible_steel.ttl_functional.owl,95,29,16108,30,17144,28,16960
16e97dae-2dea-40c4-82c1-fdf7ae270400_Galo.ttl_functional.owl,95,29,16044,28,17032,29,17064
16eb783f-ef74-44b5-8c1d-7eeb194a26e3_qrontology.owl_functional.owl,62,22,15656,25,17628,25,17488
16ecf50c-8c60-446a-a6a6-f3912411d6c7_meGeologic.owl_functional.owl,434,73,24896,79,27000,87,26120
16f42ec9-fb0e-45e0-9795-44660c63537b_functions.owl_functional.owl,36,19,15524,21,16164,20,16172
16fdce37-6a99-44d4-81fe-ee881b5bfc95_IBM_RS64.ttl_functional.owl,95,28,16320,30,17132,30,16928
16ffaf2f-4c10-4e80-9af0-757e34ca3be3_efinitions.owl_functional.owl,218,31,16336,56,20724,55,20184
1700b657-c48d-4033-ac5c-2e2e57c304ad_pizza.owl_functional.owl,150,33,17128,87,26092,88,26144
1707b776-2d97-4f5d-9720-a1a2adcaf5c5_IMac_G4.ttl_functional.owl,95,28,16084,31,16976,29,17172
170968b4-fbb3-476a-8b4e-3274efc91219_codprojects.owl_functional.owl,76,24,15864,25,15956,24,15892
1715aa0a-05d5-40f1-b907-84cee9a76899__converter.ttl_functional.owl,95,28,16332,29,17020,29,17020
17184319-3dc8-46d5-8d8f-b46ca3896637_atch_stock.rdf_functional.owl,95,28,16264,30,17184,30,16964
17198308-e25b-43a6-a268-b4be0be90fbd_mesur.owl_functional.owl,44,22,15428,24,17572,26,17276
171c0b68-5c7a-404b-9c3e-535959dc051c_ng_trimmer.ttl_functional.owl,95,28,16280,28,17172,30,17148
171ea4bb-92f1-499d-84b2-f7c2df976132_and_health.rdf_functional.owl,95,28,16060,28,17020,30,17024
171ffdf6-d6ec-4c6a-956e-6a258b88008a_bbage_roll.ttl_functional.owl,95,26,16120,30,17068,31,16964
172efe6a-cae1-44ba-afad-29469441e9aa_lectronics.owl_functional.owl,144,24,15444,28,16916,31,16960
17384600-187e-4e93-b21a-51a2bf5f99c6_fOnlineAccount_functional.owl,28,16,14668,19,15472,19,15232
173ba08e-c935-4832-8c0f-178698045c5b_Wood_shaper.ttl_functional.owl,95,26,16256,30,17256,30,16876
174665ca-f7b7-4317-8ed3-5ecc29a278a5_owl10b2lmm.owl_functional.owl,471,60,20200,153,36764,167,36544
17523409-18c0-477c-95ce-32b9bd0b9952_emoprotege.owl_functional.owl,49,22,15488,22,15804,21,15844
1753aae6-30bd-45d2-831b-e23cbbd7edc2_mmon_bream.rdf_functional.owl,95,27,16264,30,17180,30,17060
17675f8f-b31e-42af-97d5-947b119a7adf_mpus_board.ttl_functional.owl,95,28,16112,32,17016,27,17072
176b11f0-5156-49f0-9eb6-ec86def2f2e5_Fynbo.ttl_functional.owl,95,28,16148,30,17008,29,17044
176c09c5-07a7-467b-bf0d-3e0b88139789_NIFOrganism.owl_functional.owl,591,80,29472,116,38348,106,34700
177164c1-a970-4bb9-9a5c-ad8aa43c1367_location_functional.owl,33,19,15180,22,16644,21,16784
1779a8c2-9250-4f50-bda3-51840cedddb3_nbo.obo_functional.owl,328,42,17440,60,22272,59,21496
178a2a5a-4c99-43df-8310-a3a484600901_ly_Rancher.ttl_functional.owl,95,25,16076,29,17128,28,17060
17a97a9c-71c6-4b1d-8c87-2da83612af2a_onto.rdf_functional.owl,36,19,15348,19,15436,19,15200
17aafdbc-8aca-4606-9a6b-e94523c63557_le_knocker.ttl_functional.owl,95,27,16344,30,17220,29,16880
17aafe02-c7b1-4f00-9b6a-b5fceb7162d4_ull_bridge.owl_functional.owl,45,22,15704,27,17564,26,17448
17acbc08-2eca-4d98-ab3b-c530a17fd769_pomerged.owl_functional.owl,560,71,22512,87,27168,85,26740
17c314cd-d9d4-467e-8034-313200d06697_modore_128.ttl_functional.owl,95,29,16036,29,17016,30,16968
17ca5ff0-3d29-45e6-9f80-c1ff6c41a18e_onto.owl_functional.owl,36,19,15152,19,15584,19,15296
17d4ac0d-6171-4dd0-836a-7c689eb63a2d_veillance2.owl_functional.owl,121,31,16664,32,17076,31,17140
17d4bfb2-bc52-4ca8-91da-8e135a55b154_opublic1.5.owl_functional.owl,41,18,14872,22,15660,22,15616
17dbb518-1abd-44fa-8c48-26242b2cc41a_f_nsfaward.owl_functional.owl,28,19,15144,19,15288,19,15484
17dcbae5-9ba0-4189-88c6-fec37f7ac096_ionemodulo.owl_functional.owl,241,42,17860,75,22104,78,22112
17e1c81d-6bef-4cc3-b202-9720a82b2913_Goat_cheese.ttl_functional.owl,95,28,16064,31,17300,30,17020
17ec95e7-c695-4991-a777-417404863792_Heilpflanzen_A_functional.owl,27,16,14732,20,15500,19,15264
17f06dfc-039c-4343-9ff2-5ee20d81060b_ethernet.owl_functional.owl,66,26,16068,30,18044,27,17936
17f60e2b-4c54-4d5f-8e19-56ce5366933d_AEO.obo_functional.owl,90,20,15192,29,16560,29,16544
17faf5d1-363f-4864-b379-db9202469345_storage.owl_functional.owl,212,52,21084,68,24180,60,23292
17fc0f77-5dd7-4023-a389-ad7398d8327a_nt_xp_self.obo_functional.owl,197,32,16204,53,20448,48,20152
17fe5dd2-bbc3-4668-907f-9b43549deda4_quantity_functional.owl,142,109,103824,1876,130468,1181,126932
18024ef4-6040-47ca-bc9b-023f13927f17__fullscale.owl_functional.owl,375,53,20128,120,34400,120,34008
18025da6-a1cd-496c-a2dc-1c4317b1b989_timeentry.owl_functional.owl,57,22,15872,25,17504,25,17244
180c9443-ca87-42af-8112-cc7074a32e68_Cello.rdf_functional.owl,95,30,16084,30,17108,28,16968
181e397e-f62d-492a-8d8a-2e873acc0b47_dOntology3.owl_functional.owl,116,28,16188,30,16932,30,16576
1826e870-3854-44e4-8447-5b885042b434_ingContext.owl_functional.owl,83,26,15944,28,17068,28,17224
18299bb0-022b-4554-8444-0e36f18befb1_elay_valve.ttl_functional.owl,95,28,16192,30,17108,28,16984
182bf0ef-c452-4abf-bcfe-48c152660330_Judge.owl_functional.owl,77,20,15280,25,16060,26,15924
182d1c6b-5ded-4b8c-bef8-e9d8e77ab29f_ceCategory.owl_functional.owl,78,26,17260,29,18096,29,17948
182fc51e-fe3b-4ce5-8f8d-55bebf70c558_Tartrazine.ttl_functional.owl,95,30,16112,29,17096,29,16904
18316526-0ae0-4fd0-8c26-e7d10808e86e_Morlacco.rdf_functional.owl,95,28,16232,29,17128,30,17208
1831de91-c8fb-4d92-86ae-49766f64390f_eryContext.owl_functional.owl,381,71,24588,68,25540,71,24816
1833bcb6-6f74-45b9-9600-3a66f79bfc41_ng_T_bevel.rdf_functional.owl,95,27,16048,31,17300,29,17024
18357709-4f9f-4e6e-9a15-7648e020293e_pathology.owl2_functional.owl,193,29,16296,42,18968,41,18668
183b0579-10f4-4745-a361-fb92a1192246_RequestTre.owl_functional.owl,103,26,16344,28,16676,28,16640
1842669d-dac1-476e-8420-1bbfcbbe8222_Telemea.rdf_functional.owl,95,26,16072,28,17060,28,16972
18450cba-caac-4604-8808-0c14213da547_common.owl_functional.owl,64,31,18284,32,19000,32,18796
184e8ad6-6150-4736-9680-65519e3eb8ca_McDonald27s.rdf_functional.owl,95,29,16264,30,17068,27,17024
18527a34-d732-4010-9641-304f655cd4ea_KategorieBeine_functional.owl,40,16,14936,20,15528,19,15404
185aac3e-dc0a-4213-8ec1-03016e933276_KCO.owl_functional.owl,187,36,17064,85,26240,87,26292
185b32f5-bc67-4ac2-ac51-ce01fcb0f859_ivacy_port.owl_functional.owl,54,22,15748,23,16184,22,15852
18620dde-7c82-4858-83b4-80bededf1750_vsaosimple.obo_functional.owl,61,19,15136,25,16308,26,16176
1864f82c-5946-4dc4-a386-a3db5f0ca94f_graves.owl_functional.owl,50,22,15712,21,16036,22,15884
1865b687-4dd0-4330-9746-580771dc30ec_aching2007.owl_functional.owl,197,41,17500,59,22764,55,22472
1867ad39-0316-48f6-b525-4f61dfcd70d9_t.obo.PREVIOUS_functional.owl,94,23,15456,32,16368,26,16212
18715436-6951-497c-acb0-4aa95260b0ea_gureSkater.owl_functional.owl,67,18,15084,23,15888,23,15848
18777b02-f203-491b-b1eb-458281c64d58_imitive2.0.owl_functional.owl,40,17,14792,19,15544,19,15412
187a12d6-6632-473e-9aa7-906e4412d4c7_siodev.owl_functional.owl,619,79,24024,451,77176,450,76376
