file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
7ca7d231-62c9-4f98-958e-24803ea0a5a9_Ricola.ttl_functional.owl,95,27,16324,30,17300,28,17004
7cb4a95b-a528-426b-9730-a85b326fb567_tiveocean1.owl_functional.owl,81,24,16028,26,17396,26,16772
7cc95e47-1688-448e-82da-fa364e336de6_Eternit.ttl_functional.owl,95,28,16156,28,17304,28,17048
7cd38d2d-9407-4a91-9ff9-9e45b5834a4e_Amaretto.ttl_functional.owl,95,28,16116,28,17064,30,16980
7cdc0e8b-5a0c-438f-aac0-5a8e8e4fac10__machinery.rdf_functional.owl,95,29,16292,31,17112,31,17068
7cea0431-a5fc-4965-a107-0bd3e11b6e0c_Bienenstich.ttl_functional.owl,95,29,16064,30,17136,30,16984
7cebc46f-c7de-4671-b213-106c5f366003_White_bread.rdf_functional.owl,95,30,16124,32,17184,33,17220
7cf77909-356c-40d8-b30a-1fe620378b1e_k_products.ttl_functional.owl,95,31,16272,32,17212,31,17152
7d0b4799-123f-41df-8ca5-b07918d6175e_ragm_valve.rdf_functional.owl,95,33,16268,32,17180,34,16932
7d32821c-7173-472e-ba67-2f316cb411c2_meMinister.owl_functional.owl,106,23,15552,32,16660,29,16280
7d431be5-b136-4e13-ba79-f119d023417b_onto.owl_functional.owl,70,23,15460,27,17324,28,17260
7d4c9905-e86c-45d9-a15b-646bdf934b8b_swpatho2.owl_functional.owl,371,54,19108,95,29688,85,29444
7d5dc985-6d23-4a29-83e6-623123780bcb_FN1.17.rdf_functional.owl,185,30,16264,44,18472,41,18128
7d787d09-442b-4d79-b9cb-86a4e4a3feeb_Mountain.owl_functional.owl,104,26,15296,31,16476,29,16580
7d8395a3-d35d-43d8-8e74-80ae639ae514_edgehammer.ttl_functional.owl,95,29,16188,28,17000,33,16964
7d8f4faf-b854-486a-bfed-cd4a9e9a55ac_Rollmops.rdf_functional.owl,95,31,16232,31,17176,29,16908
7db5474c-9b1e-4efc-95a1-1aeb1fbc9c31_Akkawi.ttl_functional.owl,95,30,16024,31,17020,34,16904
7db81664-d5fd-453f-9801-a4ae866aed2f_a11_022.owl_functional.owl,25,18,15284,20,15400,21,15388
7dbcb4f3-5945-4d3d-a1a1-2aa0e544f321_d_dressing.rdf_functional.owl,95,29,16124,32,17100,31,16928
7dc57fc7-66b7-48fd-b68c-75d2b11d21b0_Gas_turbine.rdf_functional.owl,95,29,16132,31,17312,30,17212
7dd539c7-51ad-442e-9032-d3ff8ce36e82_database2.rdf_functional.owl,95,19,15072,23,15820,25,15628
7ddc417d-150e-427b-a6fa-7826a4bae6d6_amo1.owl_functional.owl,79,26,15884,31,17416,27,17364
7ddf669c-e603-4418-b645-ce0e36454834_po_temporal.owl_functional.owl,281,43,18840,65,23452,63,23248
7de2e54f-8b2f-46b3-89d3-6206aff37749_physEnergy.owl_functional.owl,319,50,20296,62,22640,62,22348
7de66d0b-dfdc-49f1-a3d7-dc1a22905d3d_output4.owl_functional.owl,21,16,14792,21,15668,19,15424
7de6992b-7f93-44d1-8481-2af2516525bc_e_lighting.rdf_functional.owl,95,28,16120,30,17348,29,17048
7dea6e1d-3c97-4c6f-8331-f4e8cabd427d_Dolabra.ttl_functional.owl,95,30,16044,32,17144,30,16976
7df755c0-9189-41f0-9c42-130be6de128d_Coffee.rdf_functional.owl,95,28,16080,29,17036,28,16916
7e02f863-8a23-4dd8-ac85-5baa774b25af_lity_knife.ttl_functional.owl,95,28,16084,29,17184,29,17116
7e0d6955-f1b3-4ac3-90ff-5d39157a8eb2_ekaw.owl_functional.owl,57,22,15684,25,17408,26,17432
7e2b2555-33b3-4d6e-9bf8-fa0510cd83d8_c_cylinder.rdf_functional.owl,95,28,16132,28,17280,29,16908
7e3dfedf-9c95-424b-8b14-6b254ede4ba8_Hand_net.rdf_functional.owl,95,28,16056,29,16976,29,16884
7e58722b-9990-4678-b0bc-f362daed48c3_restaurant.owl_functional.owl,81,24,15748,27,16412,26,16476
7e5d0f15-9831-4dab-a55a-938371725b68_ainability.owl_functional.owl,444,67,23012,83,26296,78,25600
7e61a086-9c91-45f3-8c4b-8b7ef542bb9b_family.swrl.owl_functional.owl,59,32,17444,39,19472,36,19292
7e61e462-eb35-47ba-bca2-351cb76400b2_a12.owl_functional.owl,29,20,15396,21,15464,20,15428
7e6ea386-35a9-4885-aab1-e74e1d2511fb_Restaurant.owl_functional.owl,71,20,14972,22,16060,24,15860
7e74de42-a28b-4a49-a7f2-ebf47b564d65_nderbraten.rdf_functional.owl,95,26,16196,30,17188,29,16968
7e9d6dda-62cb-4225-8153-8f4b92b9bdd8_eKrankheiten_F_functional.owl,33,16,14712,20,15376,20,15332
7eab7d31-d475-4f0a-993b-f3cea41be751_ical.n3_functional.owl,98,24,15492,25,15764,27,15668
7eb212d7-1dbd-41fa-8496-1935bece5a26_RugbyPlayer.owl_functional.owl,91,24,15208,26,16208,26,16272
7ed08bb7-b14c-4e59-8b8e-2024b36ba5ce_Mammal.owl_functional.owl,89,20,15196,25,16316,22,16036
7ed7cad9-d827-4e91-9440-b85369c9eace_TMVersion4.owl_functional.owl,70,22,15760,25,16632,24,16352
7f1d2775-b44f-46a6-bae4-a3c94501ec4f_a4.owl_functional.owl,31,21,15520,20,15788,20,15652
7f246da3-6de8-43c7-8c92-05e901fe656e_jo_fitting.ttl_functional.owl,95,32,16076,29,17344,30,17000
7f287dc9-bdce-4650-9c6a-da3d089e72ae_Diptych.rdf_functional.owl,95,33,16080,31,16996,31,16888
