file,size_kb,consistency_time_milsecs,consistency_size_kb,realisation_time_milsecs,realisation_size_kb,classification_time_milsecs,classification_size_kb
approximated_b78520b6-6c7c-460c-aa8f-b2aae3cdb90d_PaulFisher.rdf_functional.owl,62,17,14836,20,15872,20,15812
approximated_b78e0844-9bc3-42c6-8bef-84588035cab4_eOntology.daml_functional.owl,88,21,15716,22,16052,22,15876
approximated_b79fa6f8-5629-4c30-92a7-df754e704fc6_PlanDMWFTM.owl_functional.owl,140,20,15376,28,16932,29,16772
approximated_b7e3aa6f-c64c-47e5-a067-fefb7b44d718_eel_square.rdf_functional.owl,44,17,14884,21,15724,20,15612
approximated_b7f015e0-f2c8-477d-9436-65e7d81c06cf_4_09_17_43.owl_functional.owl,41,16,14736,20,15500,18,15560
approximated_b8091d7a-ca0d-4bcb-8162-8d661834025a_Esox.ttl_functional.owl,44,17,14792,21,15772,20,15580
approximated_b81f053b-a825-4176-bfd7-f8a926fa9fe8_Gobstopper.ttl_functional.owl,44,16,14828,21,15888,20,15752
approximated_b821a9c0-184a-453f-b08c-b8f6dda8d368_plosimeter.ttl_functional.owl,44,17,14848,22,15812,20,15708
approximated_b8384a28-c733-4f11-861c-a212f794791b_kansei.owl_functional.owl,200,35,16136,48,18452,41,18152
approximated_b8582ccf-26e8-4de5-896a-42693d707f5a_an_lobster.ttl_functional.owl,44,16,14792,22,15728,23,15628
approximated_b862f674-9f60-4d67-b1c6-d851770a31bb_NEMO_ERP.owl_functional.owl,111,22,15292,29,16764,27,16516
approximated_b88f534f-eb73-4843-b06f-dacde2fd1e5b_dinterests.owl_functional.owl,56,19,15004,25,16392,24,16216
approximated_b8dc042b-00a2-4f2b-9d8e-3347696b7b4e_PaulFisher.rdf_functional.owl,63,17,14856,22,15976,21,15716
approximated_b900e80d-0d2e-45b7-aeb0-2c96d3deffdc_ink_tubing.rdf_functional.owl,44,18,14844,23,15836,22,15780
approximated_b927271c-9ff1-41b5-aa6b-63c62eca8830_trol_valve.ttl_functional.owl,44,18,14792,22,15768,22,15656
approximated_b93606f6-11f3-429f-b291-7cc5cce403d5__dispenser.rdf_functional.owl,44,18,14836,22,15772,22,15620
approximated_b97e6c80-0e4a-4911-a6e4-9216ff9ea17b_sudoku9cx.owl_functional.owl,84,19,14948,24,16108,23,15948
approximated_b9bdc964-ed47-4f77-84c8-8a9b6b7185f7_concept.owl_functional.owl,81,21,15332,26,16476,26,16444
approximated_b9ce70fa-ed9c-4dd7-b616-7168ce50a9da_leOntology.owl_functional.owl,55,17,14984,22,15684,21,15560
approximated_b9d54bd5-a436-445f-84d9-1e49983a08c1_Pitchfork.ttl_functional.owl,44,17,14828,22,15908,22,15588
approximated_b9d9ad0b-7d89-4405-a75a-1c4691d4f998_nbow_trout.ttl_functional.owl,44,18,14884,23,15760,22,15620
approximated_b9dda14f-dcc5-4ef6-b004-5319e4384809_Manifest.rdf_functional.owl,270,33,16364,42,19144,40,18356
approximated_b9de91c8-1041-4ff4-ae8f-3154122d162c_cell.owl_functional.owl,322,38,17340,62,22180,61,21724
approximated_b9e2b0af-38c5-4837-9a5d-8b848b725636_PaulFisher.rdf_functional.owl,64,18,14972,23,15788,23,15828
approximated_ba124800-7f8a-47be-bafd-2992d356e4c5_chemProcess.owl_functional.owl,356,38,17316,60,21520,58,20892
approximated_ba1f194d-6812-441e-9f40-4ff30d6bc96b_erball_pen.rdf_functional.owl,44,18,14832,22,15820,21,15656
approximated_ba2d5a4d-9731-42c0-b9e0-85740949f2ba_timeExtent.owl_functional.owl,221,30,16196,44,19028,41,18712
approximated_ba2ee880-6333-4195-b972-d72dd933aa98_pabilities.owl_functional.owl,124,25,15568,32,17136,31,16900
approximated_ba4c0705-2694-40c5-a37e-4447eccca489_quONTOm2.3.owl_functional.owl,42,17,14916,21,15636,21,15600
approximated_ba5675e9-83c4-4891-b502-28bb51c65038_tionAction.owl_functional.owl,88,22,15300,30,16704,30,16620
approximated_ba68b13b-5742-43ee-8e7e-77c0a02b6565_sciUnits.owl_functional.owl,194,28,15852,42,18572,39,18284
approximated_ba6cd3a7-6967-4412-b4d0-417415236a8c_IDSW.owl_functional.owl,79,21,15220,27,16196,25,16044
approximated_ba814c8c-8247-4879-89ac-58de1e18251e_offerjob.owl_functional.owl,588,67,21628,77,23988,73,23060
approximated_ba857c7f-516b-43db-afd1-5a45d8765411_ecrm_110404.owl_functional.owl,132,26,15816,37,17448,36,17372
approximated_baa19b20-0233-45cf-8ac9-a55e264326d1_Meal.rdf_functional.owl,44,18,14832,23,15736,22,15620
approximated_bab27588-b9a1-4ee4-8722-96c178d0f506_wa3m.owl_functional.owl,45,18,15000,23,16028,23,15744
approximated_bacc7c4b-df00-49bb-9ef9-cc87463473d5_SAOcell.owl_functional.owl,258,35,16528,52,20284,50,19940
approximated_bao-gpcr.g-protein-coupled-receptor-bioassays-ontology.23.owl.xml_functional.owl,290,36,16620,49,20248,50,19744
approximated_bb2d0110-9b72-4dfd-a463-06adcaf75161__furniture.ttl_functional.owl,44,18,14796,22,15916,22,15836
approximated_bb44d9a6-a59e-4962-8d40-5a9f620e8f3f_roPlanDMWF.owl_functional.owl,115,21,15428,29,16728,27,16344
approximated_bb4ca6fd-1d47-43e4-b670-5c1a6bba896b_Power_cord.rdf_functional.owl,44,18,14892,23,15784,22,15584
approximated_bb4de634-0e22-4aab-8cb2-e37e6e834392_Kayak.rdf_functional.owl,44,18,14908,22,15784,22,15788
approximated_bb5109c4-6e55-4d3f-8b0a-f50e2e901cc4_om_cabinet.rdf_functional.owl,44,18,14832,23,15816,22,15588
approximated_bb75e978-f1e4-450c-8e5f-dfdec6c93fb4_complex2.0.owl_functional.owl,173,28,15856,40,18320,39,18008
approximated_bb9f786a-6dcc-474f-8097-5d825fb9703f_Design.v13.owl_functional.owl,65,23,15804,25,15944,23,16048
approximated_bbbb8e39-27d8-4411-91bc-fc097495fcee_aodontidae.rdf_functional.owl,44,18,14800,23,15888,22,15604
approximated_bbd9d564-70be-47d1-ae3d-a529b686d38d_canon.owl_functional.owl,176,26,15516,34,17176,33,17024
approximated_bbde113a-a225-44bf-b281-cc2d44c9fa70_MScProgram.owl_functional.owl,92,18,15252,27,16452,27,16408
approximated_bbe7c6e3-ac93-48eb-b5f4-8554ed2f8935_itionGroup.owl_functional.owl,82,22,15176,28,16612,27,16360
