Ontology,SIZE (KB),SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP,EXPRESSIVITY,EL,QL,RL,DL,FULL,CAL_TIME
kb-owl-syntax-unraveled-depth-1-cardinalities-constant-classes-value-classes.ofn_functional.owl,3546.7421875,7151,2.58061368318335,263,3.14678747185498,0.618632928031548,29402,0,0,0.418272563427145,0,0,4012,3707,4018,0,38,38,49,0,0.968501780334155,0.949812837931512,0,0,0,0,0,0,0.395059699857597,152,7213,1.987895716946,226,36295,2.60718589111622,42,47602,0,0,0,1.01434987402782,19,18520,0,0,0,0,5798,0.5133,0,0,0,0,4922,0.4358,5,0.0004,0,0,102,0.009,14,0.0012,454,0.0402,186,0.9947,1,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALEQ(D),false,false,false,true,true,7700
kb-owl-syntax-coreference-IDs-constant-classes-value-nominals.ofn_functional.owl,20179.255859375,28298,2.77123519690601,178,2.56753295388411,0.811042258963813,258517,0,0,0.109526401741971,0,0,4127,3867,3978,0,273,271,342,0,0.994997067246317,0.963781527853384,0,0,0,0,0,634,0.190144635512987,21055,27555,1.97713157967374,21055,286518,2.78380579094096,85,403418,0,0,0,1.00122139722322,3,145093,0,0,0,0,50142,0.4266,0,0,0,0,66666,0.5672,725,0.0062,0,0,0,0,0,0,0,0,276,0.9892,3,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALEO(D),false,false,false,true,true,43790
kb-owl-syntax-unraveled-depth-1-constant-classes-relation-axioms-value-classes.ofn_functional.owl,3540.43359375,7267,2.54388829457801,263,3.15774853021772,0.600962089107777,27667,0,0,0.4180407371484,0,0,4008,3695,4012,0,38,38,49,0,0.999083567214617,0.999030067895247,905,0.115536831354526,277,8,0,0,0.413297445882488,152,7217,1.98505325850418,249,34663,2.56041690528004,42,44710,0,0,0,1.01500400870462,19,17724,0,0,0,0,5556,0.5294,11,0.001,0,0,4922,0.469,5,0.0005,0,0,0,0,0,0,0,0,292,0.9832,5,0.0168,127,0.4276,0,0,17,0.0572,0,0,0,0,0,0,0,0,5,0,0,2,231,234,0,0,0.996753246753247,SHIF(D),false,false,false,true,true,3900
kb-owl-syntax-coreference-IDs-cardinalities-disjointness-triggers.ofn_functional.owl,20741.072265625,27520,2.82627723937034,377,2.54309805204382,0.808987502543699,260971,197,0,0.116745368688703,0,0.007155830003632,4288,4048,4136,0,258,234,272,0,0.990288264518483,0.748477500845833,0,0,0,0,0,17,0.193166747363324,21056,27528,2.02261611547341,21056,288241,2.8322070886751,85,403615,0,0,0,1.00263842985355,3,142885,0,0,0,0,47084,0.4084,0,0,0,0,66820,0.5796,665,0.0058,0,0,170,0.0015,20,0.0002,529,0.0046,277,0.9893,3,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALCOQ(D),false,false,false,true,true,34330
kb-owl-syntax-unraveled-depth-1-cardinalities-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,4623.12890625,7269,3.09065948855989,183,3.43454112029532,0.64085704568643,38972,0,0,0.463939720129171,0,0,4012,3707,4018,0,38,38,49,0,0.966780045351474,0.388843158361299,905,0.052852887928517,277,8,0,634,0.368609001247024,102,6503,2.61172202698107,249,46076,3.18688357329101,52,56223,0,0,0,1.01031629066999,3,17824,0,0,0,0,5798,0.5128,11,0.001,0,0,4922,0.4353,5,0.0004,0,0,102,0.009,14,0.0012,454,0.0402,292,0.9832,5,0.0168,127,0.4276,0,0,17,0.0572,0,0,0,0,0,0,0,0,5,0,0,2,231,234,0,0,0.996753246753247,SHIQ(D),false,false,false,true,true,2470
kb-owl-syntax-coreference-IDs-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,20419.1669921875,28391,2.77690251219363,375,2.56877398353548,0.812360881863447,261506,197,0,0.11581829316618,0,0.007096797435066,4314,4066,4181,0,321,291,356,0,0.990034792614103,0.956554630930509,1387,0.047681254082299,405,63,0,634,0.190118417357834,21058,27759,1.98276133662993,21058,289501,2.78768432082954,85,407027,0,0,0,1.0025614859358,3,146383,0,0,0,0,50385,0.4248,11,0.0001,0,0,66772,0.5629,725,0.0061,0,0,170,0.0014,20,0.0002,529,0.0045,352,0.986,5,0.014,127,0.3557,0,0,17,0.0476,0,0,0,0,0,0,0,0,5,0,0,2,231,234,0,0,0.996753246753247,SHOIQ(D),false,false,false,true,true,27120
hp.human-phenotype-ontology.442.owl.xml_functional.owl,2010.3828125,10550,1.31118483412322,3284,2.41012512668037,0,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.31109004739336,34,13832,1.31109004739336,34,13832,1.31118483412322,5,13833,0,0,0,1.31118483412322,5,13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,true,true,true,true,true,500
kb-owl-syntax-coreference-IDs-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,20658.7958984375,27685,2.82353024028846,180,2.54618420394235,0.807172766366095,259054,0,0,0.110375356698617,0,0,4141,3882,3958,0,288,254,289,0,0.994746430538491,0.752239736901792,1387,0.038648016049933,402,63,0,17,0.193010824818704,21055,27334,2.02258877692965,21055,286437,2.8277137954653,85,400458,0,0,0,1.00126395469534,3,141798,0,0,0,0,46852,0.4099,11,0.0001,0,0,66715,0.5836,665,0.0058,0,0,0,0,68,0.0006,0,0,352,0.986,5,0.014,127,0.3557,0,0,17,0.0476,0,0,0,0,0,0,0,0,5,0,0,2,231,234,0,0,0.996753246753247,SHOIQ(D),false,false,false,true,true,23040
kb-owl-syntax-unraveled-depth-0-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,2473.9013671875,7231,2.44412457471866,836,3.27337545864864,0.055698604146903,11092,197,0,0.025282340862423,0,0.025282340862423,0,0,5,0,0,0,2,0,0.99756031444836,0.455801428404168,0,0,3,0,0,0,1.05596964358314,152,7792,2.47242173736279,152,18244,2.46727198807426,52,18206,0,0,0,1.11315896462935,19,8214,0,0,0,0,196,0.4769,11,0.0268,0,0,197,0.4793,0,0,0,0,3,0.0073,0,0,4,0.0097,256,0.9808,5,0.0192,127,0.4866,0,0,17,0.0651,0,0,0,0,0,0,0,0,5,0,0,2,231,234,0,0,0.996753246753247,SHIQ(D),false,false,false,true,true,620
kb-owl-syntax-unraveled-depth-1-cardinalities-triggers.ofn_functional.owl,3440.951171875,6290,2.67014883459702,380,3.17362996022088,0.653667120799273,30071,197,0,0.496522948539638,0,0.030443517230722,4172,3865,4202,0,37,37,45,0,0.967296882984159,0.94313089167053,0,0,0,0,0,0,0.36733651226158,53,6471,2.04461852861035,226,36018,2.69879654859219,42,47542,0,0,0,1.02151453224342,3,17995,0,0,0,0,5970,0.5185,0,0,0,0,4969,0.4315,4,0.0003,0,0,103,0.0089,14,0.0012,455,0.0395,187,0.9947,1,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALEQ(D),false,false,false,true,true,1460
