Ontology,SIZE (KB),SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP,EXPRESSIVITY,EL,QL,RL,DL,FULL,CAL_TIME
approximated_1259dc4d-3599-4e55-830b-bf1e4bd25084_ethodology.owl_functional.owl,1179.1806640625,4628,1.42887721346566,912,2.45999730626938,0.142776043145047,2730,131,0,0.099336057201226,0,0,261,347,0,0,5,5,0,0,0.963940942646224,0.947139938712972,146,0.023389939122076,447,0,0,1137,1.11155265398808,58,3916,1.57337496451888,89,5543,1.41782571671871,9,4995,0,0,0,1.25858643201817,9,4434,127,0.2525,0,0,58,0.1153,0,0,0,0,318,0.6322,0,0,0,0,0,0,0,0,0,0,479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,8,0.016701461377871,1,ALCRO,true,false,false,true,true,3640
approximated_261f18de-581b-4334-9bd1-fa87028404cc__component.owl_functional.owl,597.8056640625,2375,1.89,2070,2.72959539495603,0.152384367156687,2492,0,0,0.206772009029345,0,0,1906,2789,0,0,6,6,0,0,1,1,0,0,0,0,0,7,1.58838293295088,474,4430,1.7432771602725,474,4862,1.89422732162065,7,5283,0,0,0,1.74184295446397,7,4858,0,0,0,0,0,0,0,0,0,0,425,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,ALEH,true,true,false,true,true,1690
approximated_28fced52-b963-4759-a548-f25e5bbad522_nstability.owl_functional.owl,1174.4501953125,4607,1.43063696756546,912,2.4620741268326,0.143550228310502,2730,131,0,0.099820374647165,0,0,261,347,0,0,5,5,0,0,0.963745361119041,0.946882217090069,146,0.023468895675936,447,0,0,1135,1.11215753424658,58,3897,1.57591324200913,89,5522,1.42009132420091,9,4976,0,0,0,1.25998858447489,9,4415,127,0.2525,0,0,58,0.1153,0,0,0,0,318,0.6322,0,0,0,0,0,0,0,0,0,0,479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,8,0.016701461377871,1,ALCRO,true,false,false,true,true,2090
approximated_1911642a-c7ce-4296-b89c-6607750bb07d_riopthrids.owl_functional.owl,739.6220703125,4208,0.999762357414449,0,0.009611050123044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.999287072243346,4202,4205,0.999287072243346,4202,4205,0.999762357414449,1,4207,0,0,0,0.999762357414449,1,4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,true,true,true,true,true,650
approximated_296bfc72-2998-420f-a258-157b234e63f5_chemAcidity.owl_functional.owl,572.9775390625,2204,1.44498578968737,635,2.51537775523057,0.117977528089888,1656,107,0,0.063498402555911,0,0,12,22,0,0,3,3,0,0,0.971896955503513,0.967252396166134,6,0.002020202020202,5,0,0,150,1.17228464419476,64,2504,1.36470037453184,64,2915,1.44475655430712,11,3086,0,0,0,1.29681647940075,11,2770,60,0.2381,0,0,64,0.254,0,0,0,0,128,0.5079,0,0,0,0,0,0,0,0,0,0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,7,0.03954802259887,1,ALCRO,true,false,false,true,true,540
approximated_141114a5-7716-42e2-9007-6b03e4efe0e3_relaMath.owl_functional.owl,1204.6953125,5025,1.3669000179501,1106,2.36771156845408,0.132500612294881,2632,131,0,0.093315972222222,0,0,280,388,0,0,5,5,0,0,0.964478196962273,0.946180555555556,92,0.014345859971932,91,0,0,1226,1.12858192505511,63,4608,1.56012735733529,88,6370,1.41856478079843,9,5792,0,0,0,1.27063433749694,9,5188,145,0.268,0,0,63,0.1165,0,0,0,0,333,0.6155,0,0,0,0,0,0,0,0,0,0,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,5,0.019083969465649,1,ALCRO,true,false,false,true,true,890
approximated_1497b1af-138b-42d7-aa9a-927bc1043d78_cipitation.owl_functional.owl,1216.546875,5015,1.37873335732278,1098,2.38846700461096,0.132089369015468,2693,123,0,0.093260869565217,0,0,280,388,0,0,5,5,0,0,0.964390962671906,0.946086956521739,99,0.015291936978684,130,0,0,1226,1.12938865700958,63,4600,1.56125705867911,88,6359,1.41689172600049,9,5771,0,0,0,1.26933464276946,9,5170,145,0.2695,0,0,63,0.1171,0,0,0,0,330,0.6134,0,0,0,0,0,0,0,0,0,0,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,5,0.019305019305019,1,ALCRO,true,false,false,true,true,650
approximated_14871cac-cf5a-4afd-9f40-9f095253b688_esg.owl_functional.owl,729.423828125,3811,1.19813278008299,45,0.990037835664291,0.3125,780,45,0,0.548780487804878,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,3654,0.569444444444444,16,82,26.2569444444444,1397,3781,1.61805555555556,3,233,0,0,0,1.30555555555556,2,188,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,ALHO,true,false,true,true,true,500
approximated_00718.owl_functional.owl,1055.20703125,1574,3.73629081947012,70,3.09336539815182,0.213953488372093,5153,46,0,0.55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1387,0.744186046511628,22,160,16,327,3440,1.53488372093023,3,330,0,0,0,1.32093023255814,2,284,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0.142857142857143,1,ALER,true,false,false,true,true,270
approximated_229e085a-35af-4e7c-b9ed-e02a45af5099_COSMOr585.owl_functional.owl,2037.837890625,4408,2.1663768115942,3040,3.04527669065595,0.168941597672857,6098,328,0,0.0902478848152,0,0,797,1153,0,0,6,6,0,0,0.967547000895255,0.968531987531542,263,0.027404397207461,419,0,0,359,1.50749608413515,197,6737,2.25240545983441,478,10066,2.34056835981204,11,10460,0,0,0,1.68001790109644,10,7508,145,0.1921,0,0,76,0.1007,0,0,0,0,534,0.7073,0,0,0,0,0,0,0,0,0,0,347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,12,0.034582132564842,1,ALCRO,true,false,false,true,true,1000
