Ontology,SIZE (KB),SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP,EXPRESSIVITY,EL,QL,RL,DL,FULL,CAL_TIME
PD.owl_functional.owl,611.92578125,1291,2.31399491094148,539,2.91705626920934,0.486446886446886,2610,0,32,0.142610198789974,0.009507346585998,0,121,304,0,0,5,5,0,0,0.743401759530792,0.596529284164859,576,0.198415432311402,347,396,0,386,0.847619047619048,27,1157,2.31208791208791,156,3156,2.27399267399267,24,3104,0,0,0,1.39413919413919,21,1903,3,0.0045,2,0.003,124,0.1867,40,0.0602,52,0.0783,193,0.2907,125,0.1883,0,0,1,0.0015,5,0.0075,119,0.1792,186,0.93,14,0.07,22,0.11,0,0,3,0.015,0,0,0,0,0,0,0,0,118,3,0,50,176,175,20,0.1,0.901754385964912,SROIQ(D),false,false,false,true,true,2230
approximated_00398.owl_functional.owl,4636.802734375,17381,1.99417821610114,17283,2.81342464205416,0.245067225423433,22883,3,0,0.214657716567328,0,0,11364,15141,0,0,17,17,0,0,1,1,3501,0.101088557156469,2219,0,0,7,1.5087305744718,499,34562,1.75423432861882,499,40186,1.99960712414877,7,45807,0,0,0,1.75440894010826,7,40190,0,0,0,0,3,0.0005,0,0,0,0,5611,0.9995,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,22,0.215686274509804,1,ALER,true,false,false,true,true,6630
Oly.owl_functional.owl,14892.2451171875,19680,3.84809903778456,9,2.64374678529995,0.921699078812692,97090,8,0,0.25,0.15625,0,0,0,7,3,0,0,2,3,0.401189943061864,0.545454545454545,7,0.000194509280871,0,25717,0,18360,0.002047082906858,5,32,5.74827277379734,2887,89857,6.09672466734903,71,95304,0,0,0,1.00051177072671,2,15640,0,0,10,0.0007,5039,0.3497,5,0.0003,3,0.0002,9,0.0006,9342,0.6484,0,0,0,0,0,0,0,0,10,0.1064,84,0.8936,84,0.8936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.943820224719101,ALCIF(D),false,false,false,true,true,8720
approximated_00680.owl_functional.owl,3092.5908203125,11699,1.68708799516178,6490,2.28917263906258,0.292929905408683,11361,71,0,0.409338993329291,0,0,5647,8814,0,0,20,20,0,0,1,1,195,0.010739659635402,199,0,0,9,1.09986660198884,1339,18139,1.39698035411108,1339,23039,1.690031530439,24,27872,0,0,0,1.39346349745331,24,22981,0,0,0,0,60,0.0124,0,0,0,0,4771,0.9876,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0.176470588235294,1,ALER,true,false,false,true,true,2460
approximated_00684.owl_functional.owl,10167.4404296875,41664,1.82610146862483,32757,2.79234918566939,0.181959350552345,42075,77,0,0.170719242562806,0,0,21592,29072,0,0,11,11,0,0,1,1,6225,0.083677227696154,3961,0,0,20,1.46153241341353,2554,74354,1.64518221488383,2554,83697,1.82712190903015,8,92953,0,0,0,1.64386523568031,8,83630,0,0,0,0,66,0.0071,0,0,0,0,9191,0.9929,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0.447368421052632,1,ALER,true,false,false,true,true,5660
approximated_00391.owl_functional.owl,6782.2177734375,23945,2.1109053307405,27552,2.82204345119487,0.26071196207826,35992,3,0,0.219431528569483,0,0,17002,23116,0,0,11,11,0,0,1,1,6030,0.117110118469606,3762,0,0,11,1.59246522291415,632,51400,1.85361093038386,632,59829,2.11438485608948,8,68246,0,0,0,1.85357994857019,8,59828,0,0,0,0,3,0.0004,0,0,0,0,8412,0.9996,0,0,0,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,52,0.477064220183486,1,ALER,true,false,false,true,true,4030
approximated_00498.owl_functional.owl,1782.19921875,8342,1.27919834139599,0,2.1918076663586,0.27939524838013,3232,0,0,0.997241875524643,0,0,8266,8266,0,0,11,11,0,0,1,1,0,0,0,0,0,0,0.720431965442765,35,8339,0.999827213822894,35,11573,1.27930885529158,2,14808,0,0,0,0.999913606911447,1,11574,0,0,0,0,0,0,0,0,0,0,3234,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALE,true,true,false,true,true,620
approximated_00387.owl_functional.owl,7509.1884765625,27538,2.02935119848439,28577,2.83409472617381,0.243876199933797,37490,74,0,0.215001518372305,0,0,17760,24168,0,0,11,11,0,0,1,1,6225,0.110958611101209,3961,0,0,34,1.5441906653426,1607,55980,1.79074257971974,1607,64918,2.033873993159,8,73732,0,0,0,1.78825995807128,8,64828,0,0,0,0,63,0.0071,0,0,0,0,8778,0.9929,0,0,0,0,0,0,0,0,0,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,58,0.42962962962963,1,ALER,true,false,false,true,true,4530
approximated_00459.owl_functional.owl,1743.546875,6332,1.77349210458193,4586,2.82480111698899,0.180404354587869,5978,0,0,0.36796258940033,0,0,9656,10401,0,0,26,26,0,0,1,1,0,0,0,0,0,5,1.41342664593053,137,10906,1.59447900466563,137,12303,1.77462415759461,9,13693,0,0,0,1.59421980300674,9,12301,0,0,0,0,0,0,0,0,0,0,1392,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0.4,1,ALER,true,false,false,true,true,770
USDA_sr25_NF0_25.owl_functional.owl,56414.529296875,8433,5.57928964856613,-9,3.3493753982747,0.999752435713145,611903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06612467856059,0.892857142857143,1,0.000100381449508,0,1536,0,8250,0.000207634563169,25,26,4.94174253314167,5273,618805,5.87559495288293,136,735742,0,0,0,0.999920140552627,1,125210,0,0,3,0,8251,0.0659,0,0,1,0,2,0,116932,0.934,0,0,0,0,0,0,0,0,2,0.0133,148,0.9867,148,0.9867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.993288590604027,ALCIF(D),false,false,false,true,true,49220
