"Ontology","SIZE (KB)","SOV","ENR","TIP","EOG","RCH","CYC","GCI","HGCI","ESUB","DSUB","CSUB","SUPECHN","SUBECHN","SUBCCHN","SUPDCHN","DSUPECHN","DSUBECHN","DSUBCCHN","DSUPDCHN","ELCLSPRT","ELAXPRT","HLC","RHLC","IHR","IIR","ITR","IND","aNOC","mNOC","tNOC","aCID","mCID","tCID","aCOD","mCOD","tCOD","aDIT","mDIT","tDIT","aNOP","mNOP","tNOP","ENUM","ENUMP","NEG","NEGP","CONJ","CONJP","DISJ","DISJP","UF","UFP","EF","EFP","VALUE","VALUEP","SELF","SELFP","MNCAR","MNCARP","MXCAR","MXCARP","CAR","CARP","OBP","OBPP","DTP","DTPP","FUN","FUNP","SYM","SYMP","TRN","TRNP","IFUN","IFUNP","ASYM","ASYMP","REFLE","REFLEP","IRREF","IRREFP","SUBP","EQVP","DISP","INV","DOMN","RANG","CHN","CHNP","ELPROP","EXPRESSIVITY","EL","QL","RL","DL","FULL","CAL_TIME"
"ae59cc65-2dac-4938-955c-b78eeffe3fcf_instrument.rdf_functional.owl","68.5537109375","201","2.6133333333333333","4","3.280570649885268","0.36507936507936506","367","0","4","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0.6290322580645161","0.16666666666666666","0","0.0","0","14","0","51","0.3333333333333333","6","21","7.158730158730159","28","451","4.746031746031746","29","299","0.0","0","0","1.0476190476190477","2","66","0","0.0000","0","0.0000","0","0.0000","23","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","53","0.5196","49","0.4804","0","0.0000","2","0.0196","6","0.0588","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","4","0","6","96","94","0","0.0","0.9316239316239316","SHI(D)","false","false","false","true","true","1240"
"af160ab2-4d80-405c-9091-c356d60c652b_Lyre_arm.rdf_functional.owl","68.5068359375","201","2.6133333333333333","4","3.280570649885268","0.36507936507936506","367","0","4","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0.6290322580645161","0.16666666666666666","0","0.0","0","14","0","51","0.3333333333333333","6","21","7.158730158730159","28","451","4.746031746031746","29","299","0.0","0","0","1.0476190476190477","2","66","0","0.0000","0","0.0000","0","0.0000","23","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","53","0.5196","49","0.4804","0","0.0000","2","0.0196","6","0.0588","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","4","0","6","96","94","0","0.0","0.9316239316239316","SHI(D)","false","false","false","true","true","280"
"a3efc75d-1f08-4fec-aec8-fbe70bfaa5f2_em2bio2rdf.owl_functional.owl","79.1171875","219","1.8833333333333333","15","2.7394612070766042","0.10256410256410256","212","0","0","0.05982905982905983","0.008547008547008548","0.0","0","0","0","0","0","0","0","0","0.9224137931034483","0.3797909407665505","17","0.034764826175869123","0","8","0","0","1.0","22","117","2.9316239316239314","26","343","2.641025641025641","11","309","0.0","0","0","1.1196581196581197","3","131","0","0.0000","0","0.0000","0","0.0000","1","0.0833","3","0.2500","3","0.2500","0","0.0000","0","0.0000","0","0.0000","0","0.0000","5","0.4167","33","0.3084","74","0.6916","43","0.4019","1","0.0093","15","0.1402","0","0.0000","0","0.0000","0","0.0000","0","0.0000","14","0","0","10","39","80","0","0.0","0.9455445544554455","SHIN(D)","false","false","false","true","true","460"
"ac9deb80-34ab-4141-bd87-092b3a17666f_nker_brick.rdf_functional.owl","68.5361328125","201","2.6133333333333333","4","3.280570649885268","0.36507936507936506","367","0","4","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0.6290322580645161","0.16666666666666666","0","0.0","0","14","0","51","0.3333333333333333","6","21","7.158730158730159","28","451","4.746031746031746","29","299","0.0","0","0","1.0476190476190477","2","66","0","0.0000","0","0.0000","0","0.0000","23","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","53","0.5196","49","0.4804","0","0.0000","2","0.0196","6","0.0588","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","4","0","6","96","94","0","0.0","0.9316239316239316","SHI(D)","false","false","false","true","true","210"
"a6cb59ac-e479-4dc5-bbbf-625b6d91fe58_mo.rdf_functional.owl","156.728515625","608","1.8848238482384825","64","2.8229329830109458","0.49049429657794674","669","0","23","0.049689440993788817","0.018633540372670808","0.0","0","0","0","0","0","0","0","0","0.6221374045801527","0.5961538461538461","3","0.002737226277372263","4","10","0","87","0.6121673003802282","12","161","3.247148288973384","56","854","2.026615969581749","11","533","0.0","0","0","1.2395437262357414","11","326","3","0.0233","0","0.0000","13","0.1008","30","0.2326","0","0.0000","17","0.1318","2","0.0155","0","0.0000","0","0.0000","36","0.2791","28","0.2171","238","0.7000","102","0.3000","20","0.0588","2","0.0059","2","0.0059","6","0.0176","0","0.0000","0","0.0000","0","0.0000","90","49","0","41","250","243","0","0.0","0.8045212765957447","SHOIN(D)","false","false","false","true","true","550"
"ac5d9c64-c90b-4d67-a6d2-31fff16e5b13_Ornithopter.rdf_functional.owl","68.5244140625","201","2.6133333333333333","4","3.280570649885268","0.36507936507936506","367","0","4","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0.6290322580645161","0.16666666666666666","0","0.0","0","14","0","51","0.3333333333333333","6","21","7.158730158730159","28","451","4.746031746031746","29","299","0.0","0","0","1.0476190476190477","2","66","0","0.0000","0","0.0000","0","0.0000","23","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","53","0.5196","49","0.4804","0","0.0000","2","0.0196","6","0.0588","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","4","0","6","96","94","0","0.0","0.9316239316239316","SHI(D)","false","false","false","true","true","300"
"af87f59f-4b68-4844-ba81-d6058286177b_Person.owl_functional.owl","35.3056640625","96","1.721311475409836","16","1.722955771715837","0.52","88","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0.46938775510204084","0.037037037037037035","0","0.0","0","0","0","20","0.44","1","22","2.52","12","126","1.88","12","94","0.0","0","0","1.3","6","65","3","0.1154","0","0.0000","0","0.0000","2","0.0769","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","19","0.7308","2","0.0769","26","0.5306","23","0.4694","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","49","47","0","0.0","1.0","ALUON(D)","false","false","false","true","true","120"
"a3f0aaeb-b9cc-4337-882c-cb968126a9f2_higgins.owl_functional.owl","37.0458984375","131","1.4893617021276595","7","2.0443059055362025","0.1724137931034483","69","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0.8245614035087719","0.7959183673469388","1","0.00510204081632653","1","0","0","0","0.8448275862068966","35","49","2.0172413793103448","36","117","1.103448275862069","4","64","0.0","0","0","1.103448275862069","4","64","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","3","0.3000","4","0.4000","3","0.3000","10","0.1852","44","0.8148","1","0.0185","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","47","0","0","0","58","41","0","0.0","1.0","ALHN(D)","false","false","false","true","true","140"
"ad5452dd-d442-4999-bd26-c075e3f48639_soa.owl_functional.owl","21.359375","51","1.7826086956521738","14","2.599974831644819","0.5294117647058824","56","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0.45454545454545453","0.1320754716981132","10","0.09900990099009901","0","10","0","0","0.7352941176470589","4","25","2.5294117647058822","12","86","2.2058823529411766","8","75","0.0","0","0","1.3823529411764706","6","47","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","11","0.6111","7","0.3889","0","0.0000","30","0.8824","4","0.1176","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","15","19","14","0","0.0","0.6875","ALCIN(D)","false","false","false","true","true","80"
"a351ad4b-8be8-40c6-97d0-021549cdff33_antityv1.1.ttl_functional.owl","94.2333984375","460","1.4065934065934067","192","2.284242078785185","0.44139650872817954","265","0","10","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0.550761421319797","0.5250596658711217","17","0.030575539568345324","0","12","0","153","1.0049875311720697","24","403","1.1945137157107233","24","479","1.9526184538653366","14","783","0.0","0","0","1.4763092269326683","9","592","1","0.0056","0","0.0000","0","0.0000","0","0.0000","33","0.1864","0","0.0000","117","0.6610","0","0.0000","6","0.0339","16","0.0904","4","0.0226","58","0.7632","18","0.2368","8","0.1053","1","0.0132","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","23","0","0","15","0","12","0","0.0","0.7288135593220338","SHOIN(D)","false","false","false","true","true","260"
