Ontology,SIZE (KB),SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP,EXPRESSIVITY,EL,QL,RL,DL,FULL,CAL_TIME
66f1cb55-ad18-4c4a-875d-b337cba28bd5__xp_chebi.owl2_functional.owl,1049.6630859375,4354,2.1854387656702,0,1.84551601959345,0.581593194122196,12293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.19102861562258,893,12320,2.19093194122196,5,22663,0,0,0,0.999903325599381,1,10343,0,0,0,0,3088,0.5133,0,0,0,0,2928,0.4867,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALE,true,false,false,true,true,4260
629141d3-e7b6-4a22-9be4-6892918df95c_pmentupper.owl_functional.owl,13843.3134765625,39877,2.35523090658226,42673,2.86409678858509,0.353865802141664,83501,0,9388,0.194150879072712,0,0,27758,37547,0,0,11,11,0,0,0.999819887675405,0.99987981031883,40084,0.434110206203431,25192,25334,9910,0,1.34479483904771,652,82132,2.00833415201231,7508,122657,2.36059534335396,12,144171,0,0,0,1.69869338834856,12,103746,0,0,0,0,9388,0.4344,3,0.0001,2,0.0001,12213,0.5651,0,0,6,0.0003,0,0,0,0,0,0,531,1,0,0,1,0.0019,75,0.1412,39,0.0734,0,0,0,0,0,0,1,0,524,0,11,61,50,50,227,0.427495291902072,0.857555341674687,SRIF,false,false,false,true,true,18470
500ad4cf-2474-4b5a-a63a-dd43ac6ba610_tao.owl_functional.owl,909.3486328125,3245,1.70263401109057,1930,2.72161638545642,0.251217814892136,3045,0,20,0.512905103823016,0,0,3560,4213,0,0,13,13,0,0,1,1,2663,0.513102119460501,2,105,2490,0,1.19531431222454,78,5153,1.45627464625377,78,6278,1.70842032011134,11,7365,0,0,0,1.44745998608212,11,6240,0,0,0,0,20,0.0185,0,0,0,0,1063,0.9815,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0.0588,8,0.4706,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0.769230769230769,ALERI+,false,false,false,true,true,1370
684b2a6f-42ef-4d3e-96d2-686e9050a34f_NIFMolecule.owl_functional.owl,6521.30078125,13889,2.08665200749247,8557,2.59849864148887,0.329485673425609,27528,0,599,0.382448186528497,0.000786454478164,0,8996,9051,103,0,14,13,2,0,0.991470017366432,0.852771205833301,12779,0.412825068648037,1151,4669,5982,4730,1.10404004290311,1017,21616,2.11537872210021,1643,41417,2.2248838040758,91,43561,0,0,0,1.43699882527198,48,28135,48,0.0074,6,0.0009,872,0.1352,44,0.0068,27,0.0042,5448,0.8445,0,0,0,0,2,0.0003,0,0,4,0.0006,193,0.9602,8,0.0398,13,0.0647,8,0.0398,44,0.2189,0,0,0,0,0,0,0,0,112,0,0,51,48,46,0,0,0.816770186335404,SROIN(D),false,false,false,true,true,5230
51121304-fd21-49a9-9da4-71e7e44a0961_NEMO_vv2.98.owl_functional.owl,770.966796875,1980,1.85760309278351,439,2.77567043182511,0.382425307557118,2698,0,62,0.204129516658846,0.002346316283435,0,724,808,99,0,12,12,2,0,0.972925457102672,0.833006664053312,865,0.304363124560169,769,1094,9,119,0.749033391915641,48,2131,1.55254833040422,84,4417,1.92759226713533,10,5484,0,0,0,1.15395430579965,4,3283,0,0,1,0.0009,442,0.4062,35,0.0322,4,0.0037,605,0.5561,0,0,0,0,1,0.0009,0,0,0,0,89,0.957,4,0.043,3,0.0323,0,0,6,0.0645,0,0,0,0,0,0,0,0,58,0,0,42,0,1,0,0,0.618181818181818,SHIQ(D),false,false,false,true,true,510
56c78db5-5fc2-45bb-a3b2-6feb398ea096_eanCoastal.owl_functional.owl,1216.9560546875,4788,1.44797145003757,819,2.42905753016868,0.146757679180887,2401,0,247,0.026973310618967,0,0,17,31,0,0,5,5,0,0,0.877951635846373,0.839659178931061,382,0.059510827231656,343,18,15,1155,1.00170648464164,53,3522,1.60893060295791,90,5657,1.47155858930603,9,5174,0,0,0,1.23265073947668,9,4334,0,0,0,0,0,0,2,0.0039,245,0.4748,87,0.1686,168,0.3256,0,0,5,0.0097,0,0,9,0.0174,498,0.9396,32,0.0604,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,72,183,0,0,0.844444444444444,SHOIN(D),false,false,false,true,true,900
514ecb7b-8545-49b4-8a12-c61c434b40bf_lanogaster.obo_functional.owl,15726.5166015625,42815,2.07527695929151,47002,2.31451976903415,0.295672244662435,65334,0,219,0.767816441270324,0,0,1731,3711,0,0,8,8,0,0,1,0.999931143703092,37513,0.515961763290008,146,0,22544,0,1.1934712719479,14868,72390,1.49601846508944,14868,90741,2.07743796884016,10,126007,0,0,0,1.77489077569862,10,107656,0,0,0,0,219,0.0122,0,0,0,0,17715,0.9878,0,0,0,0,0,0,0,0,0,0,94,1,0,0,0,0,5,0.0532,20,0.2128,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0.943820224719101,SHI,false,false,false,true,true,9860
561b752b-5d04-485b-9e9e-161c91b8bd4a_NLexOBOUBO.owl_functional.owl,655.5546875,2232,1.20092611234145,187,1.09955390744614,0.026390197926485,1022,0,21,0.080875781948168,0.000446827524576,0,72,94,0,0,3,3,0,0,0.986327204148986,0.968329718004338,4,0.000767901708581,0,2,0,2786,1.05466540999058,875,2238,2.45475966069745,1115,5209,1.19934024505184,18,2545,0,0,0,1.08765315739868,4,2308,9,0.1607,0,0,0,0,14,0.25,5,0.0893,27,0.4821,0,0,0,0,0,0,0,0,1,0.0179,54,0.931,4,0.069,2,0.0345,1,0.0172,18,0.3103,1,0.0172,0,0,0,0,0,0,19,0,0,15,29,24,0,0,0.844036697247706,SHOIN(D),false,false,false,true,true,460
55df5b82-2be6-4e15-85d8-0869e5c3fd90_podstopic.owl_functional.owl,580.984375,1288,1.960092095165,13,1.42449952050126,0.483870967741936,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.44,1,0.000394944707741,0,1,0,1225,0.774193548387097,5,24,41.6451612903226,1214,1291,1.54838709677419,6,48,0,0,0,1.38709677419355,6,43,0,0,0,0,0,0,2,0.1333,0,0,0,0,0,0,0,0,4,0.2667,2,0.1333,7,0.4667,12,0.3871,19,0.6129,0,0,0,0,1,0.0323,0,0,0,0,0,0,0,0,4,0,0,2,26,25,0,0,0.96551724137931,ALUHIN+(D),false,false,false,true,true,180
58197550-a9dd-4328-9ea0-9f26169c8e22_NIFMolecule.owl_functional.owl,3202.5205078125,4210,2.58537132600404,7349,2.1526504016979,0.528361226552847,14826,0,1,0.638345929980019,0,0,6802,7794,0,0,9,8,0,0,0.999887665693103,0.847393992932862,0,0,0,0,0,0,1.29293496574188,864,11511,2.0561608446591,864,18306,2.58856565202741,91,23046,0,0,0,1.82533977311019,48,16251,0,0,0,0,17,0.0036,1,0.0002,0,0,4686,0.9962,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALC,false,false,false,true,true,1830
